codigo_centro,cod_estado,estado,cod_municipio,municipio,cod_parroquia,parroquia,nombre_centro,numero_mesas,electores_por_mesa,total_electores,source_url,source_api_url,source_hash,cache_ref,presente_tm_2024_v2,presente_tm_2024,presente_tm_2018,presente_tm_2015,incluido_tm_candidato,criterio_inclusion,tm_2024_total_electores,tm_2024_mesas,tm_2018_total_electores,tm_2018_mesas,tm_2015_total_electores,tm_2015_mesas,estado_resolucion,observaciones
070302017,07,CARABOBO,03,DIEGO IBARRA,02,AGUAS CALIENTES,ESCUELA BASICA BOLIVARIANA. PADRE DEHON,0,,1401,https://regionales.macedoniadelnorte.com/carabobo/diego-ibarra/aguas-calientes/escuela-basica-bolivariana-padre-dehon,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f436346dcb578929fba,cbbc25f0c5c8d694071a3b663abcf5c2105d4d44dccfe87731572dee5cbaf8c3,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f436346dcb578929fba__f2d27be7545fc8c2.json,si,no,si,si,no,,,,1091,2,1072,2,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
070601030,07,CARABOBO,06,JUAN JOSE MORA,01,MORON,UNIDAD EDUCATIVA PRIVADA EDUARDO BLANCO,0,,1040,https://regionales.macedoniadelnorte.com/carabobo/juan-jose-mora/moron/unidad-educativa-privada-eduardo-blanco,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f436346dcb57892a0f3,0e52cadbf803737a98177850a16bf6bc1b6cb0162f673ba6342b615ae4fd0edd,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f436346dcb57892a0f3__016f4fde14b723bd.json,si,si,si,si,no,,1040,2,828,2,833,2,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
070904066,07,CARABOBO,09,VALENCIA,04,MIGUEL PEÑA,COLEGIO RAMON IGNACIO MENDEZ (UNIDAD EDUCATIVA ANEXO BELLA VISTA),0,,2266,https://regionales.macedoniadelnorte.com/carabobo/valencia/miguel-pena/colegio-ramon-ignacio-mendez-unidad-educativa-anexo-bella-vista,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f516346dcb578936ec1,c4ade1ff267b2a88c2a7cc4e56e24046b4074f0e0ee7f23ad66b5a2baeecc4ea,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f516346dcb578936ec1__83eb7e47c428693a.json,si,no,si,si,no,,,,1778,3,1754,3,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
080101007,08,COJEDES,01,ANZOATEGUI,01,COJEDES,CENTRO DE EDUCACION INICIAL LOS MANGOS,1,476,476,https://regionales.macedoniadelnorte.com/cojedes/anzoategui/cojedes/centro-de-educacion-inicial-los-mangos,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f446346dcb57892a831,c6a758fbb72579b59685cd93dcaee20cdcaf5ba7ffd318cf2f065c9da7d976ed,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f446346dcb57892a831__7598b9d48f5bee50.json,si,si,si,si,no,,476,1,366,1,367,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
090101002,09,FALCON,01,ACOSTA,01,SAN JUAN DE LOS CAYOS,ESCUELA BASICA BOLIVARIANA LOS TAPAROS,1,422,422,https://regionales.macedoniadelnorte.com/falcon/acosta/san-juan-de-los-cayos/escuela-basica-bolivariana-los-taparos,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f446346dcb57892ad9e,08bbfc89240add9ea3345ea1c9341dbe9b967dc6f2bf76ad111298d474d8047a,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f446346dcb57892ad9e__1575f36e684f75c7.json,si,si,si,si,no,,422,1,473,1,477,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
090103007,09,FALCON,01,ACOSTA,03,LA PASTORA,ESCUELA BASICA VIENTO SUAVE,1,165,165,https://regionales.macedoniadelnorte.com/falcon/acosta/la-pastora/escuela-basica-viento-suave,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f446346dcb57892ad11,71640dc2afc5dc07365475e62a0d06740544e699f19f66f7fb6806f8cbee8886,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f446346dcb57892ad11__4ce604e959ce8970.json,si,si,si,si,no,,165,1,158,1,159,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
091002024,09,FALCON,10,MIRANDA,02,SAN GABRIEL,AMBULATORIO ANGEL PAYO PETIT,2,,1551,https://regionales.macedoniadelnorte.com/falcon/miranda/san-gabriel/ambulatorio-angel-payo-petit,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f446346dcb57892b4e5,ed3f61e9bb1bd9652d7c2c2a6e4fb4b4a08dc9f1b6b872c0dcb6de7bc25c61a2,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f446346dcb57892b4e5__8078f9dea3cb7681.json,si,si,no,no,no,,1552,2,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
091002025,09,FALCON,10,MIRANDA,02,SAN GABRIEL,AMBULATORIO TIPO I SAN JUAN BOSCO,1,882,882,https://regionales.macedoniadelnorte.com/falcon/miranda/san-gabriel/ambulatorio-tipo-i-san-juan-bosco,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f446346dcb57892b4e5,ed3f61e9bb1bd9652d7c2c2a6e4fb4b4a08dc9f1b6b872c0dcb6de7bc25c61a2,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f446346dcb57892b4e5__8078f9dea3cb7681.json,si,no,no,no,no,,,,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
100401036,10,GUARICO,04,MONAGAS,01,ALTAGRACIA DE ORITUCO,CENTRO DE VOTACION EL BANCO DE GUANAPE,1,265,265,https://regionales.macedoniadelnorte.com/guarico/monagas/altagracia-de-orituco/centro-de-votacion-el-banco-de-guanape,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f456346dcb57892bde5,21e73e13bfde8f88b73589768c9deece4a03951d72730573697296c3333b88d3,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f456346dcb57892bde5__55c61de55c0617a6.json,si,si,si,si,no,,265,1,160,1,160,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
100901018,10,GUARICO,09,S JOSE DE GUARIBE,01,SAN JOSE DE GUARIBE,CDCE NRO 11,1,178,178,https://regionales.macedoniadelnorte.com/guarico/s-jose-de-guaribe/san-jose-de-guaribe/cdce-nro-11,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f456346dcb57892c223,eef04c7bf0d954bb95559e29f1d46b71ddc8d091d7bdaee229d8bdfcebd02c49,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f456346dcb57892c223__4107b9bb44d81191.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,178,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
101501013,10,GUARICO,15,SAN GERONIMO DE G,01,GUAYABAL,EPB NEGRA MATEA,0,,248,https://regionales.macedoniadelnorte.com/guarico/san-geronimo-de-g/guayabal/epb-negra-matea,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f456346dcb57892c384,f7ea7f5650f993cc42a4fa717da681bb3a5290f28c3e9bb3ad506950cc263e58,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f456346dcb57892c384__b17f087af245afa6.json,si,si,no,no,no,,248,1,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
101502009,10,GUARICO,15,SAN GERONIMO DE G,02,CAZORLA,ESCUELA PRIMARIA ESTADAL EL ZORRO,1,81,81,https://regionales.macedoniadelnorte.com/guarico/san-geronimo-de-g/cazorla/escuela-primaria-estadal-el-zorro,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f456346dcb57892c3a3,22c4ab4430888d91fd1f0b4cbf065054e1443306763267d7c717766258f07c12,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f456346dcb57892c3a3__eaf8b661619806ab.json,si,no,no,no,no,,,,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
110502035,11,LARA,05,PALAVECINO,02,JOSE G. BASTIDAS,CENTRO DE PARTICIPACION LAS AXAGUAS 2 VALLE LINDO,0,,703,https://regionales.macedoniadelnorte.com/lara/palavecino/jose-g-bastidas/centro-de-participacion-las-axaguas-2-valle-lindo,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f466346dcb57892cf68,7bd4578b0657eaccd6ee0e0907b35114befe26701a17dfda1f59563930f450d6,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f466346dcb57892cf68__e67786022e17b570.json,si,no,si,si,no,,,,586,1,582,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
110503006,11,LARA,05,PALAVECINO,03,AGUA VIVA,CASA COMUNAL DE VALLECITO,2,,1089,https://regionales.macedoniadelnorte.com/lara/palavecino/agua-viva/casa-comunal-de-vallecito,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f466346dcb57892d022,7bc7a6b524facc9ef109e6dd69c787341e6be1c03ead1b93a1978b653b9a20f2,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f466346dcb57892d022__cb6065c3f8d56af9.json,si,si,si,si,no,,1089,1,669,1,663,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
110801049,11,LARA,08,ANDRES E BLANCO,01,PIO TAMAYO,MODULO DE ATENCION A NIÑOS,1,222,222,https://regionales.macedoniadelnorte.com/lara/andres-e-blanco/pio-tamayo/modulo-de-atencion-a-ninos,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f466346dcb57892d450,6790064863889bb5aedaf35e1f91ce30282f3f930298319f3e77aea9b0336824,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f466346dcb57892d450__9585be76a8298a80.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,222,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
120307002,12,MÉRIDA,03,ARZOBISPO CHACON,07,MUCUCHACHI,ESCUELA BASICA AGUA BLANCA,1,70,70,https://regionales.macedoniadelnorte.com/merida/arzobispo-chacon/mucuchachi/escuela-basica-agua-blanca,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f466346dcb57892d7f2,558f5be0cb075ac6366872a0ba72ce72beb85059541f2100a755b2d48791312e,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f466346dcb57892d7f2__bc12808f86d9e3df.json,si,si,si,si,no,,70,1,52,1,52,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
121802011,12,MÉRIDA,18,SUCRE,02,CHIGUARA,EL PEDREGAL,1,155,155,https://regionales.macedoniadelnorte.com/merida/sucre/chiguara/el-pedregal,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892deb0,39c93ebea93ccec0bcc8451c1636d2f9c9c1457197604dff81b37a7e3452f667,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892deb0__75fa330b151a89f1.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,155,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130203001,13,MIRANDA,02,BRION,03,TACARIGUA,UNIDAD EDUCATIVA BARLOVENTO,4,,3357,https://regionales.macedoniadelnorte.com/miranda/brion/tacarigua/unidad-educativa-barlovento,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e1ae,7f1105c92ff0dd6b12688a1a2955da025e54e415403a5414ce77fd59c06d0a52,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e1ae__4eaeaa0fa06d32c1.json,si,si,si,si,no,,3356,4,3813,5,3817,7,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130203010,13,MIRANDA,02,BRION,03,TACARIGUA,SALON DE COSTURA LAS CORALIA,0,,470,https://regionales.macedoniadelnorte.com/miranda/brion/tacarigua/salon-de-costura-las-coralia,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e1ae,7f1105c92ff0dd6b12688a1a2955da025e54e415403a5414ce77fd59c06d0a52,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e1ae__4eaeaa0fa06d32c1.json,si,no,si,si,no,,,,519,1,516,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130301013,13,MIRANDA,03,GUAICAIPURO,01,LOS TEQUES,COLEGIO NUESTRA SEÑORA DE FATIMA,3,,2816,https://regionales.macedoniadelnorte.com/miranda/guaicaipuro/los-teques/colegio-nuestra-senora-de-fatima,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e19d,ebcaae28c138475adfc970adbc54003acd3047b33a5df4271837bff169c64a53,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e19d__65fc50e12c791973.json,si,no,si,si,no,,,,2452,4,2438,5,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130301092,13,MIRANDA,03,GUAICAIPURO,01,LOS TEQUES,CASA COMUNAL EL TRIGO,0,,184,https://regionales.macedoniadelnorte.com/miranda/guaicaipuro/los-teques/casa-comunal-el-trigo,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e19d,ebcaae28c138475adfc970adbc54003acd3047b33a5df4271837bff169c64a53,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e19d__65fc50e12c791973.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130401004,13,MIRANDA,04,INDEPENDENCIA,01,STA TERESA DEL TUY,UNIDAD EDUCATIVA PRIVADA FRANCISCO LINARES ALCANTARA,1,955,955,https://regionales.macedoniadelnorte.com/miranda/independencia/sta-teresa-del-tuy/unidad-educativa-privada-francisco-linares-alcantara,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e44d,12832b352fd41ff33a31ea2ca5e5e6d0c0b15bdf6ba70e1fcba21cb62a593dba,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e44d__1323c16b1f2aeadb.json,si,si,si,si,no,,955,1,1338,2,1357,3,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130401038,13,MIRANDA,04,INDEPENDENCIA,01,STA TERESA DEL TUY,CENTRO DE EDUCACION INICIAL CIUDAD LOZADA,0,,181,https://regionales.macedoniadelnorte.com/miranda/independencia/sta-teresa-del-tuy/centro-de-educacion-inicial-ciudad-lozada,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e44d,12832b352fd41ff33a31ea2ca5e5e6d0c0b15bdf6ba70e1fcba21cb62a593dba,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e44d__1323c16b1f2aeadb.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130401046,13,MIRANDA,04,INDEPENDENCIA,01,STA TERESA DEL TUY,CASA COMUNAL HÉROES DE LA FE,1,128,128,https://regionales.macedoniadelnorte.com/miranda/independencia/sta-teresa-del-tuy/casa-comunal-heroes-de-la-fe,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e44d,12832b352fd41ff33a31ea2ca5e5e6d0c0b15bdf6ba70e1fcba21cb62a593dba,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e44d__1323c16b1f2aeadb.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,128,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130801069,13,MIRANDA,08,PLAZA,01,GUARENAS,ESCUELA RURAL BOLIVARIANA CAMPO ALEGRE 028,0,,79,https://regionales.macedoniadelnorte.com/miranda/plaza/guarenas/escuela-rural-bolivariana-campo-alegre-028,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e7eb,be3818feb2b2816c97d42fb625661579b3d01675d9f7063ec03ffc2adc422d5d,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e7eb__0d0e89e489847631.json,si,no,si,si,no,,,,176,1,174,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130801082,13,MIRANDA,08,PLAZA,01,GUARENAS,EBE CREACION ZUMBA,0,,470,https://regionales.macedoniadelnorte.com/miranda/plaza/guarenas/ebe-creacion-zumba,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e7eb,be3818feb2b2816c97d42fb625661579b3d01675d9f7063ec03ffc2adc422d5d,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e7eb__0d0e89e489847631.json,si,no,si,si,no,,,,265,1,245,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130901028,13,MIRANDA,09,SUCRE,01,PETARE,COLEGIO NUESTRA SEÑORA DE LA GUIA,2,,1657,https://regionales.macedoniadelnorte.com/miranda/sucre/petare/colegio-nuestra-senora-de-la-guia,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e7f7,59378b58abe4a3416ae882e1530e53d7bd8fb38197bae2f460aeb6a4b3f0e5d2,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e7f7__a92de7905016f107.json,si,no,si,si,no,,,,1851,3,1826,4,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130901032,13,MIRANDA,09,SUCRE,01,PETARE,UNIDAD EDUCATIVA PREESCOLAR AMALIVAC,0,,1001,https://regionales.macedoniadelnorte.com/miranda/sucre/petare/unidad-educativa-preescolar-amalivac,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e7f7,59378b58abe4a3416ae882e1530e53d7bd8fb38197bae2f460aeb6a4b3f0e5d2,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e7f7__a92de7905016f107.json,si,no,si,si,no,,,,1096,2,1083,2,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
130901161,13,MIRANDA,09,SUCRE,01,PETARE,CENTRO DE ORIENTACION FAMILIAR ANA SOTO,0,,228,https://regionales.macedoniadelnorte.com/miranda/sucre/petare/centro-de-orientacion-familiar-ana-soto,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f476346dcb57892e7f7,59378b58abe4a3416ae882e1530e53d7bd8fb38197bae2f460aeb6a4b3f0e5d2,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f476346dcb57892e7f7__a92de7905016f107.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
131002030,13,MIRANDA,10,URDANETA,02,NUEVA CUA,CASA COMUNAL (SECTOR FUNDAESTE),0,,253,https://regionales.macedoniadelnorte.com/miranda/urdaneta/nueva-cua/casa-comunal-sector-fundaeste,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f486346dcb57892ebd6,0bb249a8de154b7d0f3b834b4f4c2cb2fb6ebfc2577d81a9868cba56fbfa774a,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f486346dcb57892ebd6__27e2bca17e778bca.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
131202010,13,MIRANDA,12,CRISTOBAL ROJAS,02,LAS BRISAS,UNIDAD EDUCATIVA ESTADAL ANDRES ELOY BLANCO,0,,17,https://regionales.macedoniadelnorte.com/miranda/cristobal-rojas/las-brisas/unidad-educativa-estadal-andres-eloy-blanco,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f486346dcb57892ee43,e32e44246a9fb7bda77914d82506b8bfe0e1fec626c1a41acc1acf1a82f2a583,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f486346dcb57892ee43__4ae9f38452059358.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
131301005,13,MIRANDA,13,LOS SALIAS,01,SAN ANTONIO LOS ALTOS,UNIDAD EDUCATIVA LOS CASTORES,4,,3163,https://regionales.macedoniadelnorte.com/miranda/los-salias/san-antonio-los-altos/unidad-educativa-los-castores,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f486346dcb57892eee0,be47298353936a149245fc5a22b06e6fc2ed7b8f8c609d3748092fde123df48d,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f486346dcb57892eee0__370bb2fa2d58957d.json,si,si,si,si,no,,3162,3,3574,5,3531,7,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
131701022,13,MIRANDA,17,CARRIZAL,01,CARRIZAL,UNIDAD EDUCATIVA JOSE MARIA VARGAS,1,553,553,https://regionales.macedoniadelnorte.com/miranda/carrizal/carrizal/unidad-educativa-jose-maria-vargas,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f486346dcb57892f202,c2e84e036559afc26587959b94fd8270fac09e529bef8feadc832286aca90128,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f486346dcb57892f202__67c581b4737a2b8c.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,553,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
140708035,14,MONAGAS,07,MATURIN,08,LAS COCUIZAS,CASA DE ABRIGO JOSE MERCEDES SANTELIZ,1,797,797,https://regionales.macedoniadelnorte.com/monagas/maturin/las-cocuizas/casa-de-abrigo-jose-mercedes-santeliz,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892f865,12c7d1d973dc15b979daae90715f66cc21dfa97b77a3ba208545d3967de0f616,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892f865__d35ebd1f3223f793.json,si,si,si,si,no,,797,1,741,1,712,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
141301009,14,MONAGAS,13,URACOA,01,CM. URACOA,ESCUELA UNITARIA NUMERO 315,1,370,370,https://regionales.macedoniadelnorte.com/monagas/uracoa/cm-uracoa/escuela-unitaria-numero-315,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892fc00,e531413425d06c21075a305f2c10e27b1e5f3c0f83c9a38792cc43326b9b4aad,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892fc00__9ef2f794930dbbb6.json,si,si,si,si,no,,370,1,426,1,414,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150401011,15,NUEVA ESPARTA,04,MANEIRO,01,CM. PAMPATAR,FUNDACION CULTURAL ALI PRIMERA,2,,1566,https://regionales.macedoniadelnorte.com/nueva-esparta/maneiro/cm-pampatar/fundacion-cultural-ali-primera,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892fdf1,cd643313c3fbae45f4cf51c40cb9f125f20d993a3de4526353e5530059d028c1,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892fdf1__938f2b826f4adbaf.json,si,si,si,si,no,,1566,2,1073,2,1059,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150401013,15,NUEVA ESPARTA,04,MANEIRO,01,CM. PAMPATAR,CENTRO DE EDUCACION INICIAL SIMONCITO ANA CLETA LABORI,0,,236,https://regionales.macedoniadelnorte.com/nueva-esparta/maneiro/cm-pampatar/centro-de-educacion-inicial-simoncito-ana-cleta-labori,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892fdf1,cd643313c3fbae45f4cf51c40cb9f125f20d993a3de4526353e5530059d028c1,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892fdf1__938f2b826f4adbaf.json,si,no,si,si,no,,,,214,1,226,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150601012,15,NUEVA ESPARTA,06,MARI�O,01,CM. PORLAMAR,UNIDAD EDUCATIVA NUESTRA SEÑORA DE COROMOTO,2,,1819,https://regionales.macedoniadelnorte.com/nueva-esparta/mario/cm-porlamar/unidad-educativa-nuestra-senora-de-coromoto,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892ff02,af56c5ff5b439ad79168beb97cfd4b7c344834a42a758e94c8547b1c475f59b6,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892ff02__8d887b2e3b49b106.json,si,si,si,si,no,,1820,2,2001,3,1893,4,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150601033,15,NUEVA ESPARTA,06,MARI�O,01,CM. PORLAMAR,UNIDAD EDUCATIVA DON ROMULO GALLEGOS,1,556,556,https://regionales.macedoniadelnorte.com/nueva-esparta/mario/cm-porlamar/unidad-educativa-don-romulo-gallegos,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892ff02,af56c5ff5b439ad79168beb97cfd4b7c344834a42a758e94c8547b1c475f59b6,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892ff02__8d887b2e3b49b106.json,si,si,si,si,no,,556,1,514,1,503,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150601034,15,NUEVA ESPARTA,06,MARI�O,01,CM. PORLAMAR,UNIDAD EDUCATIVA EDUCACIONAL PORLAMAR,2,,1471,https://regionales.macedoniadelnorte.com/nueva-esparta/mario/cm-porlamar/unidad-educativa-educacional-porlamar,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892ff02,af56c5ff5b439ad79168beb97cfd4b7c344834a42a758e94c8547b1c475f59b6,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892ff02__8d887b2e3b49b106.json,si,si,si,si,no,,1472,2,1304,2,1069,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150601038,15,NUEVA ESPARTA,06,MARI�O,01,CM. PORLAMAR,UNIDAD EDUCATIVA INSTITUTO EDUCATIVO NUEVA ESPARTA,1,744,744,https://regionales.macedoniadelnorte.com/nueva-esparta/mario/cm-porlamar/unidad-educativa-instituto-educativo-nueva-esparta,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892ff02,af56c5ff5b439ad79168beb97cfd4b7c344834a42a758e94c8547b1c475f59b6,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892ff02__8d887b2e3b49b106.json,si,si,si,si,no,,744,1,693,1,679,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
