"codigo_centro","codigo_cne_nuevo","codigo_viejo","codigo_cne_viejo","nombre_centro","rep_2004","votos_validos","votos_gobierno","votos_oposicion","votos_otros","votos_nulos","total_votos","pct_gobierno","pct_oposicion","participacion","tipo_centro","fuente_url"
"020301013","020301013","4951","4951","ESCUELA ANTONIO JOSE DE SUCRE","2671","1843","1043","800","0","0","1843","56.59","43.41","69","Computarizado","https://web.archive.org/web/20071116053917id_/http://www.esdata.info:80/centro/4951"
"020301015","020301015","4970","4970","GRUPO ESCOLAR ANZOATEGUI","3576","2333","1124","1209","0","0","2333","48.18","51.82","65.24","Computarizado","https://web.archive.org/web/20071116053928id_/http://www.esdata.info:80/centro/4970"
"020301017","020301017","4980","4980","LICEO ANZOATEGUI","3477","2299","1112","1187","0","0","2299","48.37","51.63","66.12","Computarizado","https://web.archive.org/web/20071116053939id_/http://www.esdata.info:80/centro/4980"
"020301018","020301018","4990","4990","ESCUELA ESTADAL CONCENTRADA NOS 296-297-318","3335","2096","1437","659","0","0","2096","68.56","31.44","62.85","Computarizado","https://web.archive.org/web/20071116055128id_/http://www.esdata.info:80/centro/4990"
"020301019","020301019","4991","4991","ESCUELA RAZZETTI I.","1491","909","616","293","0","0","909","67.77","32.23","60.97","Computarizado","https://web.archive.org/web/20071116053944id_/http://www.esdata.info:80/centro/4991"
"020301020","020301020","5000","5000","GRUPO ESCOLAR ENRIQUE PEREZ VALENCIA","2714","1844","1037","807","0","0","1844","56.24","43.76","67.94","Computarizado","https://web.archive.org/web/20071116053949id_/http://www.esdata.info:80/centro/5000"
"020301021","020301021","5001","5001","JARDIN DE INFANCIA PINOCHIN","2031","1342","847","495","0","0","1342","63.11","36.89","66.08","Computarizado","https://web.archive.org/web/20071116053954id_/http://www.esdata.info:80/centro/5001"
"020301022","020301022","5002","5002","ESCL COMUN BRR INDUSTRIAL","764","563","398","165","0","0","563","70.69","29.31","73.69","Computarizado","https://web.archive.org/web/20071116053959id_/http://www.esdata.info:80/centro/5002"
"020301023","020301023","5010","5010","GRUPO ESC CONSUELO NAVAS TOVAR","2146","1411","822","589","0","0","1411","58.26","41.74","65.75","Computarizado","https://web.archive.org/web/20071116054004id_/http://www.esdata.info:80/centro/5010"
"020301024","020301024","5021","5021","ESCUELA FE Y ALEGRIA","3067","2117","1427","690","0","0","2117","67.41","32.59","69.03","Computarizado","https://web.archive.org/web/20071116054009id_/http://www.esdata.info:80/centro/5021"
"020301025","020301025","7270","7270","ESCUELA NACIONAL MIGUEL ANGEL PEREZ","2549","1679","1114","565","0","8","1687","66.35","33.65","66.18","Manual","https://web.archive.org/web/20071116054039id_/http://www.esdata.info:80/centro/7270"
"020301026","020301026","7271","7271","LICEO RAFAEL A PADILLA","5835","4236","2153","2083","0","0","4236","50.83","49.17","72.6","Computarizado","https://web.archive.org/web/20071116054044id_/http://www.esdata.info:80/centro/7271"
"020301027","020301027","7272","7272","G ESCOLAR TRONCONAL IV","5035","3395","2065","1330","0","0","3395","60.82","39.18","67.43","Computarizado","https://web.archive.org/web/20071116054049id_/http://www.esdata.info:80/centro/7272"
"020301028","020301028","7273","7273","INSTITUTO ESPECIAL TRONCONAL IV","4852","3257","1807","1450","0","0","3257","55.48","44.52","67.13","Computarizado","https://web.archive.org/web/20071116054054id_/http://www.esdata.info:80/centro/7273"
"020301029","020301029","7274","7274","GRUPO ESCOLAR TRONCONAL II","3383","2424","1372","1052","0","0","2424","56.6","43.4","71.65","Computarizado","https://web.archive.org/web/20071114052806id_/http://www.esdata.info:80/centro/7274"
"020301031","020301031","7276","7276","UNID EDUC JESUS MARIA BLANCO","2677","1779","1110","669","0","0","1779","62.39","37.61","66.45","Computarizado","https://web.archive.org/web/20071116054105id_/http://www.esdata.info:80/centro/7276"
"020301032","020301032","7277","7277","ESC BAS ROMULO GALLEGO","2593","1875","1159","716","0","0","1875","61.81","38.19","72.31","Computarizado","https://web.archive.org/web/20071116054110id_/http://www.esdata.info:80/centro/7277"
"020301033","020301033","7278","7278","PRE-ESCOLAR UNIDAD N_ 7","1251","874","480","394","0","0","874","54.92","45.08","69.86","Computarizado","https://web.archive.org/web/20071116054115id_/http://www.esdata.info:80/centro/7278"
"020301034","020301034","7279","7279","GPO ESC TRONCONAL III-B","2171","1471","981","490","0","0","1471","66.69","33.31","67.76","Computarizado","https://web.archive.org/web/20071116054120id_/http://www.esdata.info:80/centro/7279"
"020301035","020301035","7281","7281","PRE-ESCOLAR JOSE A ANZOATEGUI","1909","1391","757","634","0","0","1391","54.42","45.58","72.87","Computarizado","https://web.archive.org/web/20071116054125id_/http://www.esdata.info:80/centro/7281"
"020301036","020301036","7282","7282","ESC COMUN EL ESFUERZO","1116","702","458","244","0","0","702","65.24","34.76","62.9","Computarizado","https://web.archive.org/web/20071116054130id_/http://www.esdata.info:80/centro/7282"
"020301037","020301037","7283","7283","J I TRONCONAL V","1390","1032","649","383","0","0","1032","62.89","37.11","74.24","Computarizado","https://web.archive.org/web/20071116054135id_/http://www.esdata.info:80/centro/7283"
"020302001","020302001","4960","4960","GRUPO ESCOLAR DOMINGO MAZA VELASQUEZ","4174","2703","1539","1164","0","0","2703","56.94","43.06","64.76","Computarizado","https://web.archive.org/web/20071204043657id_/http://esdata.info:80/centro/4960"
"020302002","020302002","4961","4961","U E ANTONIO G BLANCO","1388","879","580","299","0","0","879","65.98","34.02","63.33","Computarizado","https://web.archive.org/web/20080118153328id_/http://www.esdata.info:80/centro/4961"
"020302003","020302003","4962","4962","ESC BAS HECTOR GARCIA SALAS","1396","1001","681","320","0","0","1001","68.03","31.97","71.7","Computarizado","https://web.archive.org/web/20080101173157id_/http://www.esdata.info:80/centro/4962"
"020302004","020302004","4963","4963","ESCUELA LA PONDEROSA","3727","2425","1744","681","0","0","2425","71.92","28.08","65.07","Computarizado","https://web.archive.org/web/20071130083023id_/http://www.esdata.info:80/centro/4963"
"020302005","020302005","4964","4964","ESC BICENTENARIO BOLIVAR","4625","2875","2046","829","0","0","2875","71.17","28.83","62.16","Computarizado","https://web.archive.org/web/20071128091305id_/http://www.esdata.info:80/centro/4964"
"020302006","020302006","4965","4965","ESCUELA BASICA LOS POTOCOS","416","337","215","122","0","0","337","63.8","36.2","81.01","Computarizado","https://web.archive.org/web/20080209015432id_/http://esdata.info:80/centro/4965"
"020302011","020302011","4973","4973","INTERNADO JUDICIAL","718","418","330","88","0","0","418","78.95","21.05","58.22","Computarizado","https://web.archive.org/web/20080101035134id_/http://www.esdata.info:80/centro/4973"
"020302013","020302013","5060","5060","GRUPO ESCOLAR REPUBLICA DE CHILE","6178","3605","1731","1874","0","0","3605","48.02","51.98","58.35","Computarizado","https://web.archive.org/web/20071118122815id_/http://esdata.info:80/centro/5060"
"020302016","020302016","5063","5063","G E CAMINO NUEVO","2241","1347","714","633","0","0","1347","53.01","46.99","60.11","Computarizado","https://web.archive.org/web/20071121024734id_/http://www.esdata.info:80/centro/5063"
"020302019","020302019","5080","5080","GRUPO ESCOLAR CAJIGAL","4381","2740","1432","1308","0","0","2740","52.26","47.74","62.54","Computarizado","https://web.archive.org/web/20071121053104id_/http://www.esdata.info:80/centro/5080"
"020302022","020302022","5090","5090","ESC DR JOSE ANTONIO A CALATRAVA","4971","3497","1409","2088","0","0","3497","40.29","59.71","70.35","Computarizado","https://web.archive.org/web/20071205223132id_/http://www.esdata.info:80/centro/5090"
"020302024","020302024","5092","5092","C.B.CNEL J BAUTISTA BIDEAUX","5222","3407","1734","1673","0","0","3407","50.9","49.1","65.24","Computarizado","https://web.archive.org/web/20071205230037id_/http://www.esdata.info:80/centro/5092"
"020302025","020302025","5093","5093","U E FRANCISCO DE MIRANDA","759","537","201","336","0","0","537","37.43","62.57","70.75","Computarizado","https://web.archive.org/web/20080112025345id_/http://esdata.info:80/centro/5093"
"020302026","020302026","5094","5094","ESC.GRD.BAS.DR.JOSE GIL FORTOUL","6013","4239","2533","1706","0","0","4239","59.75","40.25","70.5","Computarizado","https://web.archive.org/web/20080111231745id_/http://www.esdata.info:80/centro/5094"
"020302028","020302028","5096","5096","C.B. MERCEDEZ PEREZ FREITES","7020","5470","1266","4204","0","0","5470","23.14","76.86","77.92","Computarizado","https://web.archive.org/web/20071123144144id_/http://www.esdata.info:80/centro/5096"
"020302032","020302032","5100","5100","ESC BASC NAC DR JULIO CAMEJO","5009","3292","1786","1506","0","0","3292","54.25","45.75","65.72","Computarizado","https://web.archive.org/web/20071121013814id_/http://www.esdata.info:80/centro/5100"
"020302036","020302036","5110","5110","GRUPO ESCOLAR 29 DE MARZO","5854","3926","1899","2027","0","0","3926","48.37","51.63","67.07","Computarizado","https://web.archive.org/web/20080110045242id_/http://www.esdata.info:80/centro/5110"
"020302038","020302038","5130","5130","ESC BAS FELIPE G ROJAS","3227","2203","977","1226","0","0","2203","44.35","55.65","68.27","Computarizado","https://web.archive.org/web/20071125134953id_/http://www.esdata.info:80/centro/5130"
"020302039","020302039","5140","5140","ESC NAC CONCT NO 20-S/N-49","611","335","179","156","0","19","354","53.43","46.57","57.94","Manual","https://web.archive.org/web/20080208224425id_/http://esdata.info:80/centro/5140"
"020302041","020302041","5170","5170","ESCUELA MESONES","4628","2918","2000","918","0","0","2918","68.54","31.46","63.05","Computarizado","https://web.archive.org/web/20080101173232id_/http://www.esdata.info:80/centro/5170"
"020303001","020303001","5220","5220","GRUPO ESCOLAR NICOLAS LAREZ","2096","1222","684","538","0","0","1222","55.97","44.03","58.3","Computarizado","https://web.archive.org/web/20080122034659id_/http://www.esdata.info:80/centro/5220"
"020303003","020303003","5250","5250","ESCUELA UNITARIA NO 284","105","60","31","29","0","0","60","51.67","48.33","57.14","Manual","https://web.archive.org/web/20080315172032id_/http://esdata.info:80/centro/5250"
"020304001","020304001","5270","5270","ESC BASC ANTONIO MATA MEDINA","1717","1236","708","528","0","22","1258","57.28","42.72","73.27","Manual","https://web.archive.org/web/20080126121736id_/http://www.esdata.info:80/centro/5270"
"020305001","020305001","5300","5300","ESC BASC PEDRO GARRON NU#EZ","1238","841","488","353","0","0","841","58.03","41.97","67.93","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20080208093214id_/http://esdata.info:80/centro/5300"
"020305002","020305002","5310","5310","ESC CONCT NO 2070-38","482","283","160","123","0","1","284","56.54","43.46","58.92","Manual","https://web.archive.org/web/20071114071608id_/http://www.esdata.info:80/centro/5310"
"020305003","020305003","5330","5330","ESCUELA UNITARIA NO. 1240","135","101","52","49","0","0","101","51.49","48.51","74.81","Manual","https://web.archive.org/web/20080208224430id_/http://esdata.info:80/centro/5330"
"020306001","020306001","5160","5160","ESC CONC NO 42 S/N","607","428","223","205","0","19","447","52.1","47.9","73.64","Manual","https://web.archive.org/web/20080101173227id_/http://www.esdata.info:80/centro/5160"
"020306002","020306002","5180","5180","ESCUELA CONCENTRADA NOS 25-45-163","760","541","375","166","0","0","541","69.32","30.68","71.18","Computarizado","https://web.archive.org/web/20080209180908id_/http://www.esdata.info:80/centro/5180"
"020306003","020306003","5190","5190","ESC EST CONCT NO 233-234-256","697","460","214","246","0","19","479","46.52","53.48","68.72","Manual","https://web.archive.org/web/20080210010017id_/http://www.esdata.info:80/centro/5190"
"020401001","020401001","5430","5430","GRUPO ESCOLAR MONS ARTURO CELESTINO ALVAREZ","2172","1483","663","820","0","0","1483","44.71","55.29","68.28","Computarizado","https://web.archive.org/web/20071114013309id_/http://www.esdata.info:80/centro/5430"
"020401002","020401002","5431","5431","U E NAC DR JOSE R DOMINGUEZ","2992","2169","1221","948","0","0","2169","56.29","43.71","72.49","Computarizado","https://web.archive.org/web/20080101173317id_/http://www.esdata.info:80/centro/5431"
"020401003","020401003","5432","5432","LICEO RAFAEL PE#ALVER","784","596","345","251","0","3","599","57.89","42.11","76.4","Manual","https://web.archive.org/web/20080112183808id_/http://www.esdata.info:80/centro/5432"
"020401004","020401004","5433","5433","JARDIN DE INFANCIA MONSE OR A CELESTINO A","859","662","277","385","0","0","662","41.84","58.16","77.07","Computarizado","https://web.archive.org/web/20080114084812id_/http://www.esdata.info:80/centro/5433"
"020401006","020401006","5441","5441","ESC EST PEDRO ANTONIO MEDINA","921","716","421","295","0","0","716","58.8","41.2","77.74","Computarizado","https://web.archive.org/web/20080208164217id_/http://esdata.info:80/centro/5441"
"020402002","020402002","5480","5480","GRUPO ESCOLAR DIEGO BAUTISTA URBANEJA","3295","2204","1388","816","0","0","2204","62.98","37.02","66.89","Computarizado","https://web.archive.org/web/20071229113639id_/http://esdata.info:80/centro/5480"
"020402003","020402003","5490","5490","ESC MIXTA CONCT NO 47-1355-2000","617","408","240","168","0","0","408","58.82","41.18","66.13","Computarizado","https://web.archive.org/web/20071204034741id_/http://esdata.info:80/centro/5490"
"020403002","020403002","5501","5501","GRUPO ESCOLAR LIC URBANEJA","2367","1602","888","714","0","0","1602","55.43","44.57","67.68","Computarizado","https://web.archive.org/web/20071205103857id_/http://www.esdata.info:80/centro/5501"
"020501001","020501001","5520","5520","GRUPO ESCOLAR JOSE DESIDERIO TRIAS","3562","2177","1331","846","0","0","2177","61.14","38.86","61.12","Computarizado","https://web.archive.org/web/20071130083034id_/http://www.esdata.info:80/centro/5520"
"020501005","020501005","5560","5560","ESC CONC NOS 1255-2036-159-2099 S-N","596","329","255","74","0","15","344","77.51","22.49","57.72","Manual","https://web.archive.org/web/20080126121757id_/http://www.esdata.info:80/centro/5560"
"020502001","020502001","5610","5610","GRUPO ESCOLAR SAN PABLO","1439","987","646","341","0","25","1012","65.45","34.55","70.33","Manual","https://web.archive.org/web/20080101173332id_/http://www.esdata.info:80/centro/5610"
"020601001","020601001","5620","5620","ESC BAS NAC GUEVARA Y LIRA","2570","1710","802","908","0","0","1710","46.9","53.1","66.54","Computarizado","https://web.archive.org/web/20080101173343id_/http://www.esdata.info:80/centro/5620"
"020601002","020601002","5621","5621","COLEGIO SANTA JOAQUINA DE VEDRUNA","2844","1928","867","1061","0","0","1928","44.97","55.03","67.79","Computarizado","https://web.archive.org/web/20080126100614id_/http://www.esdata.info:80/centro/5621"
"020601003","020601003","5630","5630","ESC BAS J M PORRAS ALFARO","2149","1520","784","736","0","0","1520","51.58","48.42","70.73","Computarizado","https://web.archive.org/web/20080101173348id_/http://www.esdata.info:80/centro/5630"
"020601004","020601004","5631","5631","E.B ALMIRANTE LUIS BRION","1005","780","427","353","0","0","780","54.74","45.26","77.61","Computarizado","https://web.archive.org/web/20080121154318id_/http://www.esdata.info:80/centro/5631"
"020601005","020601005","5632","5632","J.I. AGUSTIN AVELEDO","1615","1198","591","607","0","0","1198","49.33","50.67","74.18","Computarizado","https://web.archive.org/web/20071229023430id_/http://esdata.info:80/centro/5632"
"020601006","020601006","5640","5640","UNID EDUCATIVA PEDRO M FREITES","3192","2179","1087","1092","0","0","2179","49.89","50.11","68.26","Computarizado","https://web.archive.org/web/20080110135815id_/http://www.esdata.info:80/centro/5640"
"020601007","020601007","5650","5650","UNIDAD EDUCATIVA FELIPE GUEVARA R","2641","1722","746","976","0","0","1722","43.32","56.68","65.2","Computarizado","https://web.archive.org/web/20080118153343id_/http://www.esdata.info:80/centro/5650"
"020601008","020601008","5660","5660","ESC CAPACT FEM GREGORIA DIAZ","831","593","230","363","0","0","593","38.79","61.21","71.36","Computarizado","https://web.archive.org/web/20080126121817id_/http://www.esdata.info:80/centro/5660"
"020601010","020601010","5691","5691","CICLO BASICO JOSE RAMON CAMEJO","4414","2975","1360","1615","0","0","2975","45.71","54.29","67.4","Computarizado","https://web.archive.org/web/20071118034229id_/http://www.esdata.info:80/centro/5691"
"020601013","020601013","5730","5730","ESCUELA NACIONAL CONCENTRADA NOS 1759-1763","192","109","87","22","0","0","109","79.82","20.18","56.77","Manual","https://web.archive.org/web/20071114011450id_/http://www.esdata.info:80/centro/5730"
"020601014","020601014","5740","5740","ESC NAC CONCENTRADA 2060-213-1752","393","242","196","46","0","20","262","80.99","19.01","66.67","Manual","https://web.archive.org/web/20071114071649id_/http://www.esdata.info:80/centro/5740"
"020601018","020601018","5781","5781","ESC BAS FE Y ALEGRIA","1000","713","434","279","0","4","717","60.87","39.13","71.7","Manual","https://web.archive.org/web/20080224102333id_/http://esdata.info:80/centro/5781"
"020601020","020601020","5800","5800","COLEGIO SAN TOME","2614","1899","894","1005","0","0","1899","47.08","52.92","72.65","Computarizado","https://web.archive.org/web/20071121051139id_/http://www.esdata.info:80/centro/5800"
"020602001","020602001","5860","5860","GRUPO ESCOLAR RAFAEL CABALLERO SARMIENTO","1037","733","567","166","0","4","737","77.35","22.65","71.07","Manual","https://web.archive.org/web/20080224150730id_/http://www.esdata.info:80/centro/5860"
"020603001","020603001","5890","5890","ESC EST TERESA DE LA PARRA","1819","1345","633","712","0","0","1345","47.06","52.94","73.94","Computarizado","https://web.archive.org/web/20071127084224id_/http://www.esdata.info:80/centro/5890"
"020603002","020603002","5900","5900","U EDUC PARAMAN","648","520","411","109","0","3","523","79.04","20.96","80.71","Manual","https://web.archive.org/web/20080224130922id_/http://www.esdata.info:80/centro/5900"
"020604002","020604002","5931","5931","LICEO FRANCISCO CARVAJAL","1013","731","411","320","0","0","731","56.22","43.78","72.16","Computarizado","https://web.archive.org/web/20071204034809id_/http://esdata.info:80/centro/5931"
"020604003","020604003","5940","5940","ESC BASC EL SAMAN","806","631","405","226","0","11","642","64.18","35.82","79.65","Manual","https://web.archive.org/web/20071204035254id_/http://esdata.info:80/centro/5940"
"020604004","020604004","5950","5950","ESCUELA NACIONAL UNITARIA NO 1860","143","90","67","23","0","2","92","74.44","25.56","64.34","Manual","https://web.archive.org/web/20080224130937id_/http://www.esdata.info:80/centro/5950"
"020701001","020701001","5981","5981","ESCUELA ESPECIAL ASOPANE","1771","1233","815","418","0","0","1233","66.1","33.9","69.62","Computarizado","https://web.archive.org/web/20080108120621id_/http://esdata.info:80/centro/5981"
"020701002","020701002","5990","5990","GRUPO ESCOLAR FRAY NICOLAS DE ODENA","3477","2117","1367","750","0","0","2117","64.57","35.43","60.89","Computarizado","https://web.archive.org/web/20080108005644id_/http://esdata.info:80/centro/5990"
"020701003","020701003","5991","5991","GRUPO ESCOLAR TOMAS MONTILLA","2015","1325","932","393","0","0","1325","70.34","29.66","65.76","Computarizado","https://web.archive.org/web/20080224150800id_/http://esdata.info:80/centro/5991"
"020701004","020701004","5992","5992","GRUPO ESCOLAR DR J M RODRIGUEZ ARMAS","2130","1405","844","561","0","0","1405","60.07","39.93","65.96","Computarizado","https://web.archive.org/web/20071127083610id_/http://www.esdata.info:80/centro/5992"
"020701005","020701005","5993","5993","GRUPO ESCOLAR JOSE ANTONIO ANZOATEGUI","2884","1948","1446","502","0","0","1948","74.23","25.77","67.55","Computarizado","https://web.archive.org/web/20080114115801id_/http://www.esdata.info:80/centro/5993"
"020701006","020701006","5994","5994","U ED TEMISTOCLES MAZA","970","679","483","196","0","0","679","71.13","28.87","70","Computarizado","https://web.archive.org/web/20071203033902id_/http://www.esdata.info:80/centro/5994"
"020701007","020701007","6000","6000","ESCUELA UNITARIA NACIONAL NO 416","567","316","208","108","0","16","332","65.82","34.18","58.55","Manual","https://web.archive.org/web/20071127083616id_/http://www.esdata.info:80/centro/6000"
"020701008","020701008","6010","6010","ESCUELA ESTADAL NO 67","279","173","145","28","0","19","192","83.82","16.18","68.82","Manual","https://web.archive.org/web/20080111000510id_/http://www.esdata.info:80/centro/6010"
"020701011","020701011","6040","6040","ESCUELA UNITARIA NO 209","230","72","51","21","0","30","102","70.83","29.17","44.35","Manual","https://web.archive.org/web/20071114011500id_/http://www.esdata.info:80/centro/6040"
"020702001","020702001","5960","5960","ESCUELA UNITARIA ESTADAL NO 175","966","585","490","95","0","17","602","83.76","16.24","62.32","Manual","https://web.archive.org/web/20080226012910id_/http://www.esdata.info:80/centro/5960"
"020702002","020702002","5970","5970","ESC ESTADAL NO 68","424","241","194","47","0","22","263","80.5","19.5","62.03","Manual","https://web.archive.org/web/20080224130942id_/http://www.esdata.info:80/centro/5970"
"020702004","020702004","5980","5980","ESC CONCT NO 399-2215-185-261","908","642","581","61","0","3","645","90.5","9.5","71.04","Manual","https://web.archive.org/web/20080119164045id_/http://www.esdata.info:80/centro/5980"
"020801001","020801001","6070","6070","ESC BAS BALTAZAR VALLENILLA","3624","2264","931","1333","0","0","2264","41.12","58.88","62.47","Computarizado","https://web.archive.org/web/20080118013938id_/http://www.esdata.info:80/centro/6070"
"020801002","020801002","6071","6071","C D FELIX A NU#EZ","3151","1941","963","978","0","0","1941","49.61","50.39","61.6","Computarizado","https://web.archive.org/web/20080120174106id_/http://www.esdata.info:80/centro/6071"
"020801004","020801004","6080","6080","ESCUELA CONCENTRADA MIXTA NOS 69-212-1203","896","521","225","296","0","23","544","43.19","56.81","60.71","Manual","https://web.archive.org/web/20080224153630id_/http://www.esdata.info:80/centro/6080"
"020802001","020802001","6060","6060","ESC EST JOSE G MONAGAS","1683","1041","496","545","0","0","1041","47.65","52.35","61.85","Computarizado","https://web.archive.org/web/20080208120231id_/http://esdata.info:80/centro/6060"
"020803001","020803001","6100","6100","ESC BAS MANUEL BUCK","2305","1516","825","691","0","0","1516","54.42","45.58","65.77","Computarizado","https://web.archive.org/web/20080209163839id_/http://www.esdata.info:80/centro/6100"
"020803002","020803002","6110","6110","ESCUELA MIXTA ESTADAL NO. 72","461","280","111","169","0","17","297","39.64","60.36","64.43","Manual","https://web.archive.org/web/20071114073721id_/http://www.esdata.info:80/centro/6110"
"020901001","020901001","6180","6180","GRUPO ESCOLAR BOLET PERAZA","5448","3650","2212","1438","0","0","3650","60.6","39.4","67","Computarizado","https://web.archive.org/web/20071118140953id_/http://www.esdata.info:80/centro/6180"
"020901002","020901002","6181","6181","INST. EDUCACIONAL PARIAGUAN","1916","1403","832","571","0","0","1403","59.3","40.7","73.23","Computarizado","https://web.archive.org/web/20071121053408id_/http://www.esdata.info:80/centro/6181"
"020901004","020901004","6190","6190","ESCUELA RAMON POMPILIO GUEDEZ","4219","2719","1324","1395","0","0","2719","48.69","51.31","64.45","Computarizado","https://web.archive.org/web/20071121053424id_/http://www.esdata.info:80/centro/6190"
"020901006","020901006","6192","6192","LICEO PINTO SALINAS","2703","1919","1048","871","0","0","1919","54.61","45.39","71","Computarizado","https://web.archive.org/web/20080118153545id_/http://www.esdata.info:80/centro/6192"
"020901007","020901007","6193","6193","GRUPO ESCOLAR FREITES","3469","2383","1522","861","0","0","2383","63.87","36.13","68.69","Computarizado","https://web.archive.org/web/20080124195731id_/http://www.esdata.info:80/centro/6193"
"020902001","020902001","6120","6120","ESCUELA CONC ATAPIRIRE","1596","1051","348","703","0","31","1082","33.11","66.89","67.79","Manual","https://web.archive.org/web/20080224102409id_/http://www.esdata.info:80/centro/6120"
"020903001","020903001","6150","6150","ESCUELA CONCENTRADA NOS 39-1366 S-N","1452","919","368","551","0","9","928","40.04","59.96","63.91","Manual","https://web.archive.org/web/20080215012101id_/http://www.esdata.info:80/centro/6150"
"020903002","020903002","6160","6160","ESCUELA ESTATAL LA PI","318","161","77","84","0","3","164","47.83","52.17","51.57","Manual","https://web.archive.org/web/20071114011520id_/http://www.esdata.info:80/centro/6160"
"020904001","020904001","6170","6170","GRUPO ESCOLAR CREACION EL PAO","2111","1358","713","645","0","0","1358","52.5","47.5","64.33","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20080209015524id_/http://www.esdata.info:80/centro/6170"
"021001001","021001001","6210","6210","GRUPO ESCOLAR DR RAFAEL VELASQUEZ MARQUEZ","1460","1037","546","491","0","7","1044","52.65","47.35","71.51","Manual","https://web.archive.org/web/20080224150825id_/http://www.esdata.info:80/centro/6210"
"021001002","021001002","6211","6211","CICLO BASICO RICARDO ALFONZO ROJAS","935","620","375","245","0","8","628","60.48","39.52","67.17","Manual","https://web.archive.org/web/20080126122000id_/http://www.esdata.info:80/centro/6211"
"021002001","021002001","6230","6230","ESCUELA ESTADAL CONCENTRADA NOS 81-82-189","720","450","289","161","0","0","450","64.22","35.78","62.5","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20080224150830id_/http://www.esdata.info:80/centro/6230"
"021003002","021003002","6260","6260","ESCUELA ESTADAL UNITARIA NO 246","529","251","201","50","0","30","281","80.08","19.92","53.12","Manual","https://web.archive.org/web/20080224150850id_/http://www.esdata.info:80/centro/6260"
"021004001","021004001","6290","6290","ESCUELA CONCENTRADA NOS 88-215-4 Y S-N","1425","893","635","258","0","9","902","71.11","28.89","63.3","Manual","https://web.archive.org/web/20071204035321id_/http://esdata.info:80/centro/6290"
"021006001","021006001","6320","6320","GRUPO ESCOLAR DR. PIO CEBALLOS","1634","1066","765","301","0","25","1091","71.76","28.24","66.77","Manual","https://web.archive.org/web/20071118122959id_/http://www.esdata.info:80/centro/6320"
"021006002","021006002","6340","6340","ESC UNT LA MUCHACHA","143","60","37","23","0","4","64","61.67","38.33","44.76","Manual","https://web.archive.org/web/20071114012603id_/http://www.esdata.info:80/centro/6340"
"021101001","021101001","6380","6380","UNID EDUC CAYAURIMA","7887","5397","2606","2791","0","0","5397","48.29","51.71","68.43","Computarizado","https://web.archive.org/web/20071123084825id_/http://www.esdata.info:80/centro/6380"
"021101004","021101004","6471","6471","ESC BASICA EZEQUIEL ZAMORA","2308","1688","1020","668","0","0","1688","60.43","39.57","73.14","Computarizado","https://web.archive.org/web/20071204034824id_/http://esdata.info:80/centro/6471"
"021102001","021102001","6450","6450","ESC BAS DIEGO ARREAZA MONAGAS","2168","1649","881","768","0","0","1649","53.43","46.57","76.06","Computarizado","https://web.archive.org/web/20071121051230id_/http://www.esdata.info:80/centro/6450"
"021103001","021103001","6460","6460","U ED PIO CEBALLOS","1377","1037","497","540","0","0","1037","47.93","52.07","75.31","Computarizado","https://web.archive.org/web/20080124112540id_/http://www.esdata.info:80/centro/6460"
"021103002","021103002","6470","6470","ESCUELA CONCENTRADA 592","179","113","81","32","0","0","113","71.68","28.32","63.13","Manual","https://web.archive.org/web/20071204043413id_/http://esdata.info:80/centro/6470"
"021201001","021201001","6480","6480","GRUPO ESC DR RAFAEL A FERNANDEZ PADILLA","3809","2632","1577","1055","0","0","2632","59.92","40.08","69.1","Computarizado","https://web.archive.org/web/20071126222558id_/http://www.esdata.info:80/centro/6480"
"021201004","021201004","6490","6490","ESCUELA NACIONAL JOSE ANTONIO ANZOATEGUI","4076","2535","1509","1026","0","0","2535","59.53","40.47","62.19","Computarizado","https://web.archive.org/web/20071121015919id_/http://www.esdata.info:80/centro/6490"
"021201006","021201006","6500","6500","GRUPO ESCOLAR PEDRO HERNANDEZ PARES","3261","2049","1236","813","0","0","2049","60.32","39.68","62.83","Computarizado","https://web.archive.org/web/20071123084836id_/http://www.esdata.info:80/centro/6500"
"021201007","021201007","6510","6510","ACADEMIA VIRGEN DEL VALLE","1371","900","436","464","0","0","900","48.44","51.56","65.65","Computarizado","https://web.archive.org/web/20080311152455id_/http://esdata.info:80/centro/6510"
"021201008","021201008","6511","6511","JARDIN DE INF. ROSALIA DE HERRERA","627","478","326","152","0","0","478","68.2","31.8","76.24","Computarizado","https://web.archive.org/web/20080119164152id_/http://www.esdata.info:80/centro/6511"
"021201009","021201009","6520","6520","ESCUELA NACIONAL FELIPE WALKER","4020","2152","1372","780","0","0","2152","63.75","36.25","53.53","Computarizado","https://web.archive.org/web/20071121042538id_/http://www.esdata.info:80/centro/6520"
"021201011","021201011","6530","6530","ESCUELA NACIONAL LA FLORIDA","4134","2506","1856","650","0","0","2506","74.06","25.94","60.62","Computarizado","https://web.archive.org/web/20071127080423id_/http://www.esdata.info:80/centro/6530"
