"codigo_centro","codigo_cne_nuevo","codigo_viejo","codigo_cne_viejo","nombre_centro","rep_2004","votos_validos","votos_gobierno","votos_oposicion","votos_otros","votos_nulos","total_votos","pct_gobierno","pct_oposicion","participacion","tipo_centro","fuente_url"
"100301016","100301016","26130","26130","GRUPO ESCOLAR RAMON FRANCISCO FEO","3053","2105","1281","824","0","0","2105","60.86","39.14","68.95","Computarizado","https://web.archive.org/web/20071121052427id_/http://www.esdata.info:80/centro/26130"
"100301017","100301017","26140","26140","GRUPO ESCOLAR OTONIEL GUGLIETA","2842","1849","1496","353","0","0","1849","80.91","19.09","65.06","Computarizado","https://web.archive.org/web/20080205014812id_/http://www.esdata.info:80/centro/26140"
"100301018","100301018","26141","26141","ESC EST. SOCORRO DE PORTUGUESA","109","82","79","3","0","1","83","96.34","3.66","76.15","Manual","https://web.archive.org/web/20071114003427id_/http://www.esdata.info:80/centro/26141"
"100301019","100301019","26150","26150","ESC NAC CONC NO CC-80","457","293","236","57","0","4","297","80.55","19.45","64.99","Manual","https://web.archive.org/web/20071114070717id_/http://www.esdata.info:80/centro/26150"
"100301021","100301021","26169","26169","LICEO FRANCISCO DE MIRANDA","2745","2193","1705","488","0","0","2193","77.75","22.25","79.89","Computarizado","https://web.archive.org/web/20071114070722id_/http://www.esdata.info:80/centro/26169"
"100301023","100301023","26171","26171","ESCUELA JUAN E. LEDEZMA A","871","696","619","77","0","0","696","88.94","11.06","79.91","Computarizado","https://web.archive.org/web/20080205052604id_/http://www.esdata.info:80/centro/26171"
"100301025","100301025","26190","26190","ESCUELA BOQUERONES","87","33","29","4","0","58","91","87.88","12.12","104.6","Manual","https://web.archive.org/web/20071114013020id_/http://www.esdata.info:80/centro/26190"
"100301027","100301027","26201","26201","ESCUELA ESTADAL CC-14","586","403","377","26","0","0","403","93.55","6.45","68.77","Computarizado","https://web.archive.org/web/20080224130034id_/http://esdata.info:80/centro/26201"
"100301029","100301029","26203","26203","GPO ESC CA","4171","2871","2377","494","0","0","2871","82.79","17.21","68.83","Computarizado","https://web.archive.org/web/20071127081900id_/http://www.esdata.info:80/centro/26203"
"100301030","100301030","26204","26204","J INF MARIA TERESA DEL TORO","1348","982","795","187","0","0","982","80.96","19.04","72.85","Computarizado","https://web.archive.org/web/20080205052610id_/http://www.esdata.info:80/centro/26204"
"100303001","100303001","26280","26280","GRUPO ESCOLAR FELIPE DAGER","1623","1124","869","255","0","0","1124","77.31","22.69","69.25","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20080226231152id_/http://www.esdata.info:80/centro/26280"
"100304001","100304001","26290","26290","GPO ESC FRANCISCO CONDE","2092","1415","1105","310","0","0","1415","78.09","21.91","67.64","Computarizado","https://web.archive.org/web/20080221051649id_/http://esdata.info:80/centro/26290"
"100304002","100304002","26291","26291","ESCUELA ESTADAL CC-17","553","353","273","80","0","0","353","77.34","22.66","63.83","Manual","https://web.archive.org/web/20080227193932id_/http://www.esdata.info:80/centro/26291"
"100401001","100401001","26330","26330","E B ROMULO GALLEGOS","1314","882","713","169","0","0","882","80.84","19.16","67.12","Computarizado","https://web.archive.org/web/20071121033045id_/http://www.esdata.info:80/centro/26330"
"100401002","100401002","26340","26340","ESC BASICA LOS GUAIQUERIES","2487","1862","1557","305","0","0","1862","83.62","16.38","74.87","Computarizado","https://web.archive.org/web/20080213151837id_/http://www.esdata.info:80/centro/26340"
"100401003","100401003","26360","26360","GRUPO ESCOLAR ABELARDO MENDEZ","3471","2638","1700","938","0","0","2638","64.44","35.56","76","Computarizado","https://web.archive.org/web/20071125210131id_/http://www.esdata.info:80/centro/26360"
"100401004","100401004","26370","26370","ESCUELA BASICA ORITUCO","1931","1481","1049","432","0","0","1481","70.83","29.17","76.7","Computarizado","https://web.archive.org/web/20071129005257id_/http://esdata.info:80/centro/26370"
"100401007","100401007","26400","26400","ESC BAS JOSE RAMON CAMEJO","4070","2909","1853","1056","0","0","2909","63.7","36.3","71.47","Computarizado","https://web.archive.org/web/20080124160812id_/http://esdata.info:80/centro/26400"
"100401008","100401008","26401","26401","UND EDUC DR RAMON BUENAHORA","1039","780","522","258","0","0","780","66.92","33.08","75.07","Computarizado","https://web.archive.org/web/20071121050451id_/http://www.esdata.info:80/centro/26401"
"100401009","100401009","26410","26410","CICLO BASICO DR PEDRO M AREVALO","2575","1851","1256","595","0","0","1851","67.86","32.14","71.88","Computarizado","https://web.archive.org/web/20071125210136id_/http://www.esdata.info:80/centro/26410"
"100401010","100401010","26420","26420","UND EDUC PADRE JUAN BARNUEVO","1674","1279","683","596","0","0","1279","53.4","46.6","76.4","Computarizado","https://web.archive.org/web/20080203044315id_/http://www.esdata.info:80/centro/26420"
"100401011","100401011","26430","26430","ESCUELA DE ARTES Y OFICIOS HIGINIO MORALES","808","672","440","232","0","0","672","65.48","34.52","83.17","Computarizado","https://web.archive.org/web/20071118140535id_/http://www.esdata.info:80/centro/26430"
"100401012","100401012","26440","26440","ESCUELA BASICA GC 1","713","500","414","86","0","0","500","82.8","17.2","70.13","Computarizado","https://web.archive.org/web/20071114073032id_/http://www.esdata.info:80/centro/26440"
"100401013","100401013","26450","26450","ESC BAS RUBEN HURTADO RODRIGUEZ","1577","1156","895","261","0","0","1156","77.42","22.58","73.3","Computarizado","https://web.archive.org/web/20080124195007id_/http://www.esdata.info:80/centro/26450"
"100401016","100401016","26490","26490","ESCUELA ESTADAL NO G-3","239","170","128","42","0","10","180","75.29","24.71","75.31","Manual","https://web.archive.org/web/20071114070748id_/http://www.esdata.info:80/centro/26490"
"100401017","100401017","26500","26500","ESCUELA BASICA ALTAGRACIA","858","718","572","146","0","0","718","79.67","20.33","83.68","Computarizado","https://web.archive.org/web/20071127084106id_/http://www.esdata.info:80/centro/26500"
"100402001","100402001","26510","26510","UNIDAD EDUCATIVA JESUS BANDRES","2084","1466","1082","384","0","0","1466","73.81","26.19","70.35","Computarizado","https://web.archive.org/web/20071121052432id_/http://www.esdata.info:80/centro/26510"
"100403001","100403001","26540","26540","ESCUELA ESTADAL NO GC-34","445","262","205","57","0","12","274","78.24","21.76","61.57","Manual","https://web.archive.org/web/20071114070758id_/http://www.esdata.info:80/centro/26540"
"100404001","100404001","26560","26560","ESC BASICA MACAIRA","1131","729","547","182","0","9","738","75.03","24.97","65.25","Manual","https://web.archive.org/web/20071114062353id_/http://www.esdata.info:80/centro/26560"
"100404002","100404002","26570","26570","NUCLEO ESCOLAR NO 395","470","332","272","60","0","18","350","81.93","18.07","74.47","Manual","https://web.archive.org/web/20071114073047id_/http://www.esdata.info:80/centro/26570"
"100405001","100405001","26640","26640","GRUPO ESCOLAR LUISA ROJAS DE GONZALEZ","2199","1631","1237","394","0","0","1631","75.84","24.16","74.17","Computarizado","https://web.archive.org/web/20071128123054id_/http://www.esdata.info:80/centro/26640"
"100406002","100406002","26680","26680","ESCUELA RURAL GC-45","344","242","200","42","0","15","257","82.64","17.36","74.71","Manual","https://web.archive.org/web/20080102184754id_/http://esdata.info:80/centro/26680"
"100407001","100407001","26460","26460","ESC DR BENITO G LOPEZ","1929","1378","882","496","0","0","1378","64.01","35.99","71.44","Computarizado","https://web.archive.org/web/20080224145603id_/http://www.esdata.info:80/centro/26460"
"100407002","100407002","26480","26480","ESCUELA ESTADAL CONC NO GC-22","579","379","284","95","0","0","379","74.93","25.07","65.46","Computarizado","https://web.archive.org/web/20071114073037id_/http://www.esdata.info:80/centro/26480"
"100501001","100501001","26720","26720","GRUPO ESCOLAR NARCISO LOPEZ CAMACHO","3265","2375","1592","783","0","0","2375","67.03","32.97","72.74","Computarizado","https://web.archive.org/web/20080126093640id_/http://esdata.info:80/centro/26720"
"100501002","100501002","26730","26730","GRUPO ESCOLAR FELIX ANTONIO SAA","3716","2570","1707","863","0","0","2570","66.42","33.58","69.16","Computarizado","https://web.archive.org/web/20071118140541id_/http://www.esdata.info:80/centro/26730"
"100501004","100501004","26740","26740","LICEO VICTOR MANUEL OVALLES","2644","1805","1129","676","0","0","1805","62.55","37.45","68.27","Computarizado","https://web.archive.org/web/20071118140547id_/http://www.esdata.info:80/centro/26740"
"100501012","100501012","26835","26835","CICLO BASICO CREACION TUCUPIDO","800","618","406","212","0","0","618","65.7","34.3","77.25","Computarizado","https://web.archive.org/web/20080218062015id_/http://www.esdata.info:80/centro/26835"
"100501014","100501014","26845","26845","ESC. BASICA ARTURO A. ALAYON","1255","989","732","257","0","0","989","74.01","25.99","78.8","Computarizado","https://web.archive.org/web/20071118132004id_/http://www.esdata.info:80/centro/26845"
"100501015","100501015","26850","26850","CONCENTRACION ESCOLAR NO DC23","315","220","156","64","0","3","223","70.91","29.09","70.79","Manual","https://web.archive.org/web/20071118132009id_/http://www.esdata.info:80/centro/26850"
"100501020","100501020","26855","26855","UNIDAD EDUC LUIS GUGLIETA RAMOS","1298","1021","761","260","0","0","1021","74.53","25.47","78.66","Computarizado","https://web.archive.org/web/20080218235217id_/http://www.esdata.info:80/centro/26855"
"100501021","100501021","26881","26881","ESCUELA NACIONAL BOLIVARIANA CUJI NEGRO","132","127","125","2","0","2","129","98.43","1.57","97.73","Manual","https://web.archive.org/web/20080224093512id_/http://www.esdata.info:80/centro/26881"
"100502001","100502001","26870","26870","UNIDAD EDUCATIVA JOSE A HURTADO","1680","1153","885","268","0","0","1153","76.76","23.24","68.63","Computarizado","https://web.archive.org/web/20071121052437id_/http://www.esdata.info:80/centro/26870"
"100601001","100601001","27041","27041","RESIDENCIA DE ANCIANOS FRANCISCO LAZO MARTI","1302","1029","818","211","0","0","1029","79.49","20.51","79.03","Computarizado","https://web.archive.org/web/20071205103736id_/http://www.esdata.info:80/centro/27041"
"100601002","100601002","27050","27050","ESCUELA NACIONAL ARANDA","3348","2528","1416","1112","0","0","2528","56.01","43.99","75.51","Computarizado","https://web.archive.org/web/20071123083332id_/http://www.esdata.info:80/centro/27050"
"100601003","100601003","27060","27060","ESCUELA ESTADAL LERMITH HERNANDEZ","4201","3005","1947","1058","0","0","3005","64.79","35.21","71.53","Computarizado","https://web.archive.org/web/20071121050456id_/http://www.esdata.info:80/centro/27060"
"100601005","100601005","27070","27070","GRUPO ESC REPUBLICA DEL BRASIL","4357","3207","1796","1411","0","0","3207","56","44","73.61","Computarizado","https://web.archive.org/web/20080101170945id_/http://www.esdata.info:80/centro/27070"
"100601007","100601007","27080","27080","CICLO BASICO VICENTE EMILIO SOJO","2722","2047","1228","819","0","0","2047","59.99","40.01","75.2","Computarizado","https://web.archive.org/web/20080109034707id_/http://www.esdata.info:80/centro/27080"
"100601009","100601009","27091","27091","UNID EDUC JOSE TOMAS LEAL","838","691","507","184","0","0","691","73.37","26.63","82.46","Computarizado","https://web.archive.org/web/20080126093655id_/http://esdata.info:80/centro/27091"
"100601010","100601010","27100","27100","GRUPO ESCOLAR FEDERACION VENEZOLANA DE MAESTROS","4963","3695","2505","1190","0","0","3695","67.79","32.21","74.45","Computarizado","https://web.archive.org/web/20071204013123id_/http://www.esdata.info:80/centro/27100"
"100601011","100601011","27120","27120","ESCUELA ESTADAL NO 220-11","804","609","367","242","0","0","609","60.26","39.74","75.75","Computarizado","https://web.archive.org/web/20080224093858id_/http://www.esdata.info:80/centro/27120"
"100601013","100601013","27140","27140","ESCUELA ESTADAL ANDRES BELLO","2148","1553","994","559","0","0","1553","64.01","35.99","72.3","Computarizado","https://web.archive.org/web/20071228202440id_/http://www.esdata.info:80/centro/27140"
"100601014","100601014","27160","27160","GRUPO ESCOLAR JOSEFA MOLINA DE DUQUE","1579","1158","759","399","0","0","1158","65.54","34.46","73.34","Computarizado","https://web.archive.org/web/20080221051659id_/http://esdata.info:80/centro/27160"
"100601015","100601015","27170","27170","ESCUELA BASICA JOSE FELIX RIBAS","4531","3481","1835","1646","0","0","3481","52.71","47.29","76.83","Computarizado","https://web.archive.org/web/20071121041947id_/http://www.esdata.info:80/centro/27170"
"100601016","100601016","27171","27171","PENITENCIARIA DE SAN JUAN DE LOS MORROS.","172","55","52","3","0","2","57","94.55","5.45","33.14","Manual","https://web.archive.org/web/20071114003437id_/http://www.esdata.info:80/centro/27171"
"100601018","100601018","27180","27180","ESCUELA GRADUADA AMALIA DE LARA","2617","1981","1378","603","0","0","1981","69.56","30.44","75.7","Computarizado","https://web.archive.org/web/20080109034712id_/http://www.esdata.info:80/centro/27180"
"100601019","100601019","27190","27190","ESC BASICA ZULME AZUAJE","1352","1031","646","385","0","0","1031","62.66","37.34","76.26","Computarizado","https://web.archive.org/web/20071121050501id_/http://www.esdata.info:80/centro/27190"
"100601020","100601020","27200","27200","ESCUELA ESTADAL CONCENTRADA SIMON BOLIVAR","1787","1413","971","442","0","0","1413","68.72","31.28","79.07","Computarizado","https://web.archive.org/web/20071121050507id_/http://www.esdata.info:80/centro/27200"
"100601021","100601021","27220","27220","GRUPO ESCOLAR JOSE DE LOS SANTOS PEREIRA","3420","2602","1573","1029","0","0","2602","60.45","39.55","76.08","Computarizado","https://web.archive.org/web/20080126093700id_/http://esdata.info:80/centro/27220"
"100601022","100601022","27221","27221","CICLO BASICO LUIS BARRIOS CRUZ","3373","2742","1688","1054","0","0","2742","61.56","38.44","81.29","Computarizado","https://web.archive.org/web/20071203144016id_/http://www.esdata.info:80/centro/27221"
"100601024","100601024","27250","27250","CICLO BASICO RAFAEL CABRERA MALO","1934","1509","777","732","0","0","1509","51.49","48.51","78.02","Computarizado","https://web.archive.org/web/20071121052442id_/http://www.esdata.info:80/centro/27250"
"100601025","100601025","27270","27270","GRUPO ESCOLAR VICENTE PE#A","2283","1681","843","838","0","0","1681","50.15","49.85","73.63","Computarizado","https://web.archive.org/web/20071201154812id_/http://www.esdata.info:80/centro/27270"
"100601026","100601026","27280","27280","LICEO JUAN GERMAN ROSCIO","4896","3581","1798","1783","0","0","3581","50.21","49.79","73.14","Computarizado","https://web.archive.org/web/20071121041951id_/http://www.esdata.info:80/centro/27280"
"100601028","100601028","27310","27310","ESCUELA ESTADAL PEDRO ZARAZA","1455","1084","911","173","0","0","1084","84.04","15.96","74.5","Computarizado","https://web.archive.org/web/20071130080425id_/http://www.esdata.info:80/centro/27310"
"100601029","100601029","27320","27320","INTERNADO JUDICIAL","374","107","97","10","0","0","107","90.65","9.35","28.61","Manual","https://web.archive.org/web/20071121052447id_/http://www.esdata.info:80/centro/27320"
"100601031","100601031","27340","27340","ESC R DE E BAS MONS RODRIGUEZ A","1293","1040","765","275","0","0","1040","73.56","26.44","80.43","Computarizado","https://web.archive.org/web/20080124195017id_/http://www.esdata.info:80/centro/27340"
"100601032","100601032","27350","27350","ESC ESTADAL EL CASTRERO","561","453","324","129","0","1","454","71.52","28.48","80.93","Manual","https://web.archive.org/web/20080124195022id_/http://esdata.info:80/centro/27350"
"100602002","100602002","26920","26920","ESC EST CONC NO AC15","408","320","246","74","0","0","320","76.88","23.12","78.43","Manual","https://web.archive.org/web/20080112025007id_/http://www.esdata.info:80/centro/26920"
"100603001","100603001","26930","26930","ESC EST CONC N AC12","1331","1031","801","230","0","0","1031","77.69","22.31","77.46","Computarizado","https://web.archive.org/web/20080219141533id_/http://esdata.info:80/centro/26930"
"100701001","100701001","27560","27560","E BAS NOHEMY HIGUERA DE GUZMAN","3054","1955","1360","595","0","0","1955","69.57","30.43","64.01","Computarizado","https://web.archive.org/web/20071121041956id_/http://www.esdata.info:80/centro/27560"
"100701002","100701002","27580","27580","LICEO EDUARDO DELFIN MENDEZ","4593","3212","2117","1095","0","0","3212","65.91","34.09","69.93","Computarizado","https://web.archive.org/web/20080119162826id_/http://www.esdata.info:80/centro/27580"
"100701003","100701003","27590","27590","ESC BAS NAC ROMULO GALLEGOS","2405","1624","1313","311","0","0","1624","80.85","19.15","67.53","Computarizado","https://web.archive.org/web/20080124160818id_/http://esdata.info:80/centro/27590"
"100701005","100701005","27620","27620","ESC BAS NAC BONIFACIO GOMEZ","0","1897","1361","536","0","0","1897","71.74","28.26","0","Computarizado","https://web.archive.org/web/20071204030722id_/http://www.esdata.info:80/centro/27620"
"100701006","100701006","27630","27630","GRUPO ESCOLAR FRANCISCO SALIAS","4650","3054","1990","1064","0","0","3054","65.16","34.84","65.68","Computarizado","https://web.archive.org/web/20071118140608id_/http://www.esdata.info:80/centro/27630"
"100701008","100701008","27650","27650","CONCENTRACION ESCOLAR FC-4","1071","663","550","113","0","0","663","82.96","17.04","61.9","Computarizado","https://web.archive.org/web/20080218062021id_/http://www.esdata.info:80/centro/27650"
"100701010","100701010","27664","27664","ESCUELA BASICA ARTURO ALVARES","731","586","425","161","0","0","586","72.53","27.47","80.16","Computarizado","https://web.archive.org/web/20071114073102id_/http://www.esdata.info:80/centro/27664"
"100701014","100701014","27700","27700","ESC ESTADAL NO FC-17","748","464","411","53","0","0","464","88.58","11.42","62.03","Computarizado","https://web.archive.org/web/20080515212928/http://www.esdata.info/centro/27700"
"100701015","100701015","27705","27705","ESC. ESTADAL OLGA R. DE CABEZA","2091","1344","1118","226","0","0","1344","83.18","16.82","64.28","Computarizado","https://web.archive.org/web/20071118140613id_/http://www.esdata.info:80/centro/27705"
"100701017","100701017","27720","27720","E EST COLUMBA MENDOZA RODRIGUEZ","497","346","258","88","0","3","349","74.57","25.43","70.22","Manual","https://web.archive.org/web/20071114073107id_/http://www.esdata.info:80/centro/27720"
"100702001","100702001","27440","27440","E BAS NAC DR BENITO GUTIERREZ L","1319","823","578","245","0","0","823","70.23","29.77","62.4","Computarizado","https://web.archive.org/web/20080305210642id_/http://www.esdata.info:80/centro/27440"
"100702003","100702003","27460","27460","ESCUELA F-78","269","129","113","16","0","13","142","87.6","12.4","52.79","Manual","https://web.archive.org/web/20080221051704id_/http://esdata.info:80/centro/27460"
"100801001","100801001","26210","26210","ESC BAS JOAQUIN CRESPO","6321","4328","3065","1263","0","0","4328","70.82","29.18","68.47","Computarizado","https://web.archive.org/web/20071114073017id_/http://www.esdata.info:80/centro/26210"
"100801003","100801003","26214","26214","U E JOSEFINA M DE OLIVARES","682","473","349","124","0","11","484","73.78","26.22","70.97","Manual","https://web.archive.org/web/20071114073022id_/http://www.esdata.info:80/centro/26214"
"100801005","100801005","26221","26221","ESCUELA CONCENTRADA DE SOMBRERITO","358","230","167","63","0","6","236","72.61","27.39","65.92","Manual","https://web.archive.org/web/20071114073027id_/http://www.esdata.info:80/centro/26221"
"100802001","100802001","26230","26230","ESCUELA NACIONAL CONCENTRADA NO 1980-4015","1430","998","777","221","0","0","998","77.86","22.14","69.79","Computarizado","https://web.archive.org/web/20080111231341id_/http://www.esdata.info:80/centro/26230"
"100803001","100803001","27730","27730","U E UVERITO","1211","819","636","183","0","0","819","77.66","22.34","67.63","Computarizado","https://web.archive.org/web/20080218062026id_/http://www.esdata.info:80/centro/27730"
"100901001","100901001","26580","26580","GRUPO ESCOLAR MONSE","3576","2579","1928","651","0","0","2579","74.76","25.24","72.12","Computarizado","https://web.archive.org/web/20071114073052id_/http://www.esdata.info:80/centro/26580"
"100901002","100901002","26585","26585","JARDIN DE INFANCIA INAVI","1239","927","656","271","0","0","927","70.77","29.23","74.82","Computarizado","https://web.archive.org/web/20071114073057id_/http://www.esdata.info:80/centro/26585"
"100901003","100901003","26590","26590","HOGAR MULTIPLE","315","193","135","58","0","21","214","69.95","30.05","67.94","Manual","https://web.archive.org/web/20080315065110id_/http://esdata.info:80/centro/26590"
"101001001","101001001","25500","25500","ESC BAS RAFAEL PAREDES","5084","3037","2382","655","0","0","3037","78.43","21.57","59.74","Computarizado","https://web.archive.org/web/20071114070702id_/http://www.esdata.info:80/centro/25500"
"101001003","101001003","25510","25510","UNID EDU MONS RODRIGUEZ ALVAREZ","5265","3099","2244","855","0","0","3099","72.41","27.59","58.86","Computarizado","https://web.archive.org/web/20071118123724id_/http://www.esdata.info:80/centro/25510"
"101003001","101003001","25320","25320","ESC BAS ANGEL MORENO","3156","1791","1430","361","0","0","1791","79.84","20.16","56.75","Computarizado","https://web.archive.org/web/20071118140520id_/http://www.esdata.info:80/centro/25320"
"101101001","101101001","27360","27360","ESC BAS CARLOS IRAZABAL PEREZ","5251","3465","2823","642","0","0","3465","81.47","18.53","65.99","Computarizado","https://web.archive.org/web/20071118122650id_/http://www.esdata.info:80/centro/27360"
"101101002","101101002","27370","27370","ESC COROCITO PE","416","252","247","5","0","3","255","98.02","1.98","61.3","Manual","https://web.archive.org/web/20071122210953id_/http://www.esdata.info:80/centro/27370"
"101101003","101101003","27380","27380","CICLO BASICO MELECIO CAMACHO","1864","1130","916","214","0","0","1130","81.06","18.94","60.62","Computarizado","https://web.archive.org/web/20071114070808id_/http://www.esdata.info:80/centro/27380"
"101101004","101101004","27390","27390","ESC ESTADAL NO FC-43","394","212","178","34","0","12","224","83.96","16.04","56.85","Manual","https://web.archive.org/web/20080111063619id_/http://www.esdata.info:80/centro/27390"
"101101005","101101005","27400","27400","E B MARGOT RISSO DE MALAVE","1016","706","618","88","0","0","706","87.54","12.46","69.49","Computarizado","https://web.archive.org/web/20071118132014id_/http://www.esdata.info:80/centro/27400"
"101101006","101101006","27410","27410","ESC EST N FC 50","802","498","395","103","0","0","498","79.32","20.68","62.09","Computarizado","https://web.archive.org/web/20071118132020id_/http://www.esdata.info:80/centro/27410"
"101101007","101101007","27420","27420","ESC ESTADAL UNITARIA FC 86","352","169","124","45","0","5","174","73.37","26.63","49.43","Manual","https://web.archive.org/web/20071118140552id_/http://www.esdata.info:80/centro/27420"
"101101008","101101008","27430","27430","ESCUELA NACIONAL CONCENTRADA NO 2924-3500","343","205","182","23","0","0","205","88.78","11.22","59.77","Manual","https://web.archive.org/web/20080111063624id_/http://www.esdata.info:80/centro/27430"
"101201001","101201001","26890","26890","CICLO COMBINADO BEATRIZ DE RODRIGUEZ","2960","2095","1277","818","0","0","2095","60.95","39.05","70.78","Computarizado","https://web.archive.org/web/20080224134755id_/http://www.esdata.info:80/centro/26890"
"101201002","101201002","26895","26895","ESCUELA BASICA JUAN GERMAN ROSCIO","1559","1156","762","394","0","0","1156","65.92","34.08","74.15","Computarizado","https://web.archive.org/web/20071114070803id_/http://www.esdata.info:80/centro/26895"
"101202002","101202002","27010","27010","ESC ESTADAL UNITARIA NO AC23","215","147","124","23","0","2","149","84.35","15.65","69.3","Manual","https://web.archive.org/web/20080224130044id_/http://www.esdata.info:80/centro/27010"
"101202003","101202003","27011","27011","ESC UNITARIA E B A 36","183","130","106","24","0","2","132","81.54","18.46","72.13","Manual","https://web.archive.org/web/20080126110046id_/http://www.esdata.info:80/centro/27011"
"101204002","101204002","26980","26980","ESC EST UNIT NO 219","403","285","177","108","0","6","291","62.11","37.89","72.21","Manual","https://web.archive.org/web/20080123085415id_/http://www.esdata.info:80/centro/26980"
"101204003","101204003","26981","26981","ESC.EST.LA FLORIDA","272","128","74","54","0","22","150","57.81","42.19","55.15","Manual","https://web.archive.org/web/20080123071035id_/http://www.esdata.info:80/centro/26981"
"101204004","101204004","26990","26990","ESC ESTADAL NO AC18","574","394","292","102","0","10","404","74.11","25.89","70.38","Manual","https://web.archive.org/web/20071204043438id_/http://esdata.info:80/centro/26990"
"101301001","101301001","27470","27470","ESC BAS ANTONIO DE ARMAS M.","3571","2197","1585","612","0","0","2197","72.14","27.86","61.52","Computarizado","https://web.archive.org/web/20071118140557id_/http://www.esdata.info:80/centro/27470"
"101301003","101301003","27474","27474","ESCUELA BANCO OBRERO","816","548","435","113","0","0","548","79.38","20.62","67.16","Computarizado","https://web.archive.org/web/20071114070813id_/http://www.esdata.info:80/centro/27474"
"101301006","101301006","27510","27510","ESC EST CONC N FC 16","263","145","120","25","0","5","150","82.76","17.24","57.03","Manual","https://web.archive.org/web/20080215011559id_/http://www.esdata.info:80/centro/27510"
"101301007","101301007","27520","27520","ESCUELA NACIONAL CONCENTRADA NO 3614-3498","250","148","127","21","0","7","155","85.81","14.19","62","Manual","https://web.archive.org/web/20071118140602id_/http://www.esdata.info:80/centro/27520"
"101401001","101401001","25360","25360","ESC BASICA CHAGUARAMAS","3637","2322","1716","606","0","0","2322","73.9","26.1","63.84","Computarizado","https://web.archive.org/web/20071118122629id_/http://www.esdata.info:80/centro/25360"
"101401003","101401003","25364","25364","ESC BAS LAS MALVINAS","1075","669","556","113","0","0","669","83.11","16.89","62.23","Computarizado","https://web.archive.org/web/20071118123718id_/http://www.esdata.info:80/centro/25364"
"101401004","101401004","25370","25370","CONC ESCOLAR N DC 5","424","246","216","30","0","3","249","87.8","12.2","58.73","Manual","https://web.archive.org/web/20071118140525id_/http://www.esdata.info:80/centro/25370"
"101401006","101401006","25375","25375","ESCUELA DC-19","852","556","441","115","0","0","556","79.32","20.68","65.26","Computarizado","https://web.archive.org/web/20071118131422id_/http://www.esdata.info:80/centro/25375"
"101401007","101401007","25390","25390","CONC ESCOLAR D 22 1","412","254","202","52","0","1","255","79.53","20.47","61.89","Manual","https://web.archive.org/web/20071118131443id_/http://www.esdata.info:80/centro/25390"
"101401009","101401009","25410","25410","CONCENTRACION NO DC-25","711","413","349","64","0","6","419","84.5","15.5","58.93","Manual","https://web.archive.org/web/20080221150749id_/http://esdata.info:80/centro/25410"
"101501001","101501001","26300","26300","G E CARLOS DEL POZO","4951","2865","2332","533","0","0","2865","81.4","18.6","57.87","Computarizado","https://web.archive.org/web/20071114070743id_/http://www.esdata.info:80/centro/26300"
"101501003","101501003","26320","26320","ESC ESTADAL NO C 56","318","108","94","14","0","12","120","87.04","12.96","37.74","Manual","https://web.archive.org/web/20080109034702id_/http://www.esdata.info:80/centro/26320"
"101501005","101501005","27780","27780","ESC ESTADAL NO C-07","168","91","75","16","0","0","91","82.42","17.58","54.17","Manual","https://web.archive.org/web/20080123085419id_/http://www.esdata.info:80/centro/27780"
"101502001","101502001","26240","26240","GPO ESC LEONARDO INFANTE","2125","818","641","177","0","0","818","78.36","21.64","38.49","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20071129004331id_/http://www.esdata.info:80/centro/26240"
"110101001","110101001","27800","27800","U.E. JUAN MANUEL ALAMO","4761","3290","2042","1248","0","0","3290","62.07","37.93","69.1","Computarizado","https://web.archive.org/web/20071231074044id_/http://www.esdata.info:80/centro/27800"
"110101002","110101002","27801","27801","U.E.N. EFREN COLMENARES GIMENEZ","2470","1830","1296","534","0","0","1830","70.82","29.18","74.09","Computarizado","https://web.archive.org/web/20071204034506id_/http://esdata.info:80/centro/27801"
"110101003","110101003","27803","27803","CENTRO DE EDUCACION BASICA DE ADULTO LUCIO DELGADO","631","496","279","217","0","0","496","56.25","43.75","78.61","Computarizado","https://web.archive.org/web/20080126093710id_/http://www.esdata.info:80/centro/27803"
"110101005","110101005","27810","27810","ESC EST UNITARIA NO 235 LA PANCHERA","327","245","194","51","0","0","245","79.18","20.82","74.92","Manual","https://web.archive.org/web/20071114073112id_/http://www.esdata.info:80/centro/27810"
"110101006","110101006","27820","27820","ESCUELA BASICA LICUA","626","432","328","104","0","0","432","75.93","24.07","69.01","Computarizado","https://web.archive.org/web/20071204042954id_/http://esdata.info:80/centro/27820"
"110101007","110101007","27830","27830","ESCUELA BOLIVARIANA QUEBRADA DE ORO","384","300","214","86","0","1","301","71.33","28.67","78.39","Manual","https://web.archive.org/web/20071114073117id_/http://www.esdata.info:80/centro/27830"
"110101010","110101010","27860","27860","ESCUELA BOLIVARIANA GUAYABITO","652","448","372","76","0","0","448","83.04","16.96","68.71","Computarizado","https://web.archive.org/web/20080111231406id_/http://www.esdata.info:80/centro/27860"
"110101013","110101013","27890","27890","ESC NAC CONC EL LIMONCITO","429","318","233","85","0","0","318","73.27","26.73","74.13","Manual","https://web.archive.org/web/20080117081738id_/http://www.esdata.info:80/centro/27890"
