nombre,lat,lon,riesgo
ESCUELA BASICA DON ANTONIO TORREALBA,9.05694,-69.7392,1
ESCUELA BASICA DON MARIANO PICON  SALAS,8.62908,-70.2305,1
ESCUELA BASICA DON ROMULO BETANCOURT,5.66099,-67.5883,1
ESCUELA BÁSICA DON RÓMULO GALLEGOS,10.4724,-64.161,1
ESCUELA BASICA DON SIMON RODRIGUEZ,9.05167,-69.7555,1
ESCUELA BASICA DOÑA MARCOLINA DE LAMUS,8.61121,-71.1441,1
ESCUELA BASICA DR. JOSE FRANCISCO TORREALBA,9.855,-66.3848,1
ESCUELA BASICA EL CALICHE,10.1297,-68.7878,1
ESCUELA BASICA EL CARMEN,10.0962,-69.3165,1
ESCUELA BÁSICA EL CHISPERO,10.3307,-64.0803,1
ESCUELA BÁSICA EL MUCO,10.6313,-63.2656,1
ESCUELA BASICA EL MUERTICO,7.84725,-67.5602,1
ESCUELA BASICA EL OBELISCO,10.07,-69.3459,1
ESCUELA BASICA EL PICACHO,10.1611,-68.6087,1
ESCUELA BASICA EL SALADO,8.57361,-71.2285,1
ESCUELA BASICA ELBA BEATRIZ RAMIREZ DE ORTEGA,7.75523,-72.2224,1
ESCUELA BASICA ELEAZAR LOPEZ CONTRERAS,8.61745,-71.1453,1
ESCUELA BASICA ELOY JACINTO DIAZ OCHOA,9.91973,-68.3333,1
ESCUELA BASICA ELOY PAREDES (B),8.57717,-71.1802,1
ESCUELA BASICA ELSA BIONDI DE RIVERO,9.79815,-63.2545,1
ESCUELA BASICA EMILIO GERONIMO GOMEZ,9.65204,-68.8138,1
ESCUELA BASICA ESTADAL  23 DE ENERO,10.7005,-71.6131,1
ESCUELA BASICA ESTADAL 24 DE JULIO (EZA),10.5528,-71.664,1
ESCUELA BASICA ESTADAL 530,9.03156,-69.7235,1
ESCUELA BASICA ESTADAL ABSALON BRACHO,10.5674,-71.6557,1
ESCUELA BASICA ESTADAL AMANDA DE JESUS BRAVO,10.6206,-71.6614,1
ESCUELA BASICA ESTADAL ANDRES ELOY BLANCO (EZA),10.6272,-71.6529,1
ESCUELA BASICA ESTADAL ANTONIO PINTO SALINAS,7.81591,-72.4392,1
ESCUELA BASICA ESTADAL ARQUIDIOCESANA PABLO SEXTO,10.5457,-71.6556,1
ESCUELA BASICA ESTADAL BOLIVARIANA LAS TUNITAS,10.5857,-67.0672,1
ESCUELA BASICA ESTADAL CARLOS LUIS RINCON LUBO,10.6682,-71.6456,1
ESCUELA BASICA ESTADAL CONCENTRADA CACHICAMO,7.46988,-71.0758,1
ESCUELA BASICA ESTADAL CONCENTRADA SURIPA ARRIBA,7.76372,-71.2838,1
ESCUELA BASICA ESTADAL DR FRANCISCO EUGENIO BUSTAMANTE,10.6717,-71.595,1
ESCUELA BASICA ESTADAL DR. PEDRO LUENGO,10.7902,-71.6859,1
ESCUELA BASICA ESTADAL EL NACIONALISTA,10.615,-71.6647,1
ESCUELA BASICA ESTADAL ELECTO DE JESUS PIÑA,10.3935,-71.4439,1
ESCUELA BASICA ESTADAL EMILCE  DE CONTRERAS,8.33285,-70.5692,1
ESCUELA BASICA ESTADAL EVELINA FERREIRA DE INCIARTE,10.6356,-71.6566,1
ESCUELA BASICA ESTADAL FVM,10.641,-71.6695,1
ESCUELA BASICA ESTADAL GUILLERMO GAMARRA MARRERO,9.03404,-69.7592,1
ESCUELA BASICA ESTADAL HORTENCIA PERAZA,9.05891,-69.7237,1
ESCUELA BASICA ESTADAL J A ROMAN VALECILLOS,10.6526,-71.6265,1
ESCUELA BASICA ESTADAL JACINTO FOMBONA PACHANO,10.6031,-67.0205,1
ESCUELA BASICA ESTADAL JOSE VARGAS,10.0298,-69.4199,1
ESCUELA BASICA ESTADAL JUAN ANTONIO ROMAN VALECILLOS (ANEXO 1),10.6526,-71.6265,1
ESCUELA BASICA ESTADAL LICECIADO REINALDO MARTINEZ,10.6232,-71.6721,1
ESCUELA BASICA ESTADAL LINO BRAVO,10.4658,-66.6378,1
ESCUELA BASICA ESTADAL LUCILA PALACIOS,10.6798,-71.6155,1
ESCUELA BASICA ESTADAL MARCO TULIO ANDRADES,10.6643,-71.6563,1
ESCUELA BASICA ESTADAL MARIA CHIQUINQUIRA BAEZ GUERRA,10.392,-71.4309,1
ESCUELA BASICA ESTADAL MARISCAL SUCRE,7.78829,-72.2232,1
ESCUELA BASICA ESTADAL NESTOR LUIS PEREZ,10.6572,-71.5994,1
ESCUELA BASICA ESTADAL ORANGEL RODRIGUEZ,10.6303,-71.6366,1
ESCUELA BASICA ESTADAL ORANGEL RODRIGUEZ (ANEXO 1),10.6308,-71.6369,1
ESCUELA BASICA ESTADAL PADRE NOGUERA,7.81842,-71.1816,1
ESCUELA BASICA ESTADAL PRESBITERO JOAQUIN PIÑA,10.6558,-71.6121,1
ESCUELA BASICA ESTADAL PRESBITERO JOAQUIN PIÑA (AN,10.6556,-71.6122,1
ESCUELA BASICA ESTADAL PROFESOR CONSUELO NAVAS TOVAR,10.6048,-71.65,1
ESCUELA BASICA ESTADAL RAFAEL ROBERTO GAVIDIA,9.05426,-69.7251,1
ESCUELA BASICA ESTADAL SIMÓN BOLÍVAR,10.4634,-66.7886,1
ESCUELA BASICA ESTADAL UNITARIA CAÑANDON ZULIA,8.17251,-71.2827,1
ESCUELA BASICA ESTADAL UNITARIA D-52 COROZALITO,8.9962,-66.108,1
ESCUELA BASICA ESTADAL UNITARIA EL HORNO,7.83527,-71.1748,1
ESCUELA BASICA ESTADAL UNITARIA SAN SEBASTIAN NUCLEO ESCOLAR RURAL 17,7.73985,-71.3669,1
ESCUELA BASICA ESTADAL VALMORE RODRIGUEZ,10.371,-71.4408,1
ESCUELA BASICA ESTADO ANZOATEGUI,10.6701,-63.4012,1
ESCUELA BÁSICA ESTADO MONAGAS,10.4647,-64.1718,1
ESCUELA BASICA ESTADO ZULIA,10.9552,-63.8536,1
ESCUELA BASICA ESTATAL EL REMOLINO,8.9181,-71.9825,1
ESCUELA BASICA ESTATAL LUIS CASTRO,10.6083,-66.8472,1
ESCUELA BASICA ESTATAL VIRGINIA DE CONTRERAS,8.59615,-70.3171,1
ESCUELA BÁSICA ETANISLAO RENDÓN,10.455,-64.1876,1
ESCUELA BASICA EUGENIA DE RODRIGUEZ,8.3541,-70.5676,1
ESCUELA BASICA EXPERIMENTAL CARMEN CABRILES,10.4695,-66.609,1
ESCUELA BASICA EZEQUIEL ZAMORA,10.0935,-69.3345,1
ESCUELA BASICA FE Y ALEGRIA,9.53783,-69.2096,1
ESCUELA BASICA FEDERICO HANDS,9.75767,-63.1538,1
ESCUELA BASICA FELIX ARMANDO NUÑEZ BEAPERTHUY,9.76918,-63.1972,1
ESCUELA BASICA FELIX ERNESTO OSUNA,8.26618,-70.5581,1
ESCUELA BASICA FELIX SOLANO,5.66646,-67.5882,1
ESCUELA BASICA FERMIN RUIZ VALERO,8.58391,-71.1704,1
ESCUELA BASICA FERNANDO PEÑALVER,10.493,-66.8613,1
ESCUELA BÁSICA FRANCISCO ARISTIGUIETA BADARACCO,10.4523,-64.1743,1
ESCUELA BASICA FRANCISCO DE MIRANDA,9.55138,-69.2192,1
ESCUELA BASICA FRANCISCO JAVIER USTARIZ,10.1509,-68.5645,1
ESCUELA BASICA FRANCISCO LAZO MARTÍ,9.2103,-65.9985,1
ESCUELA BASICA FRANKLIN DELANO ROOSEVELT,10.4831,-66.8974,1
ESCUELA BASICA GENERAL JUAN GUILLERMO IRIBARREN,9.58205,-69.2053,1
ESCUELA BASICA GENERAL PAEZ,9.57556,-69.219,1
ESCUELA BASICA GILBERTO OROPEZA,9.171,-69.728,1
ESCUELA BASICA GIRALUNA,9.05181,-69.7318,1
ESCUELA BASICA GLADYS C LOBO DE CARNEVALLI,8.61877,-71.1326,1
ESCUELA BASICA GOAJIRA I,9.55436,-69.1921,1
ESCUELA BASICA GRADUADA SIMON RODRIGUEZ,8.58183,-71.1472,1
ESCUELA BASICA GRAN MARISCAL DE AYACUCHO,10.1034,-69.3256,1
ESCUELA BASICA GRAN MARISCAL DE AYACUCHO (B),8.5481,-71.2432,1
ESCUELA BÁSICA GREGORIO RONDÓN,9.76162,-63.1612,1
ESCUELA BASICA HERMANAS PERAZAS,9.568,-69.2037,1
ESCUELA BASICA ISABEL PADRINO DE CAMPOS,9.75298,-63.1721,1
ESCUELA BASICA JESUS MILLAN,10.0709,-69.1168,1
ESCUELA BASICA JOSE ANDRES ORTIZ,7.84553,-67.5132,1
ESCUELA BASICA JOSE ANTONIO PAEZ,9.88368,-67.3674,1
ESCUELA BASICA JOSE ATANACIO GONZALEZ,9.97519,-69.1379,1
ESCUELA BASICA JOSE DAMIAN RAMIREZ LABRADOR,9.75119,-63.1755,1
ESCUELA BASICA JOSE FRANCISCO JIMENEZ,8.3541,-70.5676,1
ESCUELA BASICA JOSE GREGORIO HERNANDEZ,7.83729,-67.5235,1
ESCUELA BASICA JOSE GREGORIO MONAGAS,9.69037,-63.6185,1
ESCUELA BASICA JOSE MANUEL FUENTES ACEVEDO,9.21502,-65.9882,1
ESCUELA BASICA JOSE MARIA VARGAS,9.04756,-69.7441,1
ESCUELA BASICA JOSE MIGUEL CONTRERAS,10.0315,-69.3659,1
ESCUELA BASICA JOSE NICOMEDES MARRERO,10.4608,-66.7628,1
ESCUELA BASICA JOSE RAMON CAMEJO,9.86201,-66.3804,1
ESCUELA BASICA JOSE TADEO MONAGAS,9.85035,-66.384,1
ESCUELA BASICA JOSE TOMAS LEAL,9.8873,-67.3603,1
ESCUELA BASICA JOSEFA MOLINA DE DUQUE,8.59708,-71.1505,1
ESCUELA BASICA JUAN ANDRES VARELA,8.63719,-70.2261,1
ESCUELA BASICA JUAN ANTONIO PADILLA,9.92245,-67.349,1
ESCUELA BASICA JUAN BAUTISTA GARCIA ROA,7.76188,-72.2412,1
ESCUELA BASICA JUAN BAUTISTA RODRIGUEZ,10.078,-69.33,1
ESCUELA BASICA JUAN BESON,10.6868,-71.6302,1
ESCUELA BASICA JUAN ESCALONA,8.63237,-70.219,1
ESCUELA BASICA JUAN FERNANDEZ DE LEON,9.03931,-69.7482,1
ESCUELA BÁSICA JUAN FREITES,10.4601,-64.1842,1
ESCUELA BASICA JUAN IVIRNA CASTILLO,5.64144,-67.5994,1
ESCUELA BASICA JUAN JOSE GUERRERO,10.0279,-69.4047,1
ESCUELA BASICA JUAN MIGUEL ROO,10.0927,-69.1195,1
ESCUELA BASICA JULIETA CARABALLO,7.8213,-67.6259,1
ESCUELA BASICA LA CAÑA BRAVA,8.67846,-71.7541,1
ESCUELA BÁSICA LA CONCENTRADA LA BETICÓ,9.48709,-70.4806,1
ESCUELA BASICA LA CHAPA,10.1612,-68.5649,1
ESCUELA BASICA LA CUMANA,9.85655,-66.386,1
ESCUELA BASICA LA HIDALGUIA,7.86114,-67.4824,1
ESCUELA BÁSICA LA LOMA,10.1791,-63.9165,1
ESCUELA BASICA LA MOSCA,10.3529,-68.7505,1
ESCUELA BASICA LA ROSALEDA,8.60083,-70.2187,1
ESCUELA BÁSICA LA SOLEDAD,10.5617,-63.2323,1
ESCUELA BÁSICA LA TRINIDAD,10.4662,-64.1882,1
ESCUELA BASICA LA VICTORIA,9.56571,-69.1824,1
ESCUELA BASICA LAS DELICIAS,10.176,-68.7653,1
ESCUELA BASICA LAS MANGAS,7.88211,-67.7232,1
ESCUELA BASICA LEONOR BERNABO,10.326,-68.7861,1
ESCUELA BASICA LERMITH HERNANDEZ,9.91975,-67.3433,1
ESCUELA BASICA LIBERTADOR,10.0185,-69.4607,1
ESCUELA BASICA LINDOLFO MARTINEZ,8.2333,-70.8252,1
ESCUELA BÁSICA LONDRES,10.6446,-63.3054,1
ESCUELA BASICA LOS CUROS,8.56872,-71.201,1
ESCUELA BASICA LOS CUROS (B),8.56876,-71.2012,1
ESCUELA BASICA LOS GUAIQUERIES,9.86845,-66.377,1
ESCUELA BASICA LOS PINOS,10.1525,-68.5552,1
ESCUELA BASICA LOS SALIAS,10.3788,-66.9477,1
ESCUELA BÁSICA LUIS BELTRÁN PRIETO FIGUEROA,10.4732,-64.1868,1
ESCUELA BASICA LUIS FAJARDO GALENO,9.04508,-69.8008,1
ESCUELA BASICA LUIS FELIPE MARCANO HERNANDEZ,7.88259,-67.4853,1
ESCUELA BASICA LUISA BELTRANA DE FIGUEROA,9.77222,-63.2152,1
ESCUELA BASICA LUISA GRATEROL DE PEREZ,9.55539,-69.1843,1
ESCUELA BASICA LUISA TERESA SOSA,9.77735,-63.1875,1
ESCUELA BASICA LUZ DE PEREIRA,9.53402,-69.2115,1
ESCUELA BASICA MAC GREGOR,7.88544,-67.4683,1
ESCUELA BASICA MANUEL ANTONIO NIEVE,7.87831,-67.4872,1
ESCUELA BASICA MANUEL CEDEÑO,10.093,-69.1162,1
ESCUELA BASICA MANUEL PIAR,9.74111,-63.194,1
ESCUELA BASICA MARIA ANGELICA LUSINCHI,10.0305,-69.3749,1
ESCUELA BASICA MARIA CLEMENTINA DE BONILLA,9.91363,-69.1211,1
ESCUELA BASICA MARIA CONCEPCION PALACIOS,9.04122,-69.7856,1
ESCUELA BASICA MARIA DE SOLORZANO,7.83868,-67.4669,1
ESCUELA BASICA MARIA LA RIVA SALAS,8.63192,-70.2378,1
ESCUELA BASICA MARIA TERESA SANZ,10.0953,-69.1256,1
ESCUELA BASICA MARIANO MONTILLA,9.20732,-66.0091,1
ESCUELA BASICA MARIO BRICEÑO IRAGORRI,9.71977,-63.2024,1
ESCUELA BASICA MARIO BRICEÑO IRAGORY,7.87525,-67.4751,1
ESCUELA BASICA MARITZA MENA DE PEREZ,9.66097,-68.5909,1
ESCUELA BASICA MARLENE SEQUEA DE CAMPOS,9.72789,-63.2348,1
ESCUELA BASICA MATILDE LUCIA GONZALEZ,10.0833,-69.1339,1
ESCUELA BASICA MENCA DE LEONI,5.66083,-67.6149,1
ESCUELA BASICA MI JARDIN III,8.60319,-70.2319,1
ESCUELA BASICA MIGUEL ANTONIO VASQUEZ,9.00184,-69.7357,1
ESCUELA BASICA MIGUEL OTERO SILVA,9.55643,-69.1895,1
ESCUELA BASICA MIXTA TONONO  450-50,7.72351,-72.2539,1
ESCUELA BASICA MONSEÑOR ENRIQUE DE FERRARI,5.66297,-67.6267,1
ESCUELA BASICA MONSEÑOR FRANCISCO MIGUEL SEIJAS,9.65483,-68.5749,1
ESCUELA BASICA MONSEÑOR JAUREGUI (B),8.55121,-71.2359,1
ESCUELA BASICA MONSEÑOR OMAR RAMOS CORDERO,9.58245,-69.2371,1
ESCUELA BASICA MUNICIPAL BACHILLER ELEUTERIO ROSARIO CAMPOS,10.9591,-63.8401,1
ESCUELA BASICA MUNICIPAL GENERAL JOSE ANTONIO PAEZ,10.4519,-66.8692,1
ESCUELA BASICA MUNICIPAL PASTOR OROPEZA,10.4926,-66.7976,1
ESCUELA BASICA MUNICIPAL REGINA DE VELAZQUEZ,7.75564,-72.234,1
ESCUELA BASICA MUSIPAN,9.64298,-63.5362,1
ESCUELA BASICA NAC. CONCENTRADA. LOS MEMBRILLOS,10.7893,-71.7899,1
ESCUELA BASICA NACIONAL  ANDRES ELOY BLANCO,10.0711,-69.3776,1
ESCUELA BASICA NACIONAL  CARMEN ADELA PIRELA,10.6363,-71.6541,1
ESCUELA BASICA NACIONAL  LAS MINITAS,10.4568,-66.8636,1
ESCUELA BASICA NACIONAL  PEDRO LEON TORRES,10.1821,-70.0894,1
ESCUELA BASICA NACIONAL . ANTONIO ORDONEZ,10.484,-66.7919,1
ESCUELA BASICA NACIONAL 12 DE OCTUBRE,10.5898,-71.6207,1
ESCUELA BASICA NACIONAL 19 DE ABRIL,10.5841,-71.6348,1
ESCUELA BASICA NACIONAL 19 DE ABRIL (ANEXO 1),10.5841,-71.6349,1
ESCUELA BASICA NACIONAL 24 DE JUNIO,8.63381,-70.2271,1
ESCUELA BASICA NACIONAL 3429 NUCLEO NACIONAL RURAL 093,7.96141,-67.6284,1
ESCUELA BASICA NACIONAL AGUSTIN CODAZZI,7.88967,-67.4699,1
ESCUELA BASICA NACIONAL ANDRES ELOY BLANCO,10.3939,-71.4456,1
ESCUELA BASICA NACIONAL BARRIO STHORMES,10.5787,-71.6483,1
ESCUELA BASICA NACIONAL BATALLA NAVAL LAGO,10.5603,-71.6521,1
ESCUELA BASICA NACIONAL BENILDA AVILA DE MORENO,10.5827,-71.6446,1
ESCUELA BASICA NACIONAL BOLIVARIANA CAYETANO REDONDO,7.81887,-72.4386,1
ESCUELA BASICA NACIONAL BOLIVARIANA EUTIMIO RIVAS,10.4609,-66.8248,1
ESCUELA BASICA NACIONAL BOLIVARIANA JESUS OBRERO,10.5674,-71.6367,1
ESCUELA BASICA NACIONAL BOLIVARIANA ROMULO GALLEGOS,9.64246,-68.5591,1
ESCUELA BASICA NACIONAL BOLIVARIANA VISTA AL MAR,10.5946,-66.9521,1
ESCUELA BASICA NACIONAL CABIMAS,10.4056,-71.4466,1
ESCUELA BASICA NACIONAL CARMELA QUINTERO,10.517,-71.6414,1
ESCUELA BASICA NACIONAL CARMEN AMERICA DE LEONI,10.5508,-71.6715,1
ESCUELA BASICA NACIONAL CARMEN MAIZO DE BELLO,10.468,-66.9054,1
ESCUELA BASICA NACIONAL CENTRO COMUNAL,10.4532,-66.8697,1
ESCUELA BASICA NACIONAL CONCENTRADA  EL PIÑALITO,7.53796,-71.2346,1
ESCUELA BASICA NACIONAL CONCENTRADA BELLA VISTA,7.79697,-71.1531,1
ESCUELA BASICA NACIONAL CONCENTRADA EL CAMBUR,7.89027,-71.1153,1
ESCUELA BASICA NACIONAL CONCENTRADA LAS HUERTAS,10.4089,-71.4299,1
ESCUELA BASICA NACIONAL CONCENTRADA SIN NUMERO,9.15991,-69.7269,1
ESCUELA BASICA NACIONAL CONTRALMIRANTE RENATO BELUCHE,10.7041,-71.6064,1
ESCUELA BASICA NACIONAL COSME DAMIAN PEÑA,10.4841,-66.8227,1
ESCUELA BASICA NACIONAL CREACION LIBERTAD,10.6049,-71.6695,1
ESCUELA BASICA NACIONAL CREACION VII,10.0777,-69.3297,1
ESCUELA BASICA NACIONAL CUATRICENTENARIA,10.6528,-71.6758,1
ESCUELA BASICA NACIONAL DIVINA PASTORA,10.6421,-71.659,1
ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,10.5702,-71.6285,1
ESCUELA BASICA NACIONAL DOCTOR JESUS RAMON AMADO,10.5405,-71.6657,1
ESCUELA BASICA NACIONAL DOCTOR JUAN SABA RIVERO,10.5944,-71.6247,1
ESCUELA BASICA NACIONAL DOCTOR MELITON VARGAS,9.04666,-69.7566,1
ESCUELA BASICA NACIONAL DOCTOR MIGUEL ORAA,9.04227,-69.7603,1
ESCUELA BASICA NACIONAL DOCTOR VICENTE PEÑA,9.9123,-67.3569,1
ESCUELA BASICA NACIONAL DOMINGO BRICEÑO,10.6518,-71.6027,1
ESCUELA BASICA NACIONAL DON SIMON RODRIGUEZ,10.419,-71.4297,1
ESCUELA BASICA NACIONAL DR ANDRES ELOY BLANCO,10.6322,-71.6529,1
ESCUELA BASICA NACIONAL DR JESUS ENRIQUE LOSSADA,10.6411,-71.6725,1
ESCUELA BASICA NACIONAL ELIAS TORO,10.4645,-66.9058,1
ESCUELA BASICA NACIONAL EULADIMIRA GUANIPA,10.5686,-71.6268,1
ESCUELA BASICA NACIONAL EVELIA DE PIMENTEL,10.5975,-66.9556,1
ESCUELA BASICA NACIONAL FEDERACION VENEZOLANA DE MAESTROS,10.3999,-71.4437,1
ESCUELA BASICA NACIONAL FRANCISCO LAZO MARTI,10.4111,-71.4654,1
ESCUELA BASICA NACIONAL GENERAL RAFAEL URDANETA (FE Y ALEGRIA),10.5872,-71.6213,1
ESCUELA BASICA NACIONAL HERMAGORAS CHAVEZ,10.6859,-71.6017,1
ESCUELA BASICA NACIONAL HERMANAS MARIA LORENZA,10.4372,-66.8612,1
ESCUELA BASICA NACIONAL JAMES FERGUNSSON,10.6426,-71.6412,1
ESCUELA BASICA NACIONAL JORGE  ROTHE,10.3742,-71.4347,1
ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,10.5697,-71.6218,1
ESCUELA BASICA NACIONAL JOSE GONZALO MENDEZ,10.4759,-66.8895,1
ESCUELA BASICA NACIONAL JOSEFINA DE ACOSTA,10.5924,-71.6416,1
ESCUELA BASICA NACIONAL JOSEFINA LIZARZABAL,10.6513,-71.6633,1
ESCUELA BASICA NACIONAL JUAN ANTONIO PEREZ BONALDE,10.3991,-71.4612,1
ESCUELA BASICA NACIONAL JUAN RUIZ FAJARDO,8.57697,-71.1628,1
ESCUELA BASICA NACIONAL JUANA DE AVILA,10.7076,-71.6368,1
ESCUELA BASICA NACIONAL JUANA DE AVILA (ANEXO 1),10.7076,-71.6368,1
ESCUELA BASICA NACIONAL JULIA AÑEZ GABALDON,10.3967,-71.4485,1
ESCUELA BASICA NACIONAL JULIO CALCAÑO,10.4745,-66.804,1
ESCUELA BASICA NACIONAL JULIO CESAR BORGE,10.6703,-71.6808,1
ESCUELA BASICA NACIONAL LA CONCORDIA,7.75673,-72.2352,1
ESCUELA BASICA NACIONAL LA IDEA,7.60522,-70.9268,1
ESCUELA BASICA NACIONAL LAUDELINO MEJIAS,10.4782,-66.5895,1
ESCUELA BASICA NACIONAL LICEO JOSE ANTONIO CALCAÑO,10.4725,-66.7606,1
ESCUELA BASICA NACIONAL LOS CORTIJOS,10.5343,-71.6626,1
ESCUELA BASICA NACIONAL LOS LAURELES,10.4194,-71.4361,1
ESCUELA BASICA NACIONAL LOS RASTROJOS,10.0366,-69.2354,1
ESCUELA BASICA NACIONAL LUIS ANGEL GARCIA,10.6769,-71.6871,1
ESCUELA BASICA NACIONAL LUIS GUILLERMO SANCHEZ,10.5872,-71.6563,1
ESCUELA BASICA NACIONAL LUISA CACERES DE ARISMENDI,10.7076,-71.6277,1
ESCUELA BASICA NACIONAL LUISA CACERES DE ARISMENDI (ANEXO 1),10.7076,-71.6277,1
ESCUELA BASICA NACIONAL MANUEL MENDEZ,10.4013,-71.4732,1
ESCUELA BASICA NACIONAL MAXIMA ARTEAGA PEREZ,10.6284,-71.6703,1
ESCUELA BASICA NACIONAL MONSEÑOR FRANCISCO ANTONIO,10.6918,-71.6089,1
ESCUELA BASICA NACIONAL MONSEÑOR FRANCISCO ANTONIO GRANADILLO,10.6918,-71.6089,1
ESCUELA BASICA NACIONAL MONSEÑOR GODOY,10.6552,-71.6276,1
ESCUELA BASICA NACIONAL MONSEÑOR GODOY (ANEXO 1),10.6552,-71.6276,1
ESCUELA BASICA NACIONAL NEPTALI RINCON URDANETA,10.6471,-71.6392,1
ESCUELA BASICA NACIONAL NORMAN PRIETO RAMOS,10.696,-71.6312,1
ESCUELA BASICA NACIONAL NORMAN PRIETO RAMOS (ANEXO 1),10.696,-71.6312,1
ESCUELA BASICA NACIONAL NUEVO BARRIO,10.0591,-69.3536,1
ESCUELA BASICA NACIONAL PEDRO JULIO MANINAT,10.3925,-71.4502,1
ESCUELA BASICA NACIONAL PEDRO LUCAS URRIBARRI,10.4274,-71.4665,1
ESCUELA BASICA NACIONAL PRIVADA MARIE POUSSEPIN,10.5869,-71.6334,1
ESCUELA BASICA NACIONAL PROFESOR RAFAEL SEGUNDO BOSCANO,10.5333,-71.6583,1
ESCUELA BASICA NACIONAL RAFAEL MARIA BARALT,10.4025,-71.4664,1
ESCUELA BASICA NACIONAL RAFAEL URDANETA,10.3782,-71.4404,1
ESCUELA BASICA NACIONAL RAMON OCANDO PEREZ,10.3915,-71.4314,1
ESCUELA BASICA NACIONAL RAQUEL MONASTERIOS,10.0626,-69.3715,1
ESCUELA BASICA NACIONAL RAUL CUENCA,10.6998,-71.6022,1
ESCUELA BASICA NACIONAL REPUBLICA DEL BRASIL,9.91217,-67.3534,1
ESCUELA BASICA NACIONAL RIVAS DAVILA,8.59998,-71.1371,1
ESCUELA BASICA NACIONAL RURAL LAS MERCEDES,10.6567,-71.6748,1
ESCUELA BASICA NACIONAL SAN JUAN (ANEXO 1),10.6756,-71.6862,1
ESCUELA BASICA NACIONAL SANTA CRUZ DEL ESTE,10.453,-66.8692,1
ESCUELA BASICA NACIONAL SATURNO MEDINA OVALLES,10.5638,-71.6611,1
ESCUELA BASICA NACIONAL SIMON RODRIGUEZ,10.6626,-71.5945,1
ESCUELA BASICA NACIONAL SISO MARTINEZ,10.5583,-71.6483,1
ESCUELA BASICA NACIONAL SISO MARTINEZ (ANEXO 1),10.5586,-71.6484,1
ESCUELA BASICA NACIONAL TOMAS AGUERREVERE,10.479,-66.9067,1
ESCUELA BASICA NACIONAL UNITARIA  CERRO AZUL,7.74378,-71.2955,1
ESCUELA BASICA NACIONAL VICTOR SANDOVAL,10.5467,-71.6484,1
ESCUELA BASICA NACIONAL ZULIA,10.6211,-71.6555,1
ESCUELA BASICA NEGRO AFUERA,7.83529,-67.5007,1
ESCUELA BASICA NEREIDA MORENO DE DUGARTE,9.5898,-69.2283,1
ESCUELA BASICA OCTAVIO ANTONIO DIEZ.,10.4845,-66.8874,1
ESCUELA BASICA OCTAVIO PAEZ,9.66097,-68.5909,1
ESCUELA BASICA OMAR RAMOS CORDERO 3,9.57703,-69.2382,1
ESCUELA BASICA ORLANDO GIL CASA DIEGO,9.0435,-69.7292,1
ESCUELA BASICA OSCAR MENDOZA,9.61807,-69.1543,1
ESCUELA BASICA PABLO EMILIO CASTILLO,9.71739,-63.2434,1
ESCUELA BASICA PALACIO FAJARDO,9.55905,-69.2102,1
ESCUELA BASICA PALO SOLO,9.37273,-69.852,1
ESCUELA BASICA PARARE,9.7917,-63.1008,1
ESCUELA BASICA PARQUE LEONOR BERNABO,10.3216,-68.7816,1
ESCUELA BASICA PASCUAL IIGNASIO VILLASMIL,8.632,-70.21,1
ESCUELA BASICA PEDRO RAFAEL CHACON,10.0907,-69.3175,1
ESCUELA BASICA PICHINCHA,10.6545,-71.6029,1
ESCUELA BÁSICA PLAYA DE SAL,10.6729,-63.2726,1
ESCUELA BASICA PRESBISTERO JOSE IGNACIO OLIVARES,8.59896,-71.6324,1
ESCUELA BASICA PRIMARIA CAPOTE,7.83529,-67.4898,1
ESCUELA BASICA PRIMERO DE MAYO,8.60818,-71.6535,1
ESCUELA BASICA PRIVADA NACIONAL NUEVA VENEZUELA ( FE Y ALEGRIA),10.5468,-71.6539,1
ESCUELA BASICA PROFESORA CELINDA ADAMS,9.03131,-69.764,1
ESCUELA BASICA PROSPERO INFANTE,9.8727,-66.3581,1
ESCUELA BÁSICA QUEBRADA DE CARATA,10.5738,-63.2282,1
ESCUELA BASICA RAFAEL ANDRADE,10.3281,-68.7555,1
ESCUELA BÁSICA RAFAEL CASTRO MACHADO,10.464,-64.165,1
ESCUELA BASICA RAFAEL MONASTERIOS,10.0618,-69.3716,1
ESCUELA BASICA RAMON ANTONIO VILLEGAS,9.69314,-68.6665,1
ESCUELA BASICA RAMON IGNACIO GUERRA.,8.57404,-71.1931,1
ESCUELA BASICA RAMON IGNASIO  MENDEZ,8.63002,-70.2067,1
ESCUELA BASICA RAMON POMPILIO OROPEZA,10.4837,-66.8905,1
ESCUELA BASICA RAMONA FIGUEREDO,7.86827,-67.511,1
ESCUELA BASICA RANCHERÍA,10.3454,-64.0654,1
ESCUELA BASICA REPUBLICA DE NICARAGUA,10.3401,-68.737,1
ESCUELA BASICA REPUBLICA DEL URUGUAY,9.74516,-63.1836,1
ESCUELA BÁSICA RIVILLA,10.6273,-63.2625,1
ESCUELA BASICA ROMULO GALLEGOS,8.34847,-70.5605,1
ESCUELA BASICA ROSA DIAZ DE ARTAHONA,7.84989,-67.7223,1
ESCUELA BASICA ROSARIO MONTERO DE MORON,10.0749,-69.1127,1
