nombre,lat,lon,riesgo
CICLO BASICO INDUSTRIAL AUGUSTO MALAVE VILLALBA,10.0318,-69.3625,1
CICLO BASICO INDUSTRIAL LARA,10.0778,-69.3257,1
CICLO BASICO JOAQUIN CRESPO,8.91261,-67.4388,1
CICLO BASICO JOSE ANONIO CHAVEZ,10.5171,-71.6407,1
CICLO BASICO LUIS BARRIOS CRUZ,9.9206,-67.3782,1
CICLO BASICO PADRE DE LAS CASAS,10.0607,-69.3628,1
CICLO COMBINADO 5 DE DICIEMBRE,9.53702,-69.2059,1
CICLO COMBINADO COTO PAUL,10.0821,-69.3053,1
CICLO COMBINADO EDUARDO CHOLET,9.55382,-69.1871,1
CICLO COMBINADO HILARION LOPEZ,9.57291,-69.2109,1
CICLO COMBINADO JOSE ANTONIO PAEZ,9.55621,-69.2,1
CICLO COMBINADO JOSE VICENTE DE UNDA,9.03834,-69.7417,1
CICLO COMBINADO JUAN PABLO PEREZ GRATEROL,9.5617,-69.2167,1
CICLO DIVERCIFICADO CARLOS EMILIO MUÑOZ ORAA,9.04091,-69.7604,1
CICLO DIVERSIFICADO  MANUEL PALACIO  FAJARDO,8.63921,-70.2392,1
CICLO DIVERSIFICADO ELEAZAR LOPEZ CONTRERAS,7.78707,-72.2342,1
CICLO DIVERSIFICADO JOSE LAURENCIO SILVA,9.9143,-68.3156,1
CIUDAD DE LOS MUCHACHOS FE Y ALEGRIA,10.4599,-66.6026,1
CLUB URBANIZACION EL TREBOL,10.4234,-66.8366,1
COLEGIO  SANTA ROSA DE LIMA,10.4688,-66.8595,1
COLEGIO ADVENTISTA ANDRES BELLO,9.04129,-69.7515,1
COLEGIO ALA BLANCA,10.4906,-66.8338,1
COLEGIO AMBROSIO PLAZA,10.3408,-67.0413,1
COLEGIO AMERICO VESPUCIO,10.498,-66.8318,1
COLEGIO ARMANDO REVERON,10.4789,-66.8046,1
COLEGIO BOLIVARIANO DOCTOR ARTURO USLAR PIETRI,9.72673,-63.1941,1
COLEGIO CIENCIAS DEL MAR,10.6089,-67.0134,1
COLEGIO CIUDAD CASARAPA,10.456,-66.6013,1
COLEGIO CRISTO REY,10.4798,-66.887,1
COLEGIO CRUZ CARRILLO,10.4979,-66.8116,1
COLEGIO DE FARMACEUTICOS DISTRITO METROPOLITANO DE CARACAS  Y EL ESTADO MIRANDA,10.4709,-66.8592,1
COLEGIO DE INGENIEROS DEL ESTADO LARA,10.0595,-69.3515,1
COLEGIO DE MEDICOS DEL DISTRITO METROPOLITANO DE CARACAS,10.4655,-66.8693,1
COLEGIO DULCE NOMBRE DE JESUS,10.477,-66.8092,1
COLEGIO EL BUEN CONSEJO,10.3717,-66.9489,1
COLEGIO ELENA DE BUENO,10.502,-66.8298,1
COLEGIO ENMANUEL. BARQUISIMETO,10.0597,-69.3334,1
COLEGIO FE Y ALEGRIA,10.4744,-66.8018,1
COLEGIO FRANCIA,10.4915,-66.8317,1
COLEGIO FRAY BUENA VENTURA BENAUCAZ,7.84808,-67.516,1
COLEGIO GRAN MARISCAL DE AYACUCHO,9.5654,-69.2122,1
COLEGIO ILUSTRE AMERICANO,10.3423,-67.0385,1
COLEGIO INTERNACIONAL DE CARACAS,10.4517,-66.86,1
COLEGIO JESUS MAESTRO,10.4869,-66.7979,1
COLEGIO JOSE DE JESUS AROCHA,10.4769,-66.8064,1
COLEGIO JUAN XXIII,10.4787,-66.8987,1
COLEGIO LA CONCORDIA,10.4826,-66.8805,1
COLEGIO LA EPIFANIA,10.6631,-71.6339,1
COLEGIO LOS CORALES 2006,10.6165,-66.8551,1
COLEGIO MADRE DEL DIVINO PASTOR,10.4959,-66.8066,1
COLEGIO MADRE EMILIA,10.4951,-66.831,1
COLEGIO MADRE MARIA,10.0541,-69.3392,1
COLEGIO MANUEL MUNOZ TEBAR,10.4879,-66.8132,1
COLEGIO MANUEL PIAR,10.4773,-66.8136,1
COLEGIO MARIA AUXILIADORA,10.4947,-66.825,1
COLEGIO MARIA INMACULADA,10.4961,-66.8305,1
COLEGIO MARIA S DE OQUENDO,10.5807,-71.6342,1
COLEGIO MARIA SANTISIMA,10.038,-69.2431,1
COLEGIO MASTER-DEY,10.369,-66.9571,1
COLEGIO MATER SALVATORI,10.4854,-66.8655,1
COLEGIO MONSEÑOR PEDRO FELIPE MONTES DE OCA,10.1695,-70.0918,1
COLEGIO N SRA DEL ROSARIO,8.55906,-71.2007,1
COLEGIO NACIONAL DE PERIODISTAS,10.0588,-69.3526,1
COLEGIO NUESTRA SE/ORA DEL CARMEN,10.4665,-64.1713,1
COLEGIO NUESTRA SEÑORA DE BELEN,8.59878,-71.1382,1
COLEGIO NUESTRA SEÑORA DE FATIMA,10.3364,-67.036,1
COLEGIO NUESTRA SEÑORA DE GUADALUPE,10.493,-66.8771,1
COLEGIO NUESTRA SEÑORA DE LA CONSOLACION DE TARIBA,7.81739,-72.227,1
COLEGIO NUESTRA SEÑORA DE LA COROMOTO,8.93355,-67.4277,1
COLEGIO NUESTRA SEÑORA DE LA GUIA,10.4795,-66.8208,1
COLEGIO NUESTRA SEÑORA DEL CARMEN,10.3389,-67.0412,1
COLEGIO NUESTRA SEÑORA DEL ROSARIO,10.1634,-70.0755,1
COLEGIO NUESTRA SEÑORA DEL VALLE,9.21344,-66.0132,1
COLEGIO PABLO VI,10.0708,-69.2804,1
COLEGIO PACAIRIGUA,10.4655,-66.5197,1
COLEGIO PACARIGUA II,10.4873,-66.5311,1
COLEGIO PARROQUIAL  JESUS MARIA MARRERO,10.4706,-66.6211,1
COLEGIO PATRIA,10.4994,-66.8304,1
COLEGIO PRESBISTERIANO EL DIVINO SALVADOR,10.0774,-69.319,1
COLEGIO PRESIDENTE KENNEDY,10.4939,-66.7902,1
COLEGIO PRIVADO JARDIN FRANCISCANO,8.60396,-71.1229,1
COLEGIO PRIVADO LAS FUENTES,10.0842,-69.2769,1
COLEGIO PRIVADO NUESTRA SEÑORA DE LOURDES,9.05597,-69.7328,1
COLEGIO PRIVADO ROMULO GALLEGOS,8.59723,-71.6893,1
COLEGIO PROMESAS PATRIAS,10.485,-66.8714,1
COLEGIO RODRIGUEZ PAZ,10.5077,-66.8359,1
COLEGIO ROMULO BETANCOURT,10.4635,-66.521,1
COLEGIO SAGRADA FAMILIA,9.05996,-62.0502,1
COLEGIO SAGRADO CORAZON DE JESUS,10.3413,-67.044,1
COLEGIO SAN AGUSTIN,10.487,-66.8176,1
COLEGIO SAN ANTONIO DE LAS HERMANAS DE STA ANA.,10.6331,-71.6576,1
COLEGIO SAN JOSE,10.4623,-66.508,1
COLEGIO SAN JOSE DE LA SIERRA,8.60442,-71.1394,1
COLEGIO SAN LAZARO,10.4788,-66.8932,1
COLEGIO SAN MARTIN DE PORRES,10.4582,-66.5414,1
COLEGIO SAN NICOLAS DE BARI,10.4643,-66.5859,1
COLEGIO SAN PEDRO,10.4841,-66.8914,1
COLEGIO SAN PIO X,8.54642,-71.2411,1
COLEGIO SAN PIO X (B),8.54628,-71.2413,1
COLEGIO SANTA ANGELA,10.6614,-71.6336,1
COLEGIO SANTA CATERINA DE SIENA,10.478,-66.8914,1
COLEGIO SANTA LUCIA,10.0807,-69.1289,1
COLEGIO SANTA MONICA,10.4797,-66.8922,1
COLEGIO SANTA RITA,10.6279,-71.6425,1
COLEGIO SANTO ANGEL DE LA GUARDA,9.55488,-69.2135,1
COLEGIO SANTO DOMINGO DE GUZMAN,10.4873,-66.8607,1
COLEGIO SANTO TOMAS DE VILLANUEVA,10.4836,-66.867,1
COLEGIO SCHONTHAL,10.5037,-66.8442,1
COLEGIO UNIVERSITARIO  MONSEÑOR DE TALAVERA,10.5011,-66.8546,1
COLEGIO UNIVERSITARIO DE LOS TEQUES CECILIO ACOSTA,10.3467,-67.0278,1
COLEGIO UNIVERSITARIO FERMIN TORO,9.04976,-69.726,1
COLEGIO UNIVERSITARIO FERMÍN TORO,9.57569,-69.2173,1
COLEGIO UNIVERSITARIO PROFESOR LORENZO PEREZ RODRIGUEZ,10.4925,-66.8081,1
COLEGIO VILLA HEROICA,10.4653,-66.529,1
COLEGIO YALE,10.4719,-66.8234,1
COMEDOR DE LA FORTALEZA CASA BOLIVARIANA,10.4775,-66.8015,1
COMEDOR ESCOLAR ANTONIO RAMIREZ,10.0591,-69.2706,1
COMEDOR POPULAR MONSEÑOR MEJIAS,9.313,-70.6116,1
COMISIONADURIA GENERAL DE SALUD,10.3433,-68.7369,1
COMPLEJO COMUNITARIO CHIRGUA 4,10.085,-69.2854,1
COMPLEJO CULTURAL OTO RODRIGUEZ,9.21902,-66.0096,1
COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,9.75541,-63.13,1
COMPLEJO EDUCATIVO ALIRIO GOITIA ARAUJO,7.88374,-67.4691,1
COMPLEJO EDUCATIVO COLEGIO AMERICANO,10.4514,-66.8587,1
COMPLEJO EDUCATIVO ESTADAL ROSA ADELA DE HERNÁNDEZ,9.74927,-63.2024,1
COMPLEJO EDUCATIVO NACIONAL  LA CARBONERA,9.738,-63.2183,1
COMPLEJO EDUCATIVO NACIONAL ANDRES BELLO,9.77012,-63.1375,1
COMPLEJO EDUCATIVO NACIONAL FRANCISCO VERDE,9.70735,-63.2151,1
COMPLEJO EDUCATIVO NACIONAL JOSE ANGEL MEZA VERDE,9.71778,-63.1998,1
COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,9.73924,-63.1569,1
COMPLEJO EDUCATIVO NACIONAL MANOLA LUNA SILVA,9.72613,-63.2029,1
COMPLEJO EDUCATIVO NACIONAL PADRE JUAN VIVES SURIA,9.6873,-63.253,1
COMPLEJO EDUCATIVO PRIVADO INSTITUTO ESCUELA,10.4542,-66.8821,1
CONCENTRACION ESCOLAR CC-03 PALO SECO,9.05756,-67.2329,1
CONCENTRACION ESTADAL SIN NUMERO ARENALES,10.465,-66.5293,1
CONCENTRACION ESTATAL NUMERO 8 LAS MOROCHAS,10.417,-66.2483,1
CONCENTRACION GUACARAPA,10.4556,-66.6295,1
CONCENTRACION RURAL BOLIVARIANA COLINA DEL ANGEL,10.3345,-67.0904,1
CONCENTRADA ESCOLAR LEONCIO MARTINEZ,8.58906,-61.6279,1
CONCENTRADA ESTADAL SIN NUMERO LA MARTURETERA,10.4096,-66.2346,1
COOPERATIVA 12 DE OCTUBRE,10.4849,-66.8026,1
COOPERATIVA ZONA 3,10.4821,-66.7978,1
DEPOSITO MINISTERIO DE SANIDAD,9.086,-62.0921,1
DR. JOSE IGNACIO BALDO SOULES,10.6329,-71.6756,1
E. NACIONAL DON BOSCO,10.6847,-71.6024,1
EBB LUIS HOMEZ,10.6466,-71.6866,1
EDIFICIO NACIONAL,7.76531,-72.236,1
EDUCACION INICIAL NACIONAL EL LIBERTADOR,9.74301,-63.1999,1
ESC BAS JUAN DE ARCO,8.56203,-71.173,1
ESC BAS MONSEOR JAUREGUI,8.56337,-71.232,1
ESC BASICA SAN JOSE,7.87718,-67.4714,1
ESC NAC JUAN GUILLERMO IRIBARREN,10.1022,-69.3342,1
ESCUELA  BASICA  ANATOLIO VIVAS SALAMANCA,9.92256,-68.3012,1
ESCUELA  BASICA  ANGEL MARIA LIZAUZABA,9.88054,-68.4513,1
ESCUELA  BASICA  CREACION SAN CARLOS,9.66309,-68.5782,1
ESCUELA  BASICA  CRISTINA DE BOCANEY,9.93375,-68.2985,1
ESCUELA  BASICA  ELEAZAR ALMARAT,9.66587,-68.5718,1
ESCUELA  BASICA  ELOY GUILLERMO  GONZALEZ,9.6607,-68.5927,1
ESCUELA  BASICA  FRANCISCO JOSE SANDOVAL,9.83571,-68.346,1
ESCUELA  BASICA  JOSE FRANCISCO AROCHA,9.90742,-68.2804,1
ESCUELA  BASICA  JULIO ESCALONA,9.67269,-68.5844,1
ESCUELA  BASICA  LIGIA CADENA  DE ALVARADO,9.89145,-68.3288,1
ESCUELA  BASICA  MARIA  DE  ALBORNOZ,9.65851,-68.6081,1
ESCUELA  BASICA  NACIONAL BOLIVARIANA DR GUSTAVO RISQUEZ,10.6652,-71.5957,1
ESCUELA  BASICA  NACIONAL CONCENTRADA LA QUEVEDA,7.77571,-71.1753,1
ESCUELA  BASICA  NACIONAL JACINTO REGINO PACHANO MUÑOZ,10.6019,-71.6671,1
ESCUELA  BASICA  ORTENCIA DE GARMENDIA,9.9081,-68.3134,1
ESCUELA  BASICA  PREBISTERO LUIS MARIA  SUCRE,9.91951,-68.3151,1
ESCUELA  BASICA 15 DE ENERO,10.6137,-71.6424,1
ESCUELA  BASICA ALEJANDRO FEBRES,9.64728,-68.5942,1
ESCUELA  BASICA BALMIRA VILLEGAS,9.91607,-68.3037,1
ESCUELA  BASICA BOLIVARIANA  PADRE DELGADO,10.5759,-71.6432,1
ESCUELA  BASICA BOLIVARIANA CARLOS VILORIO,9.66648,-68.5872,1
ESCUELA  BASICA CAMPO ELIAS,8.5463,-71.2462,1
ESCUELA  BASICA ELOY JOSE ORTEGA PEREZ,9.89211,-68.3261,1
ESCUELA  BASICA ESTADAL DOCTOR JESUS ENRIQUE LOSSADA,10.5685,-71.6479,1
ESCUELA  BASICA FILOMENA DAVILA,8.58431,-71.1536,1
ESCUELA  BASICA GONZALO PICON FEBRES,8.57743,-71.1633,1
ESCUELA  BASICA GRAN MARISCAL DE AYACUCHO,8.54791,-71.2432,1
ESCUELA  BASICA JESUS MARTIN LEON,9.92012,-68.3115,1
ESCUELA  BASICA MAESTRO LUIS BELTRAN PRIETO FIGUEROA,10.6888,-71.6305,1
ESCUELA  BASICA NUMERO  90,9.90794,-68.2449,1
ESCUELA  BASICA PRIMARIA BOLIVARIANA BOMPLAND,10.4036,-71.4605,1
ESCUELA  BASICA RAFAEL ANTONIO GODOY,8.58733,-71.1523,1
ESCUELA  BASICA UNITARIA NUMERO 61-249,9.93695,-68.2856,1
ESCUELA  BASICA ZUMBA,8.55977,-71.2096,1
ESCUELA  BOLIVARIANA EL BANCO DE MAPURITE,9.59373,-68.7042,1
ESCUELA  BOLIVARIANA INDEPENDENCIA II,8.6136,-70.2303,1
ESCUELA  BOLIVARIANA JOSE ANTONIO  ANZOATEGUI,9.91549,-68.3094,1
ESCUELA  BOLIVARIANO EL MACOYAL,9.59318,-70.4728,1
ESCUELA  ESTADAL  CONCENTRADA  NUMERO  134,9.87859,-68.3991,1
ESCUELA  ESTADAL  CONCENTRADA  NUMERO  154,9.91901,-68.433,1
ESCUELA  ESTADAL CONCENTRADA  NUMERO 168 TAMANACO,9.91924,-68.3329,1
ESCUELA  GRADUADA  MARIA CLEMENCIA DE GUERRA,9.68372,-68.6155,1
ESCUELA  INTEGRAL BOLIVARIANA  LAS CAOBAS,10.1481,-68.6108,1
ESCUELA  MUNICIPAL MONSEÑOR LUCAS GUILLERMO CASTILLO,10.4351,-66.8711,1
ESCUELA  ROCA VIVA,10.4583,-66.8034,1
ESCUELA  SOCIAL DE AVANZADA  BELLO MONTE,10.4192,-71.4531,1
ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,10.5882,-71.6306,1
ESCUELA  SOCIAL DE AVANZADA JOSEFA DE MORALES,10.5767,-71.617,1
ESCUELA  TECNICA  INDUSTRAL  EZEQUIEL ZAMORA,8.62955,-70.2279,1
ESCUELA  UNITARIA  COMPLETA NUMERO  44-120,9.91036,-68.1797,1
ESCUELA 5 DE JULIO,8.3543,-70.5822,1
ESCUELA AC-24 CAMBURITO,9.90074,-67.4405,1
ESCUELA AEROPUERTO,8.23532,-70.8165,1
ESCUELA ANA MARIA CAMPOS,10.4137,-71.4364,1
ESCUELA ANDRES BELLO,9.16246,-61.9503,1
ESCUELA ANDRES ELOY BLANCO,9.03374,-69.7457,1
ESCUELA ANTONIO JOSE DE SUCRE,9.17002,-62.1516,1
ESCUELA ARTES PLASTICAS CRISTOBAL ROJAS,8.6313,-70.2086,1
ESCUELA ARTESANAL ESTADAL MARIA TERESA DEL TORO,10.6235,-71.6359,1
ESCUELA ARTESANAL NACIONAL EL PILAR,10.6247,-71.6428,1
ESCUELA BASCA MARIO BRICEÑO IRAGORRI,10.2242,-68.8727,1
ESCUELA BASICA  BOLIVARIANA INDEPENDENCIA,10.3284,-68.7502,1
ESCUELA BASICA  CACIQUE PARAMACONI,9.72802,-63.2356,1
ESCUELA BASICA  EDUARDO NOGUERA,9.94227,-68.2761,1
ESCUELA BASICA  GABRIEL PICON GONZALEZ,8.59404,-71.1453,1
ESCUELA BASICA  JUANAPARO,7.96085,-67.6249,1
ESCUELA BASICA  LA BLANQUERA,9.65343,-68.5708,1
ESCUELA BASICA  MARIA LEONOR DE SALAS,10.1947,-68.8771,1
ESCUELA BASICA  NACIONAL  EL MOLINO,8.62422,-70.2365,1
ESCUELA BASICA  PROFESOR JUAN DE DIOS MUÑOZ,7.81115,-72.4437,1
ESCUELA BASICA 10 DE DICIEMBRE,8.56658,-71.2026,1
ESCUELA BASICA 12 DE FEBRERO,8.61604,-71.66,1
ESCUELA BASICA 13 DE JUNIO,9.56467,-69.2179,1
ESCUELA BASICA 15 DE ENERO,8.59949,-70.2372,1
ESCUELA BASICA 18 DE MAYO,9.69707,-63.6149,1
ESCUELA BASICA 24 DE JULIO,9.53689,-69.2177,1
ESCUELA BASICA 5 DE DICIEMBRE,9.52119,-69.2031,1
ESCUELA BASICA ABELARDO MENDEZ,9.87033,-66.3523,1
ESCUELA BASICA ALBERTO ARVELO  TORREALBA,8.23139,-70.8253,1
ESCUELA BASICA ALBERTO LEVY MORA,9.54015,-69.2041,1
ESCUELA BASICA ALBERTO RAVELL,9.689,-63.6079,1
ESCUELA BASICA ALI PRIMERA,9.58448,-69.2443,1
ESCUELA BASICA ALTAGRACIA,9.86158,-66.3674,1
ESCUELA BASICA AMADIO MARQUEZ,9.06038,-69.7096,1
ESCUELA BASICA AMADO GONZALEZ,8.59418,-71.1605,1
ESCUELA BASICA AMALIA DE LARA,9.90413,-67.37,1
ESCUELA BASICA AMERICA YUDITH IBARRA,10.0697,-69.1016,1
ESCUELA BASICA ANA DE ROMERO,8.35627,-70.5927,1
ESCUELA BASICA ANA DE ZAMBRANO ROA,9.04075,-69.7429,1
ESCUELA BASICA ANA ELISA LOPEZ,10.3327,-68.7493,1
ESCUELA BASICA ANA SUSANA DE OUSSET,9.56188,-69.1965,1
ESCUELA BASICA ANDRES BELLO,8.6161,-71.6649,1
ESCUELA BASICA ANDRES ELOY BLANCO,5.66904,-67.6201,1
ESCUELA BÁSICA ANEXA PEDRO ARNAL,10.4466,-64.1803,1
ESCUELA BASICA ANGELICA DE FERMIN,9.07764,-62.0659,1
ESCUELA BASICA ANTONIO JOSE DE SUCRE,9.73462,-63.2124,1
ESCUELA BASICA ANTONIO PINTO SALINAS,10.0828,-69.0429,1
ESCUELA BASICA APOLONIA PALAVICINI,10.3809,-68.71,1
ESCUELA BASICA ARGENIS GRATEROL,10.1547,-70.0755,1
ESCUELA BASICA ARMANDO CASTILLO PLAZA,10.4762,-66.8161,1
ESCUELA BASICA ARNOLDO JOSE PERAZA,9.0274,-69.7663,1
ESCUELA BASICA ARQUIDIOCESANA DON CECILIO ACOSTA,10.5593,-71.6731,1
ESCUELA BASICA ARQUIDIOCESANO DIVINO NIÑO,10.5638,-71.6278,1
ESCUELA BASICA ATAPAIMA,9.66017,-69.1039,1
ESCUELA BASICA BARRIO NUEVO,10.4678,-66.7935,1
ESCUELA BÁSICA BARRIO NUEVO,9.31285,-70.6202,1
ESCUELA BASICA BATALLA DE CARABOBO,9.52633,-69.2042,1
ESCUELA BASICA BICENTENARIO JOSE ANTONIO PAEZ,10.5699,-71.6466,1
ESCUELA BASICA BOLIVARIANA   LUIS AGUSTIN DALO,8.1761,-70.8446,1
ESCUELA BASICA BOLIVARIANA  CONCHABAMBA,8.18871,-70.7579,1
ESCUELA BASICA BOLIVARIANA  FRANCISCO ARAUJO GARCIA,10.7983,-71.7229,1
ESCUELA BASICA BOLIVARIANA ANDRES ELOY BLANCO,9.65476,-68.5743,1
ESCUELA BASICA BOLIVARIANA ANGEL MARIA GARRIDO,9.67718,-68.5905,1
ESCUELA BÁSICA BOLIVARIANA BARRANCAS,9.79918,-63.3466,1
ESCUELA BASICA BOLIVARIANA CAMPO ALEGRE,7.88042,-67.4552,1
ESCUELA BÁSICA BOLIVARIANA CARACCIOLO PARRA LEÓN,10.4724,-66.9005,1
ESCUELA BASICA BOLIVARIANA CARLOS JOSE BELLO,9.20318,-66.0013,1
ESCUELA BASICA BOLIVARIANA CARLOS TOVAR,9.658,-68.5789,1
ESCUELA BASICA BOLIVARIANA CARORA I,10.1601,-70.0849,1
ESCUELA BASICA BOLIVARIANA CORAZÓN DE JESÚS,10.4726,-64.176,1
ESCUELA BASICA BOLIVARIANA CUNAVICHITO 5,7.64363,-67.6116,1
ESCUELA BASICA BOLIVARIANA DEL ZAMURO,9.88559,-63.1632,1
ESCUELA BASICA BOLIVARIANA DESARROLLO CAMBURITO,9.57814,-69.27,1
ESCUELA BASICA BOLIVARIANA DOCTOR JOSE GREGORIO HERNANDEZ,9.60833,-68.5083,1
ESCUELA BASICA BOLIVARIANA EDUARDO MENDEZ,9.91539,-67.3729,1
ESCUELA BASICA BOLIVARIANA EL RODEO,10.5224,-71.6548,1
ESCUELA BASICA BOLIVARIANA FRANCISCO BOADAS DIAZ,11.0073,-63.9539,1
ESCUELA BASICA BOLIVARIANA FRANCISCO DE MIRANDA,9.92476,-67.3265,1
ESCUELA BASICA BOLIVARIANA GC-01 OROCOLLAL,9.92618,-66.3901,1
ESCUELA BASICA BOLIVARIANA GC-54 BOTALON,9.85938,-66.3975,1
ESCUELA BASICA BOLIVARIANA GUAYABAL,9.79928,-63.2936,1
ESCUELA BASICA BOLIVARIANA HECTOR VIDAL BENAUCO,7.84482,-67.5297,1
ESCUELA BASICA BOLIVARIANA IGINIO MORALES,9.66198,-68.584,1
ESCUELA BASICA BOLIVARIANA ILAPECA,9.70102,-63.61,1
ESCUELA BÁSICA BOLIVARIANA ISMAEL SALAZAR,9.71048,-63.3084,1
ESCUELA BASICA BOLIVARIANA LA CONCORDIA,8.6082,-70.1942,1
ESCUELA BASICA BOLIVARIANA LA MAPORA,9.67598,-68.5773,1
ESCUELA BASICA BOLIVARIANA LA SARRAPIA,9.81595,-63.161,1
ESCUELA BASICA BOLIVARIANA LAS PALMAS,8.60668,-70.2368,1
ESCUELA BASICA BOLIVARIANA LEONCIO QUINTANA,10.6106,-71.6799,1
ESCUELA BASICA BOLIVARIANA LOS MONOS,9.85648,-68.3537,1
ESCUELA BASICA BOLIVARIANA MANUELITA SAENZ,9.525,-69.2111,1
ESCUELA BASICA BOLIVARIANA NACIONAL LA ESPERANZA,10.5249,-67.1187,1
ESCUELA BASICA BOLIVARIANA NUESTRA SEÑORA DEL PILAR,9.56886,-69.2183,1
ESCUELA BASICA BOLIVARIANA ORITUCO,9.85159,-66.3809,1
ESCUELA BASICA BOLIVARIANA OSWALDO DEL NOGAL,7.88542,-67.4636,1
ESCUELA BASICA BOLIVARIANA PADRE DIEGO,10.1352,-69.5403,1
ESCUELA BASICA BOLIVARIANA PEDRO MAXIMO CAMPOS,9.75749,-63.164,1
ESCUELA BASICA BOLIVARIANA RICARDO MONTILLA,10.4645,-66.603,1
ESCUELA BASICA BOLIVARIANA SAN GERONIMO,10.3114,-68.7828,1
ESCUELA BASICA BOLIVARIANA TERESA HURTADO,7.77483,-68.2268,1
ESCUELA BASICA BOLIVARIANA VIRGEN DEL VALLE,9.79806,-63.3209,1
ESCUELA BASICA BOLIVARIANA VIRGEN MARIA,8.60452,-70.2058,1
ESCUELA BASICA BRASIL 4TO.,10.4249,-64.1782,1
ESCUELA BASICA CACIQUE ARAMARE,5.66331,-67.6175,1
ESCUELA BASICA CAMILO CONTRERAS,8.62823,-71.1441,1
ESCUELA BASICA CAMPO ELIAS (B),8.54791,-71.2415,1
ESCUELA BASICA CARDONAL SUR,10.6082,-71.6621,1
ESCUELA BÁSICA CARIPE,9.7269,-63.2545,1
ESCUELA BASICA CARLOS ALBERTO PELAYO,9.56879,-69.2221,1
ESCUELA BASICA CARMELO JOSE MUJICA,7.81193,-67.581,1
ESCUELA BASICA CARMEN DE RAMIREZ,10.3367,-68.7214,1
ESCUELA BASICA CARMEN EBELIA DOUGLAS,9.71212,-63.2532,1
ESCUELA BASICA CARMEN FERNANDEZ DE LEONI,10.0756,-69.1161,1
ESCUELA BASICA CARMEN HERNANDEZ DE MILANO,9.88559,-63.1632,1
ESCUELA BASICA CARORA,10.1827,-70.0847,1
ESCUELA BASICA CASTOR GUEVARA,9.72169,-63.2533,1
ESCUELA BASICA CC-25 SOCORRO DE PORTUGUESA,8.5787,-67.8415,1
ESCUELA BASICA CECILIA MUJICA,10.3354,-68.7371,1
ESCUELA BASICA CECILIO ACOSTA,10.3407,-68.7295,1
ESCUELA BASICA CELINA ACOSTA DE VIANA,8.91739,-67.4264,1
ESCUELA BASICA CENTURION,9.69053,-63.6167,1
ESCUELA BASICA CERRITOS BLANCOS II,10.0334,-69.3933,1
ESCUELA BASICA CIUDAD BARINAS,8.64186,-70.2244,1
ESCUELA BASICA CIUDAD BOLIVIA,8.3541,-70.5676,1
ESCUELA BASICA CIUDAD DE ACARIGUA,9.5526,-69.2032,1
ESCUELA BASICA CIUDAD DE ARAURE,9.56961,-69.2085,1
ESCUELA BASICA CIUDAD DE GUANARE,9.03858,-69.7567,1
ESCUELA BASICA CLARA MATOS ARZOLA,9.22496,-66.0165,1
ESCUELA BASICA COLINAS DEL PARAMACONI,9.7324,-63.2321,1
ESCUELA BASICA CONCENTRADA  BOCA DE ANARO NUMERO 001,7.80718,-70.2893,1
ESCUELA BASICA CONCENTRADA  EL TESORO NUMERO 185,8.3541,-70.5676,1
ESCUELA BASICA CONCENTRADA  NUMERO 206 NER -50,9.95507,-68.2468,1
ESCUELA BASICA CONCENTRADA 23-23,7.8111,-72.435,1
ESCUELA BASICA CONCENTRADA BOLIVARIANA LAS PEÑITAS,8.34531,-70.5246,1
ESCUELA BASICA CONCENTRADA DANTAS,8.6016,-71.7336,1
ESCUELA BASICA CONCENTRADA MIXTA LOS COCOS,10.6393,-63.258,1
ESCUELA BASICA CONCENTRADA NUMERO 190,9.64009,-69.3176,1
ESCUELA BASICA CONSUELO DE RODRIGUEZ,10.0818,-69.1236,1
ESCUELA BASICA CORDOBA,7.75917,-72.2376,1
ESCUELA BASICA CORONEL JOSE VICENTE PEÑA,10.0857,-69.1435,1
ESCUELA BASICA CREACION CALICANTO,10.1895,-70.0673,1
ESCUELA BASICA CREACION LAS PARCELAS,9.69853,-63.6042,1
ESCUELA BÁSICA CHIPICHIPI,10.6633,-63.2417,1
ESCUELA BASICA DANIEL CANONICO,10.0334,-69.3695,1
ESCUELA BASICA DANIEL OLEARY,7.88627,-67.4791,1
ESCUELA BASICA DC- 21 EL BOSTERO,9.39818,-66.0518,1
ESCUELA BASICA DC-08 LOS ALGODONES,9.02435,-66.1522,1
ESCUELA BASICA DC-20 EL PÁRAMO,9.34672,-66.0352,1
ESCUELA BASICA DC-9 LA PEREÑA,9.14907,-65.9609,1
ESCUELA BASICA DOCTOR CARLOS RODRIGUEZ ORTIZ,9.03063,-69.7347,1
ESCUELA BASICA DOCTOR FRANCISCO LAZO MARTI,8.94433,-67.3942,1
ESCUELA BASICA DOCTOR LEON TRUJILLO,10.32,-68.7835,1
ESCUELA BASICA DOCTOR MARCIAL HERNANDEZ (ANEXO 1),10.685,-71.6324,1
ESCUELA BASICA DOCTOR RAMON REINOSO NUEZ,8.62044,-71.1365,1
ESCUELA BASICA DOCTOR. LUIS BELTRAN PRIETO FIGUEROA,9.77746,-63.1879,1
ESCUELA BASICA DON  LINO JIMENEZ,8.64382,-70.2292,1
