codigo_centro,nombre_centro,direccion,cod_estado,estado,cod_municipio,municipio,cod_parroquia,parroquia,numero_mesa,electores,circuito_an,lat,lon,riesgo
110601016,INCE,,11,EDO. LARA,06,MP. TORRES,01,PQ. TRINIDAD SAMUEL,2,600,,,,1
120801004,UNIDAD EDUCATIVA LA PUEBLITA,,12,EDO. MERIDA,08,LIBERTADOR,01,ARIAS,1,748,,,,1
120801005,COLEGIO PRIVADO JARDIN FRANCISCANO,,12,EDO. MERIDA,08,MP. LIBERTADOR,01,PQ. ARIAS,1,870,,,,1
121804001,GRUPO ESCOLAR ESTADO PORTUGUESA,,12,EDO. MERIDA,18,MP. SUCRE,04,PQ. SAN JUAN,5,899,,,,1
130101001,UNIDAD EDUCATIVA ROSCIO,,13,EDO. MIRANDA,01,MP. ACEVEDO,01,PQ. CAUCAGUA,5,840,,,,1
130901107,ESCUELA MUNICIPAL 5 DE JULIO,,13,EDO. MIRANDA,09,MP. SUCRE,01,PQ. PETARE,4,942,,,,1
131603011,COLEGIO DE FARMACEUTICOS DISTRITO METROPOLITANO DE CARACAS  Y EL ESTADO MIRANDA,,13,EDO. MIRANDA,16,MP. BARUTA,03,PQ. LAS MINAS DE BARUTA,2,654,,,,1
191602004,UNIDAD BÁSICA EDUCATIVA MONSEÑOR CARRILLO,,19,EDO. TRUJILLO,16,MP. BOLIVAR,02,PQ. CHEREGUE,2,662,,,,1
210516014,UNIDAD EDUCATIVA GABRIEL BRACHO,,21,EDO. ZULIA,05,MARACAIBO,16,VENANCIO PULGAR,2,632,,,,1
210701016,UNIDAD EDUCATIVA ESTADAL AMERICA LOPEZ DE VARGAS,,21,EDO. ZULIA,07,GUAJIRA,01,GOAJIRA,3,1468,,,,1
210703001,ESCUELA BASICA ESTADAL SAN FRANCISCO DE ASIS,,21,EDO. ZULIA,07,GUAJIRA,03,SINAMAICA,2,913,,,,1
211201004,ESCUELA BASICA NACIONAL DOCTOR. RAUL CUENCA,,21,EDO. ZULIA,12,CATATUMBO,01,UDON PEREZ,2,946,,,,1
211803009,ESCUELA BASICA BICENTENARIO JOSE ANTONIO PAEZ,,21,EDO. ZULIA,18,MP. SAN FRANCISCO,03,PQ. SAN FRANCISCO,4,923,,,,1
211901010,ESCUELA EL CALVARIO,,21,EDO. ZULIA,19,JESUS MARIA SEMPRUM,01,BARI,1,342,,,,1
212002005,LICEO BOLIVARIANO NICOLÁS ARAMBULO,,21,EDO. ZULIA,20,FRANCISCO JAVIER PULGAR,02,CARLOS QUEVEDO,1,479,,,,1
212103001,UNIDAD EDUCATIVA BOLIVARIANA RIVERA,,21,EDO. ZULIA,21,SIMON BOLIVAR,03,RAFAEL URDANETA,1,834,,,,1
240101002,UNIDAD EDUCATIVA NACIONAL CORAPAL,,24,EDO. LA GUAIRA,01,MP. VARGAS,01,PQ. CARABALLEDA,1,1145,,,,1
240106009,UNIDAD EDUCATIVA PRIVADA BLAISE PASCAL,,24,EDO. LA GUAIRA,01,MP. VARGAS,06,PQ. MACUTO,2,932,,,,1
240107011,GRUPO ESCOLAR REPUBLICA DEL SALVADOR,,24,EDO. LA GUAIRA,01,MP. VARGAS,07,PQ. MAIQUETIA,2,936,,,,1
010101001,UNIDAD EDUCATIVA DISTRITAL MADARIAGA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,757,,,,1
010101001,UNIDAD EDUCATIVA DISTRITAL MADARIAGA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,757,,,,1
010101001,UNIDAD EDUCATIVA DISTRITAL MADARIAGA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,757,,,,1
010101002,UNIDAD EDUCATIVA SANTA BARBARA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,772,,,,1
010101002,UNIDAD EDUCATIVA SANTA BARBARA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,772,,,,1
010101002,UNIDAD EDUCATIVA SANTA BARBARA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,772,,,,1
010101003,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,1150,,,,1
010101003,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,1150,,,,1
010101003,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,4,1150,,,,1
010101003,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,5,1150,,,,1
010101003,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,6,1150,,,,1
010101003,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,7,1150,,,,1
010101004,UNIDAD EDUCATIVA NACIONAL DOCTOR FRANCISCO MENDOZA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,959,,,,1
010101004,UNIDAD EDUCATIVA NACIONAL DOCTOR FRANCISCO MENDOZA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,959,,,,1
010101006,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,1081,,,,1
010101006,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,1081,,,,1
010101006,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,1081,,,,1
010101006,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,5,1081,,,,1
010101007,ESCUELA NACIONAL DE ARTES ESCÉNICAS CESAR RENGIFO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,707,,,,1
010101007,ESCUELA NACIONAL DE ARTES ESCÉNICAS CESAR RENGIFO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,707,,,,1
010101007,ESCUELA NACIONAL DE ARTES ESCÉNICAS CESAR RENGIFO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,707,,,,1
010101008,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,824,,,,1
010101008,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,824,,,,1
010101008,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,824,,,,1
010101008,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,4,824,,,,1
010101008,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,5,824,,,,1
010101008,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,6,824,,,,1
010101009,UNIDAD EDUCATIVA SANTA TERESA DEL NIÑO JESÚS,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,931,,,,1
010101009,UNIDAD EDUCATIVA SANTA TERESA DEL NIÑO JESÚS,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,931,,,,1
010101009,UNIDAD EDUCATIVA SANTA TERESA DEL NIÑO JESÚS,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,3,931,,,,1
010101010,CENTRO DE EDUCACIÓN INICIAL RAFAEL MARIA BARALT,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,684,,,,1
010101010,CENTRO DE EDUCACIÓN INICIAL RAFAEL MARIA BARALT,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,684,,,,1
010101026,CENTRO DE EDUCACIÓN INICIAL SAMUEL ROBINSÓN,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,535,,,,1
010101026,CENTRO DE EDUCACIÓN INICIAL SAMUEL ROBINSÓN,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,535,,,,1
010101031,CASA DE NUESTRA AMERICA JOSE MARTI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,609,,,,1
010101031,CASA DE NUESTRA AMERICA JOSE MARTI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,2,609,,,,1
010101033,UNIDAD EDUCATIVA CENTRO  ORIENTACIÓN PEDAGÓGICA  ANDRÉS ELOY BLANCOELOY BLANCO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,855,,,,1
010101036,OFICINA PRESIDENCIAL PARA PROYECTOS ESPECIALES 06,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,304,,,,1
010101037,SALA SITUACIONAL PANTEÓN NACIONAL,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,202,,,,1
010101039,CASA COMUNAL LA TRILLA NÚMERO 13,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,01,PQ. ALTAGRACIA,1,274,,,,1
010102004,ESCUELA MUNICIPAL JOSÉ RAMÓN CAMEJO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,832,,,,1
010102004,ESCUELA MUNICIPAL JOSÉ RAMÓN CAMEJO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,832,,,,1
010102006,COLEGIO SAN FRANCISCO DE SALES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,970,,,,1
010102006,COLEGIO SAN FRANCISCO DE SALES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,970,,,,1
010102006,COLEGIO SAN FRANCISCO DE SALES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,970,,,,1
010102006,COLEGIO SAN FRANCISCO DE SALES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,4,970,,,,1
010102008,ESCUELA EXPERIMENTAL VENEZUELA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,959,,,,1
010102008,ESCUELA EXPERIMENTAL VENEZUELA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,959,,,,1
010102008,ESCUELA EXPERIMENTAL VENEZUELA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,959,,,,1
010102008,ESCUELA EXPERIMENTAL VENEZUELA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,4,959,,,,1
010102008,ESCUELA EXPERIMENTAL VENEZUELA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,5,959,,,,1
010102009,PATRONATO SAN JOSÉ DE TARBES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,763,,,,1
010102009,PATRONATO SAN JOSÉ DE TARBES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,763,,,,1
010102009,PATRONATO SAN JOSÉ DE TARBES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,763,,,,1
010102009,PATRONATO SAN JOSÉ DE TARBES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,4,763,,,,1
010102010,LICEO ANDRÉS BELLO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,6,3831,,,,1
010102010,LICEO ANDRÉS BELLO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,12,3831,,,,1
010102010,LICEO ANDRÉS BELLO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,13,3831,,,,1
010102011,ESCUELA BASICA NACIONAL JOSE ANGEL ALAMO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,1218,,,,1
010102011,ESCUELA BASICA NACIONAL JOSE ANGEL ALAMO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,1218,,,,1
010102011,ESCUELA BASICA NACIONAL JOSE ANGEL ALAMO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,4,1218,,,,1
010102011,ESCUELA BASICA NACIONAL JOSE ANGEL ALAMO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,5,1218,,,,1
010102011,ESCUELA BASICA NACIONAL JOSE ANGEL ALAMO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,6,1218,,,,1
010102012,OFICINA DEL MINISTERIO DEL TRABAJO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,810,,,,1
010102012,OFICINA DEL MINISTERIO DEL TRABAJO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,810,,,,1
010102013,UNIDAD EDUCATIVA LICEO ALCAZAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,3307,,,,1
010102014,UNIDAD EDUCATIVA COLEGIO LUIS DE CAMOES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,931,,,,1
010102014,UNIDAD EDUCATIVA COLEGIO LUIS DE CAMOES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,931,,,,1
010102014,UNIDAD EDUCATIVA COLEGIO LUIS DE CAMOES,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,931,,,,1
010102015,INSTITUTO UNITARIO DEL CENTRO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,1195,,,,1
010102015,INSTITUTO UNITARIO DEL CENTRO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,1195,,,,1
010102015,INSTITUTO UNITARIO DEL CENTRO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,4,1195,,,,1
010102017,IPOSTEL,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,972,,,,1
010102017,IPOSTEL,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,2,972,,,,1
010102017,IPOSTEL,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,3,972,,,,1
010102017,IPOSTEL,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,4,972,,,,1
010102018,COLEGIO DORA BURGUEÑO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,891,,,,1
010102019,CENTRO DE EDUCACION INICIAL BOLIVARIANO SIMONCITO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,994,,,,1
010102021,URBANISMO CENTAURO BICENTENARIO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,114,,,,1
010102024,EDIFICIO GIGANTE DE LA PATRIA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,02,PQ. CANDELARIA,1,153,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,2,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,3,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,4,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,6,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,7,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,8,1101,,,,1
010103001,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,10,1101,,,,1
010103002,CASA COLONIAL SANTA INÉS CANO AMARILLO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,630,,,,1
010103002,CASA COLONIAL SANTA INÉS CANO AMARILLO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,2,630,,,,1
010103004,ESCUELA BÁSICA BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,770,,,,1
010103004,ESCUELA BÁSICA BOLÍVAR,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,2,770,,,,1
010103005,UNIDAD EDUCATIVA SAN RAFAEL DE PAGUITA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,986,,,,1
010103005,UNIDAD EDUCATIVA SAN RAFAEL DE PAGUITA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,2,986,,,,1
010103005,UNIDAD EDUCATIVA SAN RAFAEL DE PAGUITA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,3,986,,,,1
010103006,UNIDAD EDUCATIVA COLEGIO ÁVILA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,759,,,,1
010103006,UNIDAD EDUCATIVA COLEGIO ÁVILA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,2,759,,,,1
010103006,UNIDAD EDUCATIVA COLEGIO ÁVILA,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,3,759,,,,1
010103010,BIBLIOTECA PUBLICA CENTRAL SIMON RODRIGUEZ,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,696,,,,1
010103010,BIBLIOTECA PUBLICA CENTRAL SIMON RODRIGUEZ,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,2,696,,,,1
010103010,BIBLIOTECA PUBLICA CENTRAL SIMON RODRIGUEZ,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,3,696,,,,1
010103011,GRAN MISIÓN VIVIENDA EDIFICIO SIMON,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,03,PQ. CATEDRAL,1,164,,,,1
010104001,ESCUELA BÁSICA PRIVADA COLEGIO SAN FRANCISCO JAVIER,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,1,695,,,,1
010104001,ESCUELA BÁSICA PRIVADA COLEGIO SAN FRANCISCO JAVIER,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,2,695,,,,1
010104003,AMBULATORIO NORTE,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,1,699,,,,1
010104004,UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTISTA ALBERDI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,1,892,,,,1
010104004,UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTISTA ALBERDI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,2,892,,,,1
010104004,UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTISTA ALBERDI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,3,892,,,,1
010104004,UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTISTA ALBERDI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,4,892,,,,1
010104004,UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTISTA ALBERDI,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,5,892,,,,1
010104005,ESCUELA BÁSICA NACIONAL BOLIVARIANA LEÓN TRUJILLO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,1,1001,,,,1
010104012,UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO SAN JUDAS TADEO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,1,844,,,,1
010104012,UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO SAN JUDAS TADEO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,2,844,,,,1
010104012,UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO SAN JUDAS TADEO,,01,DTTO. CAPITAL,01,MP. BLVNO LIBERTADOR,04,PQ. LA PASTORA,3,844,,,,1
