codigo_centro,codigo_cne_nuevo,codigo_viejo,codigo_cne_viejo,nombre_centro,num_electores,num_mesas,votos_validos,votos_gobierno,votos_oposicion,votos_otros,votos_nulos,total_votos,pct_gobierno,pct_oposicion,participacion,fuente_url
010101001,010101001,40,40,UNID BASC MADARIAGA,2161,4,1584,646,938,0,36,1620,40.78,59.22,74.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101002,010101002,41,41,U.E.P. SANTA BARBARA,1860,4,1463,687,776,0,22,1485,46.96,53.04,79.84,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101003,010101003,60,60,UND EDUC COLEGIO LA SALLE,5856,11,4317,1426,2891,0,61,4378,33.03,66.97,74.76,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101004,010101004,70,70,ESC BASC DR FRANCISCO MENDOZA,1576,3,1150,570,580,0,31,1181,49.57,50.43,74.94,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101005,010101005,81,81,UNID EDUC CENTRAL DE EDUCACION,1403,3,935,387,548,0,19,954,41.39,58.61,68.0,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101006,010101006,82,82,COL UNIV FRANCISCO DE MIRANDA,4457,8,3310,1657,1653,0,76,3386,50.06,49.94,75.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101007,010101007,89,89,ESC DE ARTES ESCENICAS CESAR RENGIFO,2243,4,1564,730,834,0,42,1606,46.68,53.32,71.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101008,010101008,90,90,INST BAS SIMON BOLIVAR,4024,8,2887,1373,1514,0,58,2945,47.56,52.44,73.19,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101009,010101009,100,100,UNID EDUC SANTA TERESA DEL NIO JESUS,2249,4,1588,447,1141,0,19,1607,28.15,71.85,71.45,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101010,010101010,704,704,JARDIN DE INF RAFAEL M BARALT,1320,3,921,556,365,0,24,945,60.37,39.63,71.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101025,010101025,42,42,CENTRO MUNICIPAL DE ATENCION INTEGRAL ALTAGRACIA (CMAI),666,2,539,414,125,0,8,547,76.81,23.19,82.13,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010101026,010101026,43,43,CENTRO DE EDUCACION INICIAL SAMUEL ROBINSON,513,1,424,305,119,0,6,430,71.93,28.07,83.82,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102004,010102004,160,160,ESCUELA MUNICIPAL JOSE RAMON CAMEJO,1331,3,879,450,429,0,29,908,51.19,48.81,68.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102005,010102005,170,170,COLEGIO LA VIRGEN NI/A,1622,3,1141,565,576,0,29,1170,49.52,50.48,72.13,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102006,010102006,180,180,COL SAN FRANCISCO DE SALES,3880,7,2841,797,2044,0,51,2892,28.05,71.95,74.54,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102007,010102007,190,190,ESC BASC JOSEFINA DAVIOT,1653,3,1128,316,812,0,25,1153,28.01,71.99,69.75,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102008,010102008,200,200,ESCUELA EXPERIMENTAL VENEZUELA,4460,8,3252,1127,2125,0,59,3311,34.66,65.34,74.24,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102009,010102009,201,201,PATRONATO SAN JOSE DE TARBES,2502,5,1995,446,1549,0,21,2016,22.36,77.64,80.58,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102010,010102010,210,210,LICEO ANDRES BELLO,11534,21,8081,2824,5257,0,165,8246,34.95,65.05,71.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102011,010102011,220,220,ESC BASC NAC JOSE ANGEL ALAMO,6242,11,4108,1204,2904,0,81,4189,29.31,70.69,67.11,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102012,010102012,221,221,OFIC.DEL MINISTERIO DEL TRABAJO,1732,3,1293,453,840,0,29,1322,35.03,64.97,76.33,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102013,010102013,230,230,UNID EDUC LICEO ALCAZAR,3201,6,2094,607,1487,0,50,2144,28.99,71.01,66.98,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102014,010102014,231,231,UNID EDUC COLEGIO LUIS DE CAMOES,2014,4,1414,359,1055,0,27,1441,25.39,74.61,71.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102015,010102015,241,241,INST.UNITARIO DEL CENTRO,3300,6,2224,576,1648,0,47,2271,25.9,74.1,68.82,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102017,010102017,161,161,IPOSTEL,1186,2,917,355,562,0,13,930,38.71,61.29,78.41,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102018,010102018,162,162,COLEGIO DORA BURGUE—O,242,1,211,66,145,0,1,212,31.28,68.72,87.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010102019,010102019,163,163,CENTRO DE EDUCACION INICIAL BOLIVARIANO SIMONCITO,344,1,293,111,182,0,4,297,37.88,62.12,86.34,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010103001,010103001,260,260,INST CICLO DIV FERMIN TORO,5039,9,3266,2417,849,0,81,3347,74.0,26.0,66.42,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010103002,010103002,261,261,CASA COLONIAL SANTA INES CANO AMARILLO,1905,4,1151,699,452,0,21,1172,60.73,39.27,61.52,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010103003,010103003,262,262,OFIC CONCEJO MUNICIPAL,1585,3,904,424,480,0,20,924,46.9,53.1,58.3,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010103004,010103004,280,280,ESC BASICA BOLIVAR,1819,4,1282,730,552,0,41,1323,56.94,43.06,72.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010103005,010103005,281,281,UNID EDUC SAN RAFAEL DE PAGUITA,2267,4,1648,1049,599,0,43,1691,63.65,36.35,74.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010103006,010103006,290,290,UNID EDUC COLEGIO AVILA,1318,3,835,370,465,0,21,856,44.31,55.69,64.95,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104001,010104001,11,11,COLEGIO SAN FRANCISCO JAVIER,1558,3,1102,477,625,0,26,1128,43.28,56.72,72.4,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104002,010104002,30,30,ESC BASC JOSE GIL FORTUL,2080,4,1498,658,840,0,29,1527,43.93,56.07,73.41,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104003,010104003,31,31,CENTRO AMBULATORIO URBANO,757,2,502,222,280,0,14,516,44.22,55.78,68.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104004,010104004,310,310,U B MUNC JUAN BAUTISTA ALBERDI,4319,8,2987,1819,1168,0,80,3067,60.9,39.1,71.01,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104005,010104005,312,312,ESC BAS LEON TRUJILLO,783,2,574,397,177,0,10,584,69.16,30.84,74.58,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104006,010104006,313,313,CTO DES INT DRA CARMEN COELLO,684,2,496,295,201,0,7,503,59.48,40.52,73.54,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104010,010104010,340,340,ESC B DIV ALBERTINA ANDRESSEN,656,2,451,283,168,0,11,462,62.75,37.25,70.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104011,010104011,341,341,ESC. UNITARIA N 44,338,1,273,194,79,0,10,283,71.06,28.94,83.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104012,010104012,350,350,U E P COL AGUSTINIANO SN JUDAS T,3492,7,2517,1189,1328,0,69,2586,47.24,52.76,74.05,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104013,010104013,360,360,DISPENSARIO JOSE IZQUIERDO,1487,3,1075,592,483,0,20,1095,55.07,44.93,73.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104014,010104014,370,370,U E NAC LINO GALLARDO,3155,6,2271,1183,1088,0,46,2317,52.09,47.91,73.44,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104015,010104015,380,380,ESC BAS PARROQUIA LA PASTORA,1031,2,746,391,355,0,9,755,52.41,47.59,73.23,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104016,010104016,388,388,ANEXO AL PRES MANUEL CABRE,543,1,406,175,231,0,12,418,43.1,56.9,76.98,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104017,010104017,389,389,SEDE PRINCIPAL PRE ESCOLAR MANUEL CABRE,904,2,669,315,354,0,14,683,47.09,52.91,75.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104018,010104018,390,390,U EDUC NAC CRUCITA DELGADO,3135,6,2281,1144,1137,0,52,2333,50.15,49.85,74.42,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104019,010104019,391,391,UNIDAD EDUCATIVA PRIMAVERA,959,2,718,348,370,0,23,741,48.47,51.53,77.27,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104020,010104020,392,392,GRAN FRATERNIDAD UNIVERSAL,1157,2,850,414,436,0,14,864,48.71,51.29,74.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104022,010104022,400,400,ESC BAS SAN FRANCISCO JAVIER,3424,6,2521,1282,1239,0,69,2590,50.85,49.15,75.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104024,010104024,410,410,U EDUC DIV ENRIQUE CHAUMET,4025,7,2860,1633,1227,0,68,2928,57.1,42.9,72.75,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104025,010104025,411,411,U E P COLEGIO MODERNO,2487,5,1915,877,1038,0,41,1956,45.8,54.2,78.65,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104026,010104026,412,412,U E D ANTONIO VAAMONDE,547,1,403,201,202,0,12,415,49.88,50.12,75.87,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104027,010104027,413,413,U E PRIV SAN JUDAS TADEO,548,1,385,197,188,0,9,394,51.17,48.83,71.9,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104028,010104028,414,414,U E NAC PERU DE LA CROIX,2934,6,2147,1153,994,0,56,2203,53.7,46.3,75.09,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104029,010104029,420,420,U E NAC REPUBLICA DE BOLIVIA,3015,6,2058,1068,990,0,49,2107,51.9,48.1,69.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104030,010104030,421,421,C AGUSTINIANO DIVINA PASTORA,2669,5,2020,852,1168,0,41,2061,42.18,57.82,77.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104031,010104031,430,430,UNIV SANTA ROSA DE LIMA,1274,3,933,393,540,0,21,954,42.12,57.88,74.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104032,010104032,440,440,U E NAC JOSE J PAZ CASTILLO,1562,3,1101,551,550,0,27,1128,50.05,49.95,72.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104033,010104033,460,460,UND EDUC NAC AGUSTIN AVELEDO,3898,7,2693,1248,1445,0,71,2764,46.34,53.66,70.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104034,010104034,461,461,U E D MONSEOR CASTILLO,718,2,558,217,341,0,13,571,38.89,61.11,79.53,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104036,010104036,470,470,U EDUC B 5 DE JULIO,1771,3,1253,529,724,0,29,1282,42.22,57.78,72.39,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104037,010104037,480,480,U DISTRITAL URDANETA,1325,3,919,412,507,0,21,940,44.83,55.17,70.94,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104038,010104038,490,490,ESC BAS ESTEBAN GIL BORGES,2165,4,1467,754,713,0,33,1500,51.4,48.6,69.28,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104039,010104039,491,491,U DISTRITAL RIVAS,874,2,631,291,340,0,27,658,46.12,53.88,75.29,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104040,010104040,492,492,U E PRQ NUESTRA SRA DE COROMOTO,508,1,399,161,238,0,13,412,40.35,59.65,81.1,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104042,010104042,13,13,UNIDAD EDUCATIVA COLEGIO LUZ Y SABER,347,1,286,180,106,0,2,288,62.94,37.06,83.0,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104043,010104043,14,14,CENTRO MUNICIPAL DE ATENCION INTEGRAL (CMAI),198,1,152,111,41,0,8,160,73.03,26.97,80.81,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104045,010104045,16,16,CENTRO PRE-ESCOLAR ARTURO MICHELENA II,199,1,167,116,51,0,4,171,69.46,30.54,85.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010104046,010104046,17,17,UNIDAD EDUCATIVA DISTRITAL JOSE LUIS RAMOS,3867,7,2651,1514,1137,0,97,2748,57.11,42.89,71.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105002,010105002,510,510,COLEGIO CORAZON DE MARIA,2214,4,1507,725,782,0,37,1544,48.11,51.89,69.74,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105003,010105003,520,520,DISPENSARIO DR CARDOZO,1012,2,662,341,321,0,11,673,51.51,48.49,66.5,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105005,010105005,552,552,ESCUELA DE ARTES PLASTICAS CRISTOBAL ROJAS,2359,4,1657,702,955,0,28,1685,42.37,57.63,71.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105010,010105010,560,560,U B NAC ELIAS RODRIGUEZ,2674,5,1845,1338,507,0,45,1890,72.52,27.48,70.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105012,010105012,562,562,PRE ESC J I CONCEPCION MARIO,1304,3,993,718,275,0,22,1015,72.31,27.69,77.84,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105013,010105013,570,570,CENTRO DE MISIONES MANUEL FOMBONA PACHANO,2869,5,2019,1508,511,0,39,2058,74.69,25.31,71.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105014,010105014,571,571,CEMAI SAN AGUSTIN AV. RUIZ PINEDA,1395,3,981,715,266,0,28,1009,72.88,27.12,72.33,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105015,010105015,580,580,G ESC MUNICIPAL JUAN LANDAETA,3466,6,2319,1684,635,0,62,2381,72.62,27.38,68.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105016,010105016,581,581,ESC.NERIDA SISO DE VAZQUEZ,2605,5,1916,1124,792,0,50,1966,58.66,41.34,75.47,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105017,010105017,502,502,MUSEO DE LA ESTAMPA Y EL DISE—O CARLOS CRUZ DIEZ,1156,2,684,337,347,0,16,700,49.27,50.73,60.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105018,010105018,503,503,UNIDAD EDUCATIVA NACIONAL JOSE DE OVIEDO Y BA—OS,164,1,110,87,23,0,1,111,79.09,20.91,67.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105019,010105019,582,582,PREESCOLAR ASISTENCIAL MAFALDA,1090,2,739,349,390,0,20,759,47.23,52.77,69.63,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105020,010105020,583,583,CENTRO PREESCOLAR DIVINA PASTORA,4880,9,3314,1261,2053,0,96,3410,38.05,61.95,69.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010105021,010105021,584,584,BIBLIOTECA LEONARDO RUIZ PINEDA,1844,4,1354,901,453,0,36,1390,66.54,33.46,75.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106001,010106001,20,20,UND BASC ANTONIO ORNES,1428,3,966,574,392,0,25,991,59.42,40.58,69.4,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106002,010106002,590,590,G E NAC JESUS MARIA PAEZ,3723,7,2660,1450,1210,0,63,2723,54.51,45.49,73.14,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106003,010106003,600,600,UNID EDUC BERNARDO O HIGGINS,2793,5,1922,966,956,0,68,1990,50.26,49.74,71.25,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106004,010106004,650,650,U EDUCATIVA ARMADO ZULOAGA,4072,8,3008,1253,1755,0,70,3078,41.66,58.34,75.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106005,010106005,651,651,COLEGIO LA TRINIDAD,2337,4,1640,742,898,0,44,1684,45.24,54.76,72.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106008,010106008,660,660,ESCUELA MUNICIPAL ANZOATEGUI,1508,3,1046,436,610,0,27,1073,41.68,58.32,71.15,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106009,010106009,661,661,COLEGIO PADRE MADARIAGA,2040,4,1623,564,1059,0,27,1650,34.75,65.25,80.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106010,010106010,670,670,LICEO STOS MICHELENA,4977,9,3494,1260,2234,0,79,3573,36.06,63.94,71.79,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106011,010106011,680,680,LICEO RAFAEL URDANETA,4756,9,3308,1207,2101,0,60,3368,36.49,63.51,70.82,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106012,010106012,710,710,HOSPITAL RISQUEZ,2300,4,1571,931,640,0,37,1608,59.26,40.74,69.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106013,010106013,711,711,COL MARIA INMACULADA,1959,4,1502,444,1058,0,19,1521,29.56,70.44,77.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106014,010106014,655,655,BIBLIOTECA NACIONAL SALA 1,2105,4,1470,650,820,0,28,1498,44.22,55.78,71.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106017,010106017,22,22,UNIDAD EDUCACIONAL NI—O DIOS DE SAN JOSE,442,1,325,179,146,0,14,339,55.08,44.92,76.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106018,010106018,23,23,UNIDAD EDUCATIVA PRIVADA CIMIENTOS II,213,1,176,111,65,0,4,180,63.07,36.93,84.51,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010106019,010106019,24,24,UNIDAD EDUCACIONAL PRIVADA INSTITUTO JUNKAL,435,1,353,192,161,0,9,362,54.39,45.61,83.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107001,010107001,720,720,ESC BAS TEOTISTE DE GALLEGOS,2093,4,1483,1026,457,0,39,1522,69.18,30.82,72.72,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107002,010107002,730,730,ESCUELA NACIONAL ZOE XIQUES SILVA,3132,6,2184,1361,823,0,57,2241,62.32,37.68,71.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107003,010107003,731,731,J DE INF JUAN TORO IPOSTELIN,1139,2,831,538,293,0,29,860,64.74,35.26,75.5,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107004,010107004,732,732,COLEGIO PEDRO PABLO BALNOLA,958,2,651,374,277,0,24,675,57.45,42.55,70.46,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107005,010107005,733,733,CENTRO CULTURAL LAS AMARILLAS,881,2,535,360,175,0,12,547,67.29,32.71,62.09,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107006,010107006,734,734,ESCUELA NACIONAL. LOS EUCALIPTUS,1010,2,691,462,229,0,19,710,66.86,33.14,70.3,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107007,010107007,740,740,COLEGIO MUNICIPAL CAJIGAL,1416,3,923,649,274,0,34,957,70.31,29.69,67.58,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107008,010107008,750,750,ESC BAS ANGEL RIVAS BALDWIN,1534,3,1012,723,289,0,50,1062,71.44,28.56,69.23,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107009,010107009,759,759,INTITUTO UNIVERSITARIO TEGNOLOGICO DEL OESTE MARIS,2054,4,1340,668,672,0,36,1376,49.85,50.15,66.99,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107010,010107010,760,760,ESCUELA NACIONAL 19 DE ABRIL,5921,11,4033,2072,1961,0,125,4158,51.38,48.62,70.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107011,010107011,761,761,U EDUC PARTICULAR SAN JUAN,1880,4,1414,534,880,0,29,1443,37.77,62.23,76.76,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107012,010107012,762,762,LICEO 25 DE JULIO,4814,9,3448,1367,2081,0,94,3542,39.65,60.35,73.58,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107013,010107013,770,770,INCE SAN MARTIN,4523,8,3133,1390,1743,0,61,3194,44.37,55.63,70.62,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107014,010107014,780,780,IPOSTEL EL SILENCIO,1056,2,775,366,409,0,13,788,47.23,52.77,74.62,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107015,010107015,781,781,PRE-ESCOLAR GABRIELA MISTRAL,1045,2,774,387,387,0,18,792,50.0,50.0,75.79,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107016,010107016,790,790,ESCUELA NACIONAL GUZMAN BLANCO,1886,4,1231,589,642,0,36,1267,47.85,52.15,67.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107017,010107017,800,800,INSTITUTO NACIONAL DE NUTRICION,3909,7,2745,1042,1703,0,87,2832,37.96,62.04,72.45,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107018,010107018,811,811,ESC SAN JUAN BAUTISTA,3156,6,2174,960,1214,0,77,2251,44.16,55.84,71.32,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
010107019,010107019,812,812,COL. SAN FRANCISCO DE ASIS,1649,3,1185,671,514,0,31,1216,56.62,43.38,73.74,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
