transicion,metodo,tolerance_ladder,min_electores,cod_estado,estado,cuota,n_frame,n_con_historico_frame,n_con_outcome_frame,n_seleccionados,n_con_outcome,pct_cobertura_muestra,pct_cobertura_frame_outcome,pct_maduro_estado_hist,pct_maduro_muestra_hist,error_hist_pp,pct_maduro_muestra_hist_comparable,pct_maduro_estado_outcome,pct_maduro_muestra_outcome,error_outcome_pp,swing_estado,swing_muestra,swing_error_pp,electores_estado,similarity,n_difiere_otras_variantes,n_difiere_vs_winner_share,n_difiere_vs_top2_gap,n_difiere_vs_full_profile,distancia_media_sel,distancia_mediana_sel,distancia_max_sel,pasada_maxima,tolerancia_maxima,conteo_por_tolerancia,electores_medianos_sel,electores_minimos_sel
2018_2024,legacy_similarity,baseline,300,11,Lara,6,681,611,681,6,6,100.0,100.0,66.720956,66.769772,0.048815,66.769772,29.544448,24.501507,-5.04294,-37.176509,-42.268264,-5.091756,845082.0,winner_share,5,0,5,3,0.775545,0.653046,1.740114,1,2,2:6,4652.0,3640.0
2018_2024,legacy_similarity,baseline,300,12,Merida,4,505,466,505,4,4,100.0,100.0,66.606371,66.063523,-0.542848,66.063523,21.357592,19.82513,-1.532462,-45.248779,-46.238392,-0.989614,622546.0,winner_share,2,0,1,1,0.646316,0.315835,1.780789,1,2,2:4,4482.5,3820.0
2018_2024,legacy_similarity,baseline,300,13,Miranda,9,842,727,842,9,9,100.0,100.0,76.103796,75.63314,-0.470656,75.63314,31.775912,34.90939,3.133478,-44.327884,-40.72375,3.604134,1663256.0,winner_share,5,0,2,5,0.817479,0.796886,1.403802,1,2,2:9,5852.0,5328.0
2018_2024,legacy_similarity,baseline,300,14,Monagas,4,414,376,414,4,4,100.0,100.0,64.569134,64.746399,0.177265,64.746399,37.5742,37.816341,0.242141,-26.994934,-26.930058,0.064875,559572.0,winner_share,4,0,3,3,0.971745,1.093847,1.594107,1,2,2:4,4253.5,4080.0
2018_2024,legacy_similarity,baseline,300,15,Nueva Esparta,3,262,211,262,3,3,100.0,100.0,70.128847,70.846527,0.71768,70.846527,30.919589,30.997067,0.077478,-39.209258,-39.84946,-0.640202,373158.0,winner_share,3,0,3,2,1.199679,1.172326,1.695109,1,2,2:3,4255.0,3356.0
2018_2024,legacy_similarity,baseline,300,16,Portuguesa,5,587,550,587,5,5,100.0,100.0,65.943872,66.487044,0.543172,66.487044,33.540814,27.926509,-5.614305,-32.403058,-38.560535,-6.157477,640090.0,winner_share,5,0,4,4,1.234598,1.437545,1.974405,1,2,2:5,3474.0,3264.0
2018_2024,legacy_similarity,baseline,300,17,Sucre,5,618,587,618,5,5,100.0,100.0,66.512811,66.444043,-0.068768,66.444043,47.40136,40.607507,-6.793853,-19.111451,-25.836537,-6.725085,676738.0,winner_share,4,0,4,4,0.741748,0.813477,1.24798,1,2,2:5,3717.0,3648.0
2018_2024,legacy_similarity,baseline,300,18,Tachira,6,667,608,667,6,6,100.0,100.0,67.981093,68.236694,0.255602,68.236694,16.238649,12.320192,-3.918457,-51.742444,-55.916503,-4.174059,843625.0,winner_share,5,0,4,3,0.840755,0.678043,1.670649,1,2,2:6,4618.0,4152.0
2018_2024,legacy_similarity,baseline,300,19,Trujillo,4,591,560,591,4,4,100.0,100.0,64.62467,65.237186,0.612516,65.237186,34.516683,29.441835,-5.074848,-30.107987,-35.795351,-5.687364,541049.0,winner_share,1,0,0,1,0.635772,0.564013,1.099711,1,2,2:4,3295.0,3156.0
2018_2024,legacy_similarity,baseline,300,20,Yaracuy,4,443,413,443,4,4,100.0,100.0,62.830806,63.113704,0.282898,63.113704,36.444411,34.223619,-2.220792,-26.386395,-28.890086,-2.50369,442431.0,winner_share,4,0,4,4,0.757962,0.519708,1.964861,1,2,2:4,3122.0,2996.0
2018_2024,legacy_similarity,baseline,300,21,Zulia,11,1025,944,1024,11,11,100.0,99.902439,72.015941,71.991861,-0.02408,71.991861,28.701011,21.882973,-6.818038,-43.314931,-50.108888,-6.793957,1990029.0,winner_share,10,0,8,9,1.071901,1.062864,1.630815,1,2,2:11,4710.0,4205.0
2018_2024,legacy_similarity,baseline,300,22,Amazonas,2,64,61,64,2,2,100.0,100.0,61.36296,60.614793,-0.748167,60.614793,38.284492,42.439573,4.155081,-23.078469,-18.175221,4.903248,69946.0,winner_share,1,0,0,1,0.697075,0.697075,0.947956,1,2,2:2,1898.0,1356.0
2018_2024,legacy_similarity,baseline,300,23,Delta Amacuro,2,124,98,123,2,2,100.0,99.193548,65.90959,65.859198,-0.050393,65.859198,44.195574,41.468065,-2.72751,-21.714016,-24.391133,-2.677117,99383.0,winner_share,1,0,1,0,0.375605,0.375605,0.387612,1,2,2:2,975.0,828.0
2018_2024,legacy_similarity,baseline,300,24,La Guaira,3,165,160,165,3,3,100.0,100.0,74.429675,73.99376,-0.435915,73.99376,35.767666,34.908066,-0.8596,-38.662009,-39.085694,-0.423685,260842.0,winner_share,2,0,2,0,0.761882,0.542329,1.668481,1,2,2:3,4525.0,4292.0
2018_2024,legacy_similarity,baseline,300,01,Distrito Capital,7,602,517,602,7,7,100.0,100.0,70.89212,70.506201,-0.385919,70.506201,32.049031,33.9788,1.929769,-38.843089,-36.527401,2.315688,1235729.0,top2_gap,6,4,0,3,1.186001,1.137225,1.93533,1,2,2:7,5620.0,3868.0
2018_2024,legacy_similarity,baseline,300,02,Anzoategui,7,573,519,573,7,7,100.0,100.0,60.720968,60.287306,-0.433662,60.287306,30.74201,31.390007,0.647998,-29.978958,-28.897298,1.08166,1062364.0,top2_gap,6,5,0,6,1.039273,0.99703,1.824356,1,2,2:7,4750.0,4272.0
2018_2024,legacy_similarity,baseline,300,03,Apure,3,312,283,312,3,3,100.0,100.0,69.231693,71.670981,2.439287,71.670981,35.300266,36.997948,1.697682,-33.931427,-34.673033,-0.741605,356082.0,top2_gap,2,2,0,2,0.761883,0.898375,1.283959,1,2,2:3,2460.0,2282.0
2018_2024,legacy_similarity,baseline,300,04,Aragua,7,599,550,599,7,7,100.0,100.0,71.252347,71.340949,0.088602,71.340949,29.305764,26.891472,-2.414292,-41.946584,-44.449477,-2.502893,1228535.0,top2_gap,6,4,0,4,1.124389,1.100846,1.983548,1,2,2:7,4495.0,3954.0
2018_2024,legacy_similarity,baseline,300,05,Barinas,4,582,459,582,4,4,100.0,100.0,59.604485,59.058342,-0.546143,59.058342,23.709258,13.867567,-9.841691,-35.895227,-45.190775,-9.295548,592896.0,top2_gap,2,2,0,2,1.105154,1.230586,1.543018,1,2,2:4,3864.0,3624.0
2018_2024,legacy_similarity,baseline,300,06,Bolivar,5,514,458,514,5,5,100.0,100.0,59.815233,57.684006,-2.131227,57.684006,25.36604,19.766074,-5.599967,-34.449192,-37.917932,-3.46874,810307.0,top2_gap,4,2,0,4,1.0171,0.816935,1.701095,1,2,2:5,5070.0,4680.0
2018_2024,legacy_similarity,baseline,300,07,Carabobo,7,475,452,475,7,7,100.0,100.0,65.555724,64.763918,-0.791806,64.763918,26.589778,21.950592,-4.639186,-38.965946,-42.813326,-3.84738,1191798.0,top2_gap,7,6,0,5,1.369669,1.59413,1.994142,1,2,2:7,5550.0,4970.0
2018_2024,legacy_similarity,baseline,300,08,Cojedes,3,222,184,222,3,3,100.0,100.0,66.92687,66.711773,-0.215098,66.711773,35.776108,32.220708,-3.5554,-31.150762,-34.491064,-3.340302,219710.0,top2_gap,1,1,0,1,1.090887,1.369,1.543732,1,2,2:3,2574.0,2271.0
2018_2024,legacy_similarity,baseline,300,09,Falcon,5,615,592,615,5,5,100.0,100.0,59.221804,57.945307,-1.276497,57.945307,26.981505,21.705281,-5.276224,-32.240299,-36.240026,-3.999727,650057.0,top2_gap,5,3,0,5,0.91921,1.175924,1.306891,1,2,2:5,3840.0,2952.0
2018_2024,legacy_similarity,baseline,300,10,Guarico,4,445,391,445,4,4,100.0,100.0,73.397625,69.379277,-4.018349,69.379277,33.620677,29.225575,-4.395102,-39.776949,-40.153702,-0.376753,527291.0,top2_gap,4,4,0,4,1.016569,1.067532,1.874066,1,2,2:4,3889.0,3333.0
2018_2024,legacy_similarity,baseline,300,11,Lara,6,681,611,681,6,6,100.0,100.0,66.720956,66.771705,0.050748,66.771705,29.544448,22.345272,-7.199176,-37.176509,-44.426433,-7.249924,845082.0,top2_gap,5,5,0,4,0.701652,0.795634,1.019564,1,2,2:6,3006.0,2643.0
2018_2024,legacy_similarity,baseline,300,12,Merida,4,505,466,505,4,4,100.0,100.0,66.606371,66.544672,-0.061699,66.544672,21.357592,19.247194,-2.110398,-45.248779,-47.297477,-2.048699,622546.0,top2_gap,2,1,0,1,1.12459,1.141337,1.208213,1,2,2:4,4157.5,3604.0
2018_2024,legacy_similarity,baseline,300,13,Miranda,9,842,727,842,9,9,100.0,100.0,76.103796,75.376336,-0.72746,75.376336,31.775912,35.87062,4.094708,-44.327884,-39.505716,4.822168,1663256.0,top2_gap,5,2,0,4,0.698328,0.781091,1.781761,1,2,2:9,5852.0,4985.0
2018_2024,legacy_similarity,baseline,300,14,Monagas,4,414,376,414,4,4,100.0,100.0,64.569134,64.415541,-0.153593,64.415541,37.5742,36.956522,-0.617679,-26.994934,-27.459019,-0.464086,559572.0,top2_gap,4,3,0,3,1.122034,1.252016,1.772271,1,2,2:4,2925.0,2553.0
2018_2024,legacy_similarity,baseline,300,15,Nueva Esparta,3,262,211,262,3,3,100.0,100.0,70.128847,71.3074,1.178552,71.3074,30.919589,28.047591,-2.871998,-39.209258,-43.259809,-4.050551,373158.0,top2_gap,3,3,0,1,1.019191,0.90104,1.956137,1,2,2:3,2964.0,2868.0
2018_2024,legacy_similarity,baseline,300,16,Portuguesa,5,587,550,587,5,5,100.0,100.0,65.943872,67.187128,1.243256,67.187128,33.540814,29.894501,-3.646313,-32.403058,-37.292627,-4.889569,640090.0,top2_gap,5,4,0,5,1.289334,1.183117,1.93261,1,2,2:5,3474.0,2703.0
2018_2024,legacy_similarity,baseline,300,17,Sucre,5,618,587,618,5,5,100.0,100.0,66.512811,66.055866,-0.456945,66.055866,47.40136,39.584313,-7.817047,-19.111451,-26.471553,-7.360101,676738.0,top2_gap,4,4,0,2,0.752044,0.769814,1.685724,1,2,2:5,3368.0,2907.0
2018_2024,legacy_similarity,baseline,300,18,Tachira,6,667,608,667,6,6,100.0,100.0,67.981093,66.905084,-1.076008,66.905084,16.238649,11.361402,-4.877247,-51.742444,-55.543682,-3.801238,843625.0,top2_gap,5,4,0,4,0.994848,0.92131,1.872399,1,2,2:6,3936.0,3424.0
2018_2024,legacy_similarity,baseline,300,19,Trujillo,4,591,560,591,4,4,100.0,100.0,64.62467,65.237186,0.612516,65.237186,34.516683,29.441835,-5.074848,-30.107987,-35.795351,-5.687364,541049.0,top2_gap,1,0,0,1,0.627761,0.436231,1.398941,1,2,2:4,3295.0,3156.0
2018_2024,legacy_similarity,baseline,300,20,Yaracuy,4,443,413,443,4,4,100.0,100.0,62.830806,61.898074,-0.932732,61.898074,36.444411,30.737536,-5.706875,-26.386395,-31.160538,-4.774143,442431.0,top2_gap,4,4,0,3,1.024196,1.024157,1.966501,1,2,2:4,1939.0,1736.0
2018_2024,legacy_similarity,baseline,300,21,Zulia,11,1025,944,1024,11,11,100.0,99.902439,72.015941,72.770438,0.754496,72.770438,28.701011,21.749787,-6.951223,-43.314931,-51.02065,-7.705719,1990029.0,top2_gap,10,8,0,8,0.804522,0.801182,1.731354,1,2,2:11,3686.0,3376.0
2018_2024,legacy_similarity,baseline,300,22,Amazonas,2,64,61,64,2,2,100.0,100.0,61.36296,60.614793,-0.748167,60.614793,38.284492,42.439573,4.155081,-23.078469,-18.175221,4.903248,69946.0,top2_gap,1,0,0,1,1.40589,1.40589,1.445809,1,2,2:2,1898.0,1356.0
2018_2024,legacy_similarity,baseline,300,23,Delta Amacuro,2,124,98,123,2,2,100.0,99.193548,65.90959,64.642082,-1.267508,64.642082,44.195574,42.701342,-1.494232,-21.714016,-21.94074,-0.226724,99383.0,top2_gap,1,1,0,1,0.211643,0.211643,0.280848,1,2,2:2,1119.0,1116.0
2018_2024,legacy_similarity,baseline,300,24,La Guaira,3,165,160,165,3,3,100.0,100.0,74.429675,74.718656,0.288981,74.718656,35.767666,33.99449,-1.773176,-38.662009,-40.724166,-2.062156,260842.0,top2_gap,2,2,0,2,0.55147,0.363048,1.012658,1,2,2:3,3904.0,3856.0
2018_2024,legacy_similarity,baseline,300,01,Distrito Capital,7,602,517,602,7,7,100.0,100.0,70.89212,70.367869,-0.524252,70.367869,32.049031,34.844066,2.795034,-38.843089,-35.523803,3.319286,1235729.0,full_profile,6,3,3,0,1.375449,1.359098,1.955442,1,2,2:7,5655.0,4670.0
2018_2024,legacy_similarity,baseline,300,02,Anzoategui,7,573,519,573,7,7,100.0,100.0,60.720968,60.846602,0.125634,60.846602,30.74201,27.911189,-2.830821,-29.978958,-32.935413,-2.956455,1062364.0,full_profile,6,5,6,0,1.505829,1.476549,1.957546,1,2,2:7,4045.0,2966.0
2018_2024,legacy_similarity,baseline,300,03,Apure,3,312,283,312,3,3,100.0,100.0,69.231693,69.39694,0.165246,69.39694,35.300266,39.84375,4.543484,-33.931427,-29.55319,4.378238,356082.0,full_profile,2,2,2,0,1.057859,0.689151,1.806205,1,2,2:3,1096.0,854.0
2018_2024,legacy_similarity,baseline,300,04,Aragua,7,599,550,599,7,7,100.0,100.0,71.252347,71.390321,0.137973,71.390321,29.305764,27.544209,-1.761555,-41.946584,-43.846112,-1.899528,1228535.0,full_profile,6,5,4,0,1.510696,1.569789,1.904988,1,2,2:7,4280.0,3954.0
2018_2024,legacy_similarity,baseline,300,05,Barinas,4,582,459,582,4,4,100.0,100.0,59.604485,59.844021,0.239536,59.844021,23.709258,14.804009,-8.90525,-35.895227,-45.040012,-9.144785,592896.0,full_profile,2,2,2,0,1.187645,1.0932,1.650787,1,2,2:4,3618.0,3540.0
2018_2024,legacy_similarity,baseline,300,06,Bolivar,5,514,458,514,5,5,100.0,100.0,59.815233,59.076692,-0.738541,59.076692,25.36604,21.920159,-3.445882,-34.449192,-37.156533,-2.707341,810307.0,full_profile,4,4,4,0,1.172584,1.140856,1.780622,1,2,2:5,3988.0,2811.0
2018_2024,legacy_similarity,baseline,300,07,Carabobo,7,475,452,475,7,7,100.0,100.0,65.555724,65.664635,0.10891,65.664635,26.589778,25.978557,-0.611221,-38.965946,-39.686078,-0.720132,1191798.0,full_profile,7,6,5,0,1.213443,1.390242,1.88124,1,2,2:7,4915.0,4271.0
2018_2024,legacy_similarity,baseline,300,08,Cojedes,3,222,184,222,3,3,100.0,100.0,66.92687,66.695577,-0.231294,66.695577,35.776108,28.911632,-6.864477,-31.150762,-37.783945,-6.633183,219710.0,full_profile,1,0,1,0,1.161017,1.161105,1.574212,1,2,2:3,3237.0,2574.0
2018_2024,legacy_similarity,baseline,300,09,Falcon,5,615,592,615,5,5,100.0,100.0,59.221804,59.159537,-0.062267,59.159537,26.981505,22.477818,-4.503687,-32.240299,-36.681719,-4.44142,650057.0,full_profile,5,5,5,0,1.237563,1.625895,1.669222,1,2,2:5,2007.0,1598.0
2018_2024,legacy_similarity,baseline,300,10,Guarico,4,445,391,445,4,4,100.0,100.0,73.397625,72.932745,-0.46488,72.932745,33.620677,29.422442,-4.198234,-39.776949,-43.510303,-3.733354,527291.0,full_profile,4,3,4,0,1.017137,1.130383,1.583672,1,2,2:4,3113.0,2697.0
2018_2024,legacy_similarity,baseline,300,11,Lara,6,681,611,681,6,6,100.0,100.0,66.720956,67.18269,0.461733,67.18269,29.544448,23.724874,-5.819574,-37.176509,-43.457816,-6.281307,845082.0,full_profile,5,3,4,0,1.646565,1.832938,1.943723,1,2,2:6,4116.0,2796.0
2018_2024,legacy_similarity,baseline,300,12,Merida,4,505,466,505,4,4,100.0,100.0,66.606371,65.804365,-0.802005,65.804365,21.357592,18.608964,-2.748628,-45.248779,-47.195401,-1.946622,622546.0,full_profile,2,1,1,0,1.208898,1.249927,1.780789,1,2,2:4,4145.0,3604.0
2018_2024,legacy_similarity,baseline,300,13,Miranda,9,842,727,842,9,9,100.0,100.0,76.103796,76.059218,-0.044578,76.059218,31.775912,32.776785,1.000873,-44.327884,-43.282433,1.045451,1663256.0,full_profile,5,5,4,0,1.294406,1.460189,1.955409,1,2,2:9,4985.0,4156.0
2018_2024,legacy_similarity,baseline,300,14,Monagas,4,414,376,414,4,4,100.0,100.0,64.569134,64.31133,-0.257805,64.31133,37.5742,35.002636,-2.571565,-26.994934,-29.308694,-2.31376,559572.0,full_profile,4,3,3,0,1.474237,1.539821,1.768017,1,2,2:4,3771.0,3216.0
2018_2024,legacy_similarity,baseline,300,15,Nueva Esparta,3,262,211,262,3,3,100.0,100.0,70.128847,70.66635,0.537503,70.66635,30.919589,29.458816,-1.460774,-39.209258,-41.207535,-1.998277,373158.0,full_profile,3,2,1,0,1.267381,1.300305,1.328506,1,2,2:3,3056.0,2964.0
2018_2024,legacy_similarity,baseline,300,16,Portuguesa,5,587,550,587,5,5,100.0,100.0,65.943872,66.902581,0.958709,66.902581,33.540814,36.515277,2.974462,-32.403058,-30.387305,2.015753,640090.0,full_profile,5,4,5,0,1.450339,1.751601,1.974405,1,2,2:5,892.0,487.0
2018_2024,legacy_similarity,baseline,300,17,Sucre,5,618,587,618,5,5,100.0,100.0,66.512811,66.861063,0.348252,66.861063,47.40136,47.662417,0.261057,-19.111451,-19.198647,-0.087196,676738.0,full_profile,4,4,2,0,1.561825,1.614246,1.878554,1,2,2:5,3252.0,2505.0
2018_2024,legacy_similarity,baseline,300,18,Tachira,6,667,608,667,6,6,100.0,100.0,67.981093,68.284303,0.303211,68.284303,16.238649,10.513905,-5.724744,-51.742444,-57.770398,-6.027954,843625.0,full_profile,5,3,4,0,1.492888,1.806241,1.98535,1,2,2:6,4190.0,3488.0
2018_2024,legacy_similarity,baseline,300,19,Trujillo,4,591,560,591,4,4,100.0,100.0,64.62467,65.061748,0.437078,65.061748,34.516683,27.956215,-6.560468,-30.107987,-37.105533,-6.997546,541049.0,full_profile,1,1,1,0,1.412067,1.564257,1.959782,1,2,2:4,3183.0,3096.0
2018_2024,legacy_similarity,baseline,300,20,Yaracuy,4,443,413,443,4,4,100.0,100.0,62.830806,62.512384,-0.318422,62.512384,36.444411,31.206334,-5.238076,-26.386395,-31.306049,-4.919654,442431.0,full_profile,4,4,3,0,1.174585,1.244892,1.994548,1,2,2:4,2128.0,1708.0
2018_2024,legacy_similarity,baseline,300,21,Zulia,11,1025,944,1024,11,11,100.0,99.902439,72.015941,72.059819,0.043877,72.059819,28.701011,26.726393,-1.974618,-43.314931,-45.333426,-2.018495,1990029.0,full_profile,10,9,8,0,1.077099,1.117818,1.905831,1,2,2:11,3296.0,2421.0
2018_2024,legacy_similarity,baseline,300,22,Amazonas,2,64,61,64,2,2,100.0,100.0,61.36296,60.796325,-0.566636,60.796325,38.284492,38.919247,0.634756,-23.078469,-21.877078,1.201391,69946.0,full_profile,1,1,1,0,1.059721,1.059721,1.171485,1,2,2:2,1824.0,1208.0
2018_2024,legacy_similarity,baseline,300,23,Delta Amacuro,2,124,98,123,2,2,100.0,99.193548,65.90959,65.859198,-0.050393,65.859198,44.195574,41.468065,-2.72751,-21.714016,-24.391133,-2.677117,99383.0,full_profile,1,0,1,0,1.337259,1.337259,1.618445,1,2,2:2,975.0,828.0
2018_2024,legacy_similarity,baseline,300,24,La Guaira,3,165,160,165,3,3,100.0,100.0,74.429675,73.99376,-0.435915,73.99376,35.767666,34.908066,-0.8596,-38.662009,-39.085694,-0.423685,260842.0,full_profile,2,0,2,0,1.23171,1.668481,1.738438,1,2,2:3,4525.0,4292.0
