record_type,target,n_hist,n_centros,pct_frame,electores_median,electores_mean,abs_residual_target_mean,abs_residual_target_median,has_recent_distance_pct,has_historical_mae_pct,selectable_common_cohort_pct,cod_estado,estado,pct_state_frame,history_group,from_year,to_year,total_centros_origen,total_centros_destino,matched,unmatched,match_rate
link_rate,,,,,,,,,,,,18,Tachira,,,2013.0,2018.0,677.0,687.0,666.0,11.0,0.983752
link_rate,,,,,,,,,,,,19,Trujillo,,,2013.0,2018.0,634.0,638.0,630.0,4.0,0.993691
link_rate,,,,,,,,,,,,20,Yaracuy,,,2013.0,2018.0,462.0,483.0,456.0,6.0,0.987013
link_rate,,,,,,,,,,,,21,Zulia,,,2013.0,2018.0,1215.0,1342.0,1178.0,37.0,0.969547
link_rate,,,,,,,,,,,,22,Amazonas,,,2013.0,2018.0,126.0,142.0,119.0,7.0,0.944444
link_rate,,,,,,,,,,,,23,Delta Amacuro,,,2013.0,2018.0,178.0,163.0,156.0,22.0,0.876404
link_rate,,,,,,,,,,,,24,La Guaira,,,2013.0,2018.0,198.0,202.0,198.0,0.0,1.0
link_rate,,,,,,,,,,,,01,Distrito Capital,,,2018.0,2024.0,891.0,602.0,517.0,374.0,0.580247
link_rate,,,,,,,,,,,,02,Anzoategui,,,2018.0,2024.0,651.0,573.0,519.0,132.0,0.797235
link_rate,,,,,,,,,,,,03,Apure,,,2018.0,2024.0,342.0,312.0,283.0,59.0,0.827485
link_rate,,,,,,,,,,,,04,Aragua,,,2018.0,2024.0,630.0,599.0,550.0,80.0,0.873016
link_rate,,,,,,,,,,,,05,Barinas,,,2018.0,2024.0,550.0,582.0,459.0,91.0,0.834545
link_rate,,,,,,,,,,,,06,Bolivar,,,2018.0,2024.0,708.0,514.0,458.0,250.0,0.646893
link_rate,,,,,,,,,,,,07,Carabobo,,,2018.0,2024.0,722.0,475.0,452.0,270.0,0.626039
link_rate,,,,,,,,,,,,08,Cojedes,,,2018.0,2024.0,256.0,222.0,184.0,72.0,0.71875
link_rate,,,,,,,,,,,,09,Falcon,,,2018.0,2024.0,727.0,615.0,592.0,135.0,0.814305
link_rate,,,,,,,,,,,,10,Guarico,,,2018.0,2024.0,463.0,445.0,391.0,72.0,0.844492
link_rate,,,,,,,,,,,,11,Lara,,,2018.0,2024.0,1039.0,681.0,611.0,428.0,0.588065
link_rate,,,,,,,,,,,,12,Merida,,,2018.0,2024.0,541.0,505.0,466.0,75.0,0.861368
link_rate,,,,,,,,,,,,13,Miranda,,,2018.0,2024.0,1130.0,842.0,727.0,403.0,0.643363
link_rate,,,,,,,,,,,,14,Monagas,,,2018.0,2024.0,522.0,414.0,376.0,146.0,0.720307
link_rate,,,,,,,,,,,,15,Nueva Esparta,,,2018.0,2024.0,245.0,262.0,211.0,34.0,0.861224
link_rate,,,,,,,,,,,,16,Portuguesa,,,2018.0,2024.0,654.0,587.0,550.0,104.0,0.840979
link_rate,,,,,,,,,,,,17,Sucre,,,2018.0,2024.0,672.0,618.0,587.0,85.0,0.873512
link_rate,,,,,,,,,,,,18,Tachira,,,2018.0,2024.0,687.0,667.0,608.0,79.0,0.885007
link_rate,,,,,,,,,,,,19,Trujillo,,,2018.0,2024.0,638.0,591.0,560.0,78.0,0.877743
link_rate,,,,,,,,,,,,20,Yaracuy,,,2018.0,2024.0,483.0,443.0,413.0,70.0,0.855072
link_rate,,,,,,,,,,,,21,Zulia,,,2018.0,2024.0,1342.0,1024.0,943.0,399.0,0.702683
link_rate,,,,,,,,,,,,22,Amazonas,,,2018.0,2024.0,142.0,64.0,61.0,81.0,0.429577
link_rate,,,,,,,,,,,,23,Delta Amacuro,,,2018.0,2024.0,163.0,123.0,97.0,66.0,0.595092
link_rate,,,,,,,,,,,,24,La Guaira,,,2018.0,2024.0,202.0,165.0,160.0,42.0,0.792079
