codigo_centro,cod_estado,estado,nombre_centro,electores,rank_por_tamano,residual_2006,residual_2012,n_hist,recent_distance,historical_mae,historical_rmse,historical_bias,abs_historical_bias,historical_volatility,selector,cohort,score,pasada,tolerancia_de_entrada,metodo,target,residual_2013,residual_2018
131101007,13,Miranda,GRUPO ESCOLAR ELIAS CALIXTO POMPA,4010.0,127,7.718283,0.268286,3,0.230948,2.739172,4.460837,2.585207,2.585207,3.63535,recent_distance,operational,0.230948,1,2,longitudinal,2018,-0.230948,
130901021,13,Miranda,ESCUELA TECNICA LEONARDO INFANTE,3903.0,139,4.498912,2.28644,3,0.643112,2.476155,2.93721,2.476155,2.476155,1.579829,recent_distance,operational,0.643112,1,2,longitudinal,2018,0.643112,
130801033,13,Miranda,UNIDAD EDUCATIVA BENITO CANONICO,3634.0,167,7.935105,0.314302,3,0.161762,2.803723,4.585879,2.803723,2.803723,3.62897,recent_distance,operational,0.161762,1,2,longitudinal,2018,0.161762,
140807001,14,Monagas,ESCUELA TERESA CARREÑO,3479.0,17,3.034115,0.850416,3,0.688536,1.524356,1.86218,1.065332,1.065332,1.527345,recent_distance,operational,0.688536,1,2,longitudinal,2018,-0.688536,
140710010,14,Monagas,ESCUELA PRIMARIA NACIONAL JUAN FRANCISCO MILA DE LA ROCA,3129.0,35,3.199986,2.132463,3,0.17461,1.835686,2.222446,1.719279,1.719279,1.408312,recent_distance,operational,0.17461,1,2,longitudinal,2018,-0.17461,
140708016,14,Monagas,ESCUELA BASICA CECILIO ACOSTA,2986.0,42,6.411,1.50079,3,0.742756,2.884849,3.825571,2.884849,2.884849,2.512497,recent_distance,operational,0.742756,1,2,longitudinal,2018,0.742756,
140501001,14,Monagas,ESCUELA BÁSICA ALBERTO RAVELL,2842.0,53,0.627727,-0.649103,3,0.455874,0.577568,0.584008,-0.159084,0.159084,0.561923,recent_distance,operational,0.455874,1,2,longitudinal,2018,-0.455874,
151101001,15,Nueva Esparta,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MONSENOR EDUARDO VASQUEZ,3242.0,7,1.819907,-0.322558,3,0.993713,1.045393,1.211551,0.167878,0.167878,1.199864,recent_distance,operational,0.993713,1,2,longitudinal,2018,-0.993713,
151102002,15,Nueva Esparta,UNIDAD EDUCATIVA ESCUELA BÁSICA VILLA ROSA,3103.0,10,4.707109,0.858166,3,1.062689,2.209322,2.829761,1.500862,1.500862,2.398949,recent_distance,operational,1.062689,1,2,longitudinal,2018,-1.062689,
150601023,15,Nueva Esparta,UNIDAD EDUCATIVA RAFAEL SALAZAR BRITO,3090.0,12,3.10285,0.754354,3,0.628065,1.49509,1.878935,1.07638,1.07638,1.540067,recent_distance,operational,0.628065,1,2,longitudinal,2018,-0.628065,
160101047,16,Portuguesa,ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,3895.0,2,8.790705,2.42143,3,1.02326,4.078465,5.297385,4.078465,4.078465,3.380594,recent_distance,operational,1.02326,1,2,longitudinal,2018,1.02326,
160601021,16,Portuguesa,UNIDAD EDUCATIVA COLEGIO PRIVADO FE Y ALEGRIA NUESTRA SENORA DE COROMOTO,3420.0,14,-0.144184,0.040295,3,1.679034,0.621171,0.973237,0.525048,0.525048,0.819459,recent_distance,operational,1.679034,1,2,longitudinal,2018,1.679034,
160601015,16,Portuguesa,GRUPO ESCOLAR BOLIVARIANO DURIGUA,2986.0,34,3.306058,-0.647949,3,0.186216,1.380074,1.948036,0.823964,0.823964,1.765199,recent_distance,operational,0.186216,1,2,longitudinal,2018,-0.186216,
160201006,16,Portuguesa,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,2551.0,59,3.522065,1.171053,3,0.303743,1.66562,2.150083,1.66562,1.66562,1.359619,recent_distance,operational,0.303743,1,2,longitudinal,2018,0.303743,
170903019,17,Sucre,ESCUELA BOLIVARIANA RÍO CARIBE,4864.0,3,9.697037,0.54819,3,0.039087,3.428105,5.607571,3.402047,3.402047,4.457682,recent_distance,operational,0.039087,1,2,longitudinal,2018,-0.039087,
170301012,17,Sucre,LICEO JOSÉ FRANCISCO BERMÚDEZ,4030.0,10,2.800197,2.024523,3,0.623664,1.816128,2.027211,1.816128,1.816128,0.900702,recent_distance,operational,0.623664,1,2,longitudinal,2018,0.623664,
170907002,17,Sucre,UNIDAD EDUCATIVA NUEVA CÓRDOBA,3756.0,14,-0.837785,1.358761,3,0.643137,0.946561,0.993603,-0.04072,0.04072,0.992768,recent_distance,operational,0.643137,1,2,longitudinal,2018,-0.643137,
170903006,17,Sucre,UNIDAD EDUCATIVA GRAN MARISCAL DE AYACUCHO,3268.0,28,12.548945,2.817033,3,0.322473,5.229484,7.427778,5.229484,5.229484,5.274883,recent_distance,operational,0.322473,1,2,longitudinal,2018,0.322473,
181601011,18,Tachira,ESCUELA TECNICA INDUSTRIAL ROBINSONIANA SIMON BOLIVAR,5547.0,7,,5.594963,2,0.355193,2.975078,3.964201,2.975078,2.975078,2.619885,recent_distance,operational,0.355193,1,2,longitudinal,2018,0.355193,
181001004,18,Tachira,ESCUELA BASICA NACIONAL BOLIVARIANA DOCTOR FRANCISCO JAVIER GARCIA DE HEVIA,4119.0,26,-2.399602,2.610699,3,1.425924,2.145409,2.206589,0.545674,0.545674,2.138054,recent_distance,operational,1.425924,1,2,longitudinal,2018,1.425924,
181601001,18,Tachira,ESCUELA BOLIVARIANA NACIONAL LA FRONTERA,4049.0,29,12.910049,-1.00495,3,1.461767,5.125589,7.523653,3.48111,3.48111,6.669874,recent_distance,operational,1.461767,1,2,longitudinal,2018,-1.461767,
180202001,18,Tachira,GRUPO ESCOLAR  EL PALOTAL,3981.0,30,11.622639,0.51083,3,0.608867,4.247445,6.726004,4.247445,4.247445,5.215203,recent_distance,operational,0.608867,1,2,longitudinal,2018,0.608867,
181201011,18,Tachira,UNIDAD EDUCATIVA GENERAL JOSE ANTONIO PAEZ,3773.0,40,3.016863,-2.597106,3,1.663815,2.425928,2.490964,-0.414686,0.414686,2.456204,recent_distance,operational,1.663815,1,2,longitudinal,2018,-1.663815,
190702007,19,Trujillo,ESCUELA BOLIVARIANA CIUDAD DE VALERA,3334.0,14,8.460962,3.739608,3,1.18425,4.461607,5.384391,4.461607,4.461607,3.014255,recent_distance,operational,1.18425,1,2,longitudinal,2018,1.18425,
190507001,19,Trujillo,UNIDAD EDUCATIVA DOCTOR ANDRÉS LOMELLI ROSARIO,3230.0,20,2.662262,-2.431912,3,0.926034,2.006736,2.14937,-0.231895,0.231895,2.136824,recent_distance,operational,0.926034,1,2,longitudinal,2018,-0.926034,
192002005,19,Trujillo,ESCUELA BOLIVARIANA VIVIENDA RURAL,3094.0,23,3.415462,2.629753,3,0.029281,2.024832,2.488764,2.005311,2.005311,1.473999,recent_distance,operational,0.029281,1,2,longitudinal,2018,-0.029281,
190202005,19,Trujillo,ESCUELA BOLIVARIANA PRESBÍTERO JOSÉ DE JESÚS ESPINOZA,3060.0,24,3.458131,1.19704,3,0.43982,1.69833,2.12799,1.405117,1.405117,1.598119,recent_distance,operational,0.43982,1,2,longitudinal,2018,-0.43982,
200401020,20,Yaracuy,ESCUELA BASICA CARMEN DE RAMIREZ,3202.0,6,2.514258,-0.090833,3,1.474683,1.359925,1.68369,0.316247,0.316247,1.653723,recent_distance,operational,1.474683,1,2,longitudinal,2018,-1.474683,
200302002,20,Yaracuy,ESCUELA INTEGRAL BOLIVARIANA PEDRO MARIA SOSA,2217.0,37,2.530346,-2.166966,3,1.729069,2.142127,2.167031,-0.45523,0.45523,2.118677,recent_distance,operational,1.729069,1,2,longitudinal,2018,-1.729069,
200301007,20,Yaracuy,LICEO BOLIVARIANO HERIBERTO NUÑEZ OLIVEROS,1853.0,54,4.996406,-0.188329,3,0.540773,1.908503,2.90356,1.422435,1.422435,2.531272,recent_distance,operational,0.540773,1,2,longitudinal,2018,-0.540773,
210513002,21,Zulia,ESCUELA BASICA NACIONAL CUATRICENTENARIA,6571.0,14,11.291726,2.528948,3,0.619142,4.813272,6.690341,4.400511,4.400511,5.039461,recent_distance,operational,0.619142,1,2,longitudinal,2018,-0.619142,
210515002,21,Zulia,ESCUELA BASICA NACIONAL LUIS GUILLERMO SANCHEZ,6340.0,21,9.090374,2.277304,3,0.372894,3.913524,5.414797,3.913524,3.913524,3.742239,recent_distance,operational,0.372894,1,2,longitudinal,2018,0.372894,
210513016,21,Zulia,ESCUELA BASICA NACIONAL MAXIMA ARTEAGA PEREZ,6312.0,22,10.288018,2.953952,3,1.446672,4.896214,6.235971,4.896214,4.896214,3.861919,recent_distance,operational,1.446672,1,2,longitudinal,2018,1.446672,
210305005,21,Zulia,ESCUELA ENCONTRADOS,5992.0,27,5.952414,3.332539,3,1.397585,3.560846,4.020377,3.560846,3.560846,1.866496,recent_distance,operational,1.397585,1,2,longitudinal,2018,1.397585,
210514008,21,Zulia,UNIDAD EDUCATIVA NACIONAL HERMANO IDELFONZO GUTIERREZ,5926.0,30,11.926731,2.219679,3,0.241046,4.795819,7.005522,4.795819,4.795819,5.106609,recent_distance,operational,0.241046,1,2,longitudinal,2018,0.241046,
211805009,21,Zulia,UNIDAD  EDUCATIVA  ARQUIDIOCESANA MADRE LAURA,5910.0,31,7.766285,0.229104,3,1.239534,3.078308,4.542544,2.251952,2.251952,3.94505,recent_distance,operational,1.239534,1,2,longitudinal,2018,-1.239534,
211102016,21,Zulia,ESCUELA NACIONAL LOS SAMANES,5537.0,41,-3.452891,1.809457,3,1.340289,2.200879,2.379984,-0.994575,0.994575,2.162208,recent_distance,operational,1.340289,1,2,longitudinal,2018,-1.340289,
211805012,21,Zulia,ESCUELA BASICA NACIONAL SISO MARTINEZ,5391.0,44,8.518871,2.659636,3,0.416243,3.864916,5.158103,3.864916,3.864916,3.415911,recent_distance,operational,0.416243,1,2,longitudinal,2018,0.416243,
210516002,21,Zulia,ESCUELA BASICA NACIONAL BACHILLER RAFAEL ESCANDELA,4908.0,61,6.892226,3.321649,3,0.029075,3.414317,4.417276,3.414317,3.414317,2.802636,recent_distance,operational,0.029075,1,2,longitudinal,2018,0.029075,
211803008,21,Zulia,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,4773.0,65,6.599696,3.648448,3,0.485974,3.578039,4.362848,3.578039,3.578039,2.496413,recent_distance,operational,0.485974,1,2,longitudinal,2018,0.485974,
211805013,21,Zulia,UNIDAD EDUCATIVA NACIONAL GONZALO RINCON GUTIERREZ,4711.0,76,8.458467,2.582646,3,0.07277,3.704628,5.106239,3.656114,3.656114,3.564618,recent_distance,operational,0.07277,1,2,longitudinal,2018,-0.07277,
210503009,21,Zulia,LICEO NACIONAL DR JESUS ENRIQUE LOSSADA,4647.0,80,9.807473,1.024771,3,0.425351,3.752532,5.698468,3.468964,3.468964,4.520931,recent_distance,operational,0.425351,1,2,longitudinal,2018,-0.425351,
220102014,22,Amazonas,LICEO BOLIVARIANO CECILIO ACOSTA,3440.0,1,,3.203539,2,1.025628,2.114583,2.378505,2.114583,2.114583,1.088956,recent_distance,operational,1.025628,1,2,longitudinal,2018,1.025628,
220102008,22,Amazonas,ESCUELA BASICA SIMON RODRIGUEZ,2552.0,7,11.236858,2.924566,3,0.571938,4.911121,6.711859,4.911121,4.911121,4.574926,recent_distance,operational,0.571938,1,2,longitudinal,2018,0.571938,
230202001,23,Delta Amacuro,ESCUELA BOLIVARIANA OROCOIMA,1027.0,36,-3.513381,5.250015,3,0.147891,2.970429,3.648213,0.628175,0.628175,3.593724,recent_distance,operational,0.147891,1,2,longitudinal,2018,0.147891,
230108008,23,Delta Amacuro,CONCENTRACION ESCOLAR NUMERO 1,953.0,38,-5.052595,2.324796,3,1.98128,3.119557,3.408756,-0.24884,0.24884,3.399661,recent_distance,operational,1.98128,1,2,longitudinal,2018,1.98128,
240104001,24,La Guaira,UNIDAD EDUCATIVA ESTADAL EMILIO GIMON STERLING,4458.0,6,2.209713,-0.299282,3,1.417448,1.308814,1.525512,0.164328,0.164328,1.516635,recent_distance,operational,1.417448,1,2,longitudinal,2018,-1.417448,
240104010,24,La Guaira,UNIDAD EDUCATIVA ESTATAL DOCTOR ALFREDO MACHADO,4291.0,8,1.724645,0.194292,3,0.792805,0.903914,1.101618,0.375377,0.375377,1.035691,recent_distance,operational,0.792805,1,2,longitudinal,2018,-0.792805,
240107011,24,La Guaira,GRUPO ESCOLAR REPUBLICA DEL SALVADOR,3907.0,12,-0.716308,1.938036,3,0.31734,0.990561,1.206895,0.513022,0.513022,1.09243,recent_distance,operational,0.31734,1,2,longitudinal,2018,0.31734,
010115010,01,Distrito Capital,UNIDAD EDUCATIVA BOLIVARIANA PEDRO FONTES,6032.0,24,-1.260892,1.848382,3,1.205356,1.43821,1.467339,0.597615,0.597615,1.340126,historical_mae,operational,1.43821,1,2,longitudinal,2018,1.205356,
010107021,01,Distrito Capital,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MIGUEL VILLAVICENCIO,5549.0,30,2.845037,1.252943,3,0.516453,1.538145,1.819416,1.538145,1.538145,0.971796,historical_mae,operational,1.538145,1,2,longitudinal,2018,0.516453,
010114002,01,Distrito Capital,ESCUELA BÁSICA BOLIVARIANA CARACCIOLO PARRA LEÓN,4739.0,56,1.813427,0.452988,3,0.014723,0.76038,1.079187,0.750564,0.750564,0.775434,historical_mae,operational,0.76038,1,2,longitudinal,2018,-0.014723,
010114045,01,Distrito Capital,UNIVERSIDAD EXPERIMENTAL SIMÓN RODRÍGUEZ,3673.0,113,4.125641,0.243892,3,0.824742,1.731425,2.433146,1.731425,1.731425,1.709493,historical_mae,operational,1.731425,1,2,longitudinal,2018,0.824742,
010110101,01,Distrito Capital,ESCUELA BÁSICA NACIONAL SUCRE,3384.0,142,-0.041971,-1.580054,3,1.566674,1.0629,1.284886,-1.0629,1.0629,0.721926,historical_mae,operational,1.0629,1,2,longitudinal,2018,-1.566674,
010113004,01,Distrito Capital,UNIDAD EDUCATIVA DISTRITAL SIMÓN RODRÍGUEZ,3362.0,148,-0.662527,0.281135,3,0.458143,0.467268,0.492569,0.025583,0.025583,0.491905,historical_mae,operational,0.467268,1,2,longitudinal,2018,0.458143,
010104014,01,Distrito Capital,LICEO BOLIVARIANO LINO GALLARDO,3322.0,152,-0.296693,-0.259715,3,1.210156,0.588855,0.734837,-0.588855,0.588855,0.439585,historical_mae,operational,0.588855,1,2,longitudinal,2018,-1.210156,
010115007,01,Distrito Capital,COLEGIO FUNDACIÓN CARLOS DELFINO,3313.0,155,4.228693,0.824774,3,0.630051,1.894506,2.513899,1.894506,1.894506,1.652433,historical_mae,operational,1.894506,1,2,longitudinal,2018,0.630051,
010110056,01,Distrito Capital,UNIDAD EDUCATIVA COLEGIO PARROQUIAL LA SAGRADA FAMILIA.,3173.0,170,4.739882,0.394206,3,0.812277,1.982122,2.785778,1.440604,1.440604,2.384369,historical_mae,operational,1.982122,1,2,longitudinal,2018,-0.812277,
021301004,02,Anzoategui,LICEO CRISTOBAL COLON,4557.0,19,-0.404602,-1.07776,3,3.249137,1.577166,1.990156,-1.577166,1.577166,1.213782,historical_mae,operational,1.577166,1,2,longitudinal,2018,-3.249137,
020302032,02,Anzoategui,UNIDAD EDUCATIVA NACIONAL DOCTOR JULIO CAMEJO,4069.0,38,-1.39933,-0.289689,3,1.654819,1.114613,1.262335,-1.114613,1.114613,0.592561,historical_mae,operational,1.114613,1,2,longitudinal,2018,-1.654819,
020901006,02,Anzoategui,LICEO PINTO SALINAS,3610.0,70,1.413364,0.826261,3,0.70567,0.981765,1.029284,0.981765,0.981765,0.309132,historical_mae,operational,0.981765,1,2,longitudinal,2018,0.70567,
020301020,02,Anzoategui,UNIDAD EDUCATIVA ENRIQUE PEREZ VALENCIA,3567.0,73,3.936973,1.264461,3,0.442942,1.881458,2.401028,1.881458,1.881458,1.491661,historical_mae,operational,1.881458,1,2,longitudinal,2018,0.442942,
020402002,02,Anzoategui,GRUPO ESCOLAR DIEGO BAUTISTA URBANEJA,3342.0,92,3.503798,0.454462,3,0.693832,1.550697,2.078825,1.550697,1.550697,1.384504,historical_mae,operational,1.550697,1,2,longitudinal,2018,0.693832,
021201035,02,Anzoategui,ESCUELA RURAL DE EDUCACION  BÁSICA LA ESPERANZA,3158.0,110,1.854518,-0.480506,3,2.093503,1.476176,1.638381,-0.239831,0.239831,1.620733,historical_mae,operational,1.476176,1,2,longitudinal,2018,-2.093503,
030501013,03,Apure,LICEO BOLIVARIANO MANUEL ANTONIO NIEVES,4067.0,1,,2.875575,2,0.656192,1.765884,2.085608,1.765884,1.765884,1.109692,historical_mae,operational,1.765884,1,2,longitudinal,2018,0.656192,
030101001,03,Apure,ESCUELA BASICA BOLIVARIANA TERESA HURTADO,3540.0,9,2.346769,0.720616,3,0.534381,1.200589,1.450538,1.200589,1.200589,0.81403,historical_mae,operational,1.200589,1,2,longitudinal,2018,0.534381,
030603004,03,Apure,ESCUELA BASICA EL RECREO,3301.0,15,2.36814,-1.655662,3,1.701618,1.908473,1.936045,-0.329713,0.329713,1.907762,historical_mae,operational,1.908473,1,2,longitudinal,2018,-1.701618,
040106010,04,Aragua,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,3339.0,119,0.418683,-2.432821,3,2.610669,1.820724,2.074408,-1.541602,1.541602,1.388031,historical_mae,operational,1.820724,1,2,longitudinal,2018,-2.610669,
040301005,04,Aragua,ESCUELA BASICA BRITO,3166.0,134,-0.113781,1.210728,3,3.412764,1.579091,2.091711,1.503237,1.503237,1.454487,historical_mae,operational,1.579091,1,2,longitudinal,2018,3.412764,
040501002,04,Aragua,UNIDAD EDUCATIVA NACIONAL DR ELISEO ACOSTA,2820.0,173,4.359534,-0.727547,3,0.123027,1.736703,2.552776,1.251671,1.251671,2.224856,historical_mae,operational,1.736703,1,2,longitudinal,2018,0.123027,
040601010,04,Aragua,ESCUELA BASICA ANDRES BELLO,2681.0,186,2.712613,-0.5263,3,0.834067,1.35766,1.666426,1.006793,1.006793,1.327909,historical_mae,operational,1.35766,1,2,longitudinal,2018,0.834067,
041302019,04,Aragua,ESCUELA BOLIVARIANA MARIA MAYOR RODRIGUEZ,2438.0,218,1.075557,0.040874,3,1.47076,0.862397,1.05224,-0.11811,0.11811,1.04559,historical_mae,operational,0.862397,1,2,longitudinal,2018,-1.47076,
041601004,04,Aragua,UNIDAD EDUCATIVA ESTADAL ELENA TORRES,2209.0,238,2.693307,-0.713286,3,0.865267,1.423953,1.684376,0.94843,0.94843,1.391978,historical_mae,operational,1.423953,1,2,longitudinal,2018,0.865267,
040501003,04,Aragua,MODULO DE SERVICIO CUATRICENTENARIO,1906.0,265,2.799808,-0.481819,3,0.07109,1.117572,1.640745,0.748966,0.748966,1.459826,historical_mae,operational,1.117572,1,2,longitudinal,2018,-0.07109,
050503001,05,Barinas,ESCUELA  BASICA MANUEL PALACIOS,3346.0,36,-0.81147,-0.786385,3,1.119235,0.905696,0.918254,-0.905696,0.905696,0.151341,historical_mae,operational,0.905696,1,2,longitudinal,2018,-1.119235,
050205001,05,Barinas,ESCUELA BASICA SANTA LUCIA,2740.0,62,-3.551234,-1.545654,3,0.562012,1.8863,2.259511,-1.8863,1.8863,1.24389,historical_mae,operational,1.8863,1,2,longitudinal,2018,-0.562012,
050213001,05,Barinas,ESCUELA BASICA RAFAEL MONTENEGRO,2291.0,82,0.183811,0.683838,3,0.677283,0.514977,0.565725,0.514977,0.514977,0.234185,historical_mae,operational,0.514977,1,2,longitudinal,2018,0.677283,
050503007,05,Barinas,ESCUELA BASICA JULIA ROSA  CASTILLO,2276.0,84,-2.209629,0.871578,3,2.881156,1.987454,2.155858,0.514368,0.514368,2.093597,historical_mae,operational,1.987454,1,2,longitudinal,2018,2.881156,
060101003,06,Bolivar,ESCUELA ESTADAL BASICA SILVANA DE IRADI,4325.0,33,0.521539,0.023653,3,0.250709,0.2653,0.334374,0.2653,0.2653,0.203523,historical_mae,operational,0.2653,1,2,longitudinal,2018,0.250709,
060401013,06,Bolivar,UNIDAD EDUCATIVA SIMON RODRIGUEZ,4057.0,44,1.022379,-2.151832,3,2.662851,1.945688,2.06288,-1.264101,1.264101,1.63019,historical_mae,operational,1.945688,1,2,longitudinal,2018,-2.662851,
060101023,06,Bolivar,ESCUELA NACIONAL BASICA ANTONIO DE BERRIOS,3898.0,48,2.228807,1.062393,3,0.627585,1.306261,1.470841,0.887871,0.887871,1.172629,historical_mae,operational,1.306261,1,2,longitudinal,2018,-0.627585,
060101037,06,Bolivar,ESCUELA NACIONAL BASICA CIUDAD PIAR,3289.0,87,,-1.658539,2,0.690546,1.174543,1.270356,-1.174543,1.174543,0.483997,historical_mae,operational,1.174543,1,2,longitudinal,2018,-0.690546,
060101020,06,Bolivar,ESCUELA NACIONAL BASICA MIGUEL MARMION,2998.0,103,-0.847146,-2.186245,3,2.145066,1.726152,1.834724,-1.726152,1.726152,0.621779,historical_mae,operational,1.726152,1,2,longitudinal,2018,-2.145066,
060106008,06,Bolivar,ESCUELA NACIONAL BASICA WENCELAUS MONSERRATTE,2372.0,153,1.502247,-1.279938,3,2.167223,1.649803,1.69232,-0.648305,0.648305,1.563217,historical_mae,operational,1.649803,1,2,longitudinal,2018,-2.167223,
070901003,07,Carabobo,GRUPO ESCOLAR JUAN ANTONIO MICHELENA,6163.0,26,-1.074094,-1.486235,3,2.334736,1.631688,1.714017,-1.631688,1.631688,0.524831,historical_mae,operational,1.631688,1,2,longitudinal,2018,-2.334736,
070403003,07,Carabobo,GRUPO ESCOLAR CARLOS ARVELO,5039.0,63,2.819422,-0.145882,3,0.222315,1.06254,1.635018,0.965285,0.965285,1.319662,historical_mae,operational,1.06254,1,2,longitudinal,2018,0.222315,
071402003,07,Carabobo,UNIDAD EDUCATIVA ESTADAL JUANA GOMEZ,4255.0,102,1.052425,1.309415,3,1.57729,1.313043,1.330414,1.313043,1.313043,0.214291,historical_mae,operational,1.313043,1,2,longitudinal,2018,1.57729,
071201020,07,Carabobo,UNIDAD EDUCATIVA NACIONAL ABDON CALDERON,4215.0,106,0.509274,-1.286708,3,2.106431,1.300805,1.45511,-0.961289,0.961289,1.092368,historical_mae,operational,1.300805,1,2,longitudinal,2018,-2.106431,
070706001,07,Carabobo,GRUPO ESCOLAR REPUBLICA DE HONDURAS,3811.0,138,-1.143371,-1.424564,3,2.213228,1.593721,1.65681,-1.593721,1.593721,0.452849,historical_mae,operational,1.593721,1,2,longitudinal,2018,-2.213228,
070203004,07,Carabobo,UNIDAD  EDUCATIVA NACIONAL  FRANCISCO JOSE CISNEROS,3240.0,174,3.052124,1.328605,3,1.611348,1.997359,2.135189,1.997359,1.997359,0.754711,historical_mae,operational,1.997359,1,2,longitudinal,2018,1.611348,
070201003,07,Carabobo,GRUPO ESCOLAR LANCASTER,3226.0,179,3.260537,-0.301374,3,0.321989,1.294633,1.899614,1.093717,1.093717,1.553164,historical_mae,operational,1.294633,1,2,longitudinal,2018,0.321989,
070904008,07,Carabobo,ESCUELA NACIONAL EL PRADO,3144.0,189,1.479915,0.094592,3,0.229759,0.601422,0.866388,0.601422,0.601422,0.623634,historical_mae,operational,0.601422,1,2,longitudinal,2018,0.229759,
080201004,08,Cojedes,ESCUELA BASICA ANTONIO JOSE DE SUCRE,2910.0,15,2.774312,0.733804,3,1.098806,1.535641,1.774134,1.535641,1.535641,0.888458,historical_mae,operational,1.535641,1,2,longitudinal,2018,1.098806,
080201006,08,Cojedes,ESCUELA  BASICA  LIGIA CADENA  DE ALVARADO,2383.0,26,2.801601,0.852232,3,0.335193,1.329675,1.701727,1.106213,1.106213,1.293123,historical_mae,operational,1.329675,1,2,longitudinal,2018,-0.335193,
092101001,09,Falcon,ESCUELA BASICA BOLIVARIANA YARACAL,2595.0,70,-1.850022,-1.802429,3,1.972104,1.874851,1.876213,-0.560116,0.560116,1.790655,historical_mae,operational,1.874851,1,2,longitudinal,2018,1.972104,
090402015,09,Falcon,ESCUELA BASICA 23 DE ENERO,2337.0,90,1.983671,1.374956,3,0.150619,1.169749,1.396202,1.069336,1.069336,0.89772,historical_mae,operational,1.169749,1,2,longitudinal,2018,-0.150619,
091002015,09,Falcon,CENTRO DE EDUCACION INICIAL SIMONCITO  MADRE EMILIA DE SAN JOSE,2165.0,103,2.783786,0.058649,3,2.877887,1.906774,2.311936,-0.011817,0.011817,2.311905,historical_mae,operational,1.906774,1,2,longitudinal,2018,-2.877887,
091601002,09,Falcon,CENTRO DE EDUCACIÓN INICIAL LOS TAQUES,2136.0,106,-2.079125,-2.153903,3,1.485956,1.906328,1.929605,-1.906328,1.906328,0.298812,historical_mae,operational,1.906328,1,2,longitudinal,2018,-1.485956,
100301009,10,Guarico,ESCUELA BASICA CELINA ACOSTA DE VIANA,4397.0,8,1.932515,-0.994442,3,0.186292,1.03775,1.259396,0.250594,0.250594,1.234213,historical_mae,operational,1.03775,1,2,longitudinal,2018,-0.186292,
100101007,10,Guarico,UNIDAD EDUCATIVA JUAN JOSE RONDON,4349.0,10,0.346016,-1.308529,3,2.904402,1.519649,1.850002,-1.288972,1.288972,1.32705,historical_mae,operational,1.519649,1,2,longitudinal,2018,-2.904402,
100601018,10,Guarico,ESCUELA BASICA AMALIA DE LARA,3481.0,36,0.610895,3.291885,3,1.570189,1.824323,2.135041,0.77753,0.77753,1.988428,historical_mae,operational,1.824323,1,2,longitudinal,2018,-1.570189,
101001001,10,Guarico,UNIDAD EDUCATIVA NACIONAL RAFAEL PAREDES,3424.0,37,3.985605,-0.298526,3,0.070564,1.451565,2.307896,1.252548,1.252548,1.938429,historical_mae,operational,1.451565,1,2,longitudinal,2018,0.070564,
110203002,11,Lara,UNIDAD EDUCATIVA MARIA LEDEZMA,6854.0,4,3.467928,-0.250001,3,2.050642,1.922857,2.330533,0.389095,0.389095,2.297823,historical_mae,operational,1.922857,1,2,longitudinal,2018,-2.050642,
110601017,11,Lara,UNIDAD EDUCATIVA ESTADAL RAIMUNDO PERNALETE,4398.0,20,-4.323262,0.158576,3,0.858444,1.780094,2.546413,-1.102081,1.102081,2.295569,historical_mae,operational,1.780094,1,2,longitudinal,2018,0.858444,
110601011,11,Lara,UNIDAD EDUCATIVA NACIONAL EXPEDITO CORTES,4238.0,26,-4.155634,0.216969,3,1.432691,1.935098,2.54093,-1.790452,1.790452,1.802944,historical_mae,operational,1.935098,1,2,longitudinal,2018,-1.432691,
110302001,11,Lara,LICEO NACIONAL BOLIVARIANO PEPE COLOMA,2555.0,157,3.573465,-1.609893,3,0.577351,1.920236,2.287265,0.462073,0.462073,2.240105,historical_mae,operational,1.920236,1,2,longitudinal,2018,-0.577351,
110502016,11,Lara,ESCUELA BOLIVARIANA NACIONAL DOCTOR JUAN DE DIOS PONTE,1707.0,258,-1.608675,1.44823,3,0.278087,1.111664,1.259965,0.039214,0.039214,1.259355,historical_mae,operational,1.111664,1,2,longitudinal,2018,0.278087,
110601008,11,Lara,CENTRO DE EDUCACION INICIAL JARDIN INICIAL PRISCILO VELIZ,1169.0,365,-3.806969,0.197159,3,1.11255,1.705559,2.292717,-0.83242,0.83242,2.136265,historical_mae,operational,1.705559,1,2,longitudinal,2018,1.11255,
110206009,11,Lara,ESCUELA CONCENTRADA VALLE HONDO,1074.0,394,-0.097863,3.918388,3,1.89938,1.971877,2.514689,0.640382,0.640382,2.431784,historical_mae,operational,1.971877,1,2,longitudinal,2018,-1.89938,
120806002,12,Merida,UNIDAD EDUCATIVA ANDRES ELOY BLANCO,4709.0,1,2.975465,1.64174,3,0.710171,1.775792,2.004416,1.302345,1.302345,1.523673,historical_mae,operational,1.775792,1,2,longitudinal,2018,-0.710171,
