codigo_centro,cod_estado,estado,nombre_centro,electores,rank_por_tamano,residual_2006,residual_2012,n_hist,recent_distance,historical_mae,historical_rmse,historical_bias,abs_historical_bias,historical_volatility,selector,cohort,score,pasada,tolerancia_de_entrada,metodo,target,residual_2013,residual_2018
040103001,04,Aragua,CONSERVATORIO DE MUSICA,5247.0,13,-51.077728,-47.165815,2,47.165815,49.121771,49.160698,-49.121771,49.121771,1.955957,historical_volatility,common,1.955957,1,2,longitudinal,2013,,
040301012,04,Aragua,ESCUELA BASICA ESTADAL AMERICA FERNANDEZ DE LEONI,5220.0,14,14.478892,16.29302,2,16.29302,15.385956,15.412671,15.385956,15.385956,0.907064,historical_volatility,common,0.907064,1,2,longitudinal,2013,,
040203003,04,Aragua,ESCUELA BASICA FRANCISCO LINARES ALCANTARA,5035.0,15,9.299093,6.525543,2,6.525543,7.912318,8.032927,7.912318,7.912318,1.386775,historical_volatility,common,1.386775,1,2,longitudinal,2013,,
040108009,04,Aragua,UNIDAD EDUCATIVA NACIONAL  ANTONIO GARCIA ROJO,4982.0,16,19.014056,22.353034,2,22.353034,20.683545,20.750813,20.683545,20.683545,1.669489,historical_volatility,common,1.669489,1,2,longitudinal,2013,,
051001001,05,Barinas,ESCUELA BASICA ALBERTO ARVELO  TORREALBA,5210.0,2,-9.506704,-11.015539,2,11.015539,10.261121,10.288817,-10.261121,10.261121,0.754417,historical_volatility,common,0.754417,1,2,longitudinal,2013,,
050601001,05,Barinas,ESCUELA BASICA JOSE FRANCISCO JIMENEZ,4171.0,9,-11.28269,-14.982616,2,14.982616,13.132653,13.262313,-13.132653,13.132653,1.849963,historical_volatility,common,1.849963,1,2,longitudinal,2013,,
050601007,05,Barinas,ESCUELA BASICA SEBASTIAN ARAUJO,3947.0,12,-14.015396,-17.134081,2,17.134081,15.574738,15.652604,-15.574738,15.574738,1.559342,historical_volatility,common,1.559342,1,2,longitudinal,2013,,
050401006,05,Barinas,LICEO BOLIVARIANO ELIAS ARAQUE MULLER,3742.0,19,-3.876964,-1.756695,2,1.756695,2.816829,3.00972,-2.816829,2.816829,1.060135,historical_volatility,common,1.060135,1,2,longitudinal,2013,,
060108012,06,Bolivar,ESCUELA BASICA GRAN SABANA FE Y ALEGRÍA,8273.0,2,18.443444,16.111057,2,16.111057,17.277251,17.316564,17.277251,17.277251,1.166194,historical_volatility,common,1.166194,1,2,longitudinal,2013,,
060102005,06,Bolivar,ESCUELA NACIONAL BASICA BELLA VISTA,6738.0,4,11.492891,10.072727,2,10.072727,10.782809,10.806164,10.782809,10.782809,0.710082,historical_volatility,common,0.710082,1,2,longitudinal,2013,,
060103002,06,Bolivar,ESCUELA BASICA FE Y ALEGRIA NUEVA GUAYANA,6410.0,5,17.301285,19.276531,2,19.276531,18.288908,18.315555,18.288908,18.288908,0.987623,historical_volatility,common,0.987623,1,2,longitudinal,2013,,
060107006,06,Bolivar,CICLO DIVERSIFICADO LOS OLIVOS,5832.0,7,-31.514258,-34.931243,2,34.931243,33.22275,33.266651,-33.22275,33.22275,1.708493,historical_volatility,common,1.708493,1,2,longitudinal,2013,,
060401007,06,Bolivar,ESCUELA NACIONAL BASICA MORALES MARCANO,5458.0,10,-11.465345,-13.407688,2,13.407688,12.436516,12.474378,-12.436516,12.436516,0.971172,historical_volatility,common,0.971172,1,2,longitudinal,2013,,
060107004,06,Bolivar,ESCUELA NACIONAL BASICA YOCOIMA,5194.0,11,-36.666176,-35.40125,2,35.40125,36.033713,36.039263,-36.033713,36.033713,0.632463,historical_volatility,common,0.632463,1,2,longitudinal,2013,,
070904009,07,Carabobo,ESCUELA BASICA ESTADAL JOSE REGINO PEÑA,11209.0,2,12.465122,11.583017,2,11.583017,12.024069,12.032156,12.024069,12.024069,0.441052,historical_volatility,common,0.441052,1,2,longitudinal,2013,,
070906016,07,Carabobo,ESCUELA LISANDRO RAMIREZ,9198.0,3,-47.461874,-44.84046,2,44.84046,46.151167,46.169776,-46.151167,46.151167,1.310707,historical_volatility,common,1.310707,1,2,longitudinal,2013,,
070906001,07,Carabobo,UNIDAD EDUCATIVA PRIVADO SAGRADO CORAZON,8301.0,5,-42.980993,-40.771368,2,40.771368,41.87618,41.890752,-41.87618,41.87618,1.104812,historical_volatility,common,1.104812,1,2,longitudinal,2013,,
070908021,07,Carabobo,ESCUELA ITACA,8250.0,6,-0.295975,-2.984175,2,2.984175,1.640075,2.120484,-1.640075,1.640075,1.3441,historical_volatility,common,1.3441,1,2,longitudinal,2013,,
070906007,07,Carabobo,COLEGIO JUAN XXIII,7844.0,8,-50.850959,-47.892665,2,47.892665,49.371812,49.393964,-49.371812,49.371812,1.479147,historical_volatility,common,1.479147,1,2,longitudinal,2013,,
070904035,07,Carabobo,ESCUELA BASICA ESTADAL DR. FRANCISCO ESPEJO,7579.0,9,9.292354,8.515587,2,8.515587,8.90397,8.912437,8.90397,8.90397,0.388384,historical_volatility,common,0.388384,1,2,longitudinal,2013,,
071401001,07,Carabobo,ESCUELA NACIONAL SAN JOSE LOS CHORRITOS,7358.0,11,6.965134,3.763906,2,3.763906,5.36452,5.598218,5.36452,5.36452,1.600614,historical_volatility,common,1.600614,1,2,longitudinal,2013,,
071301008,07,Carabobo,UNIDAD EDUCATIVA ESTADAL SANTIAGO MARIÑO,7330.0,12,-31.68517,-35.201015,2,35.201015,33.443092,33.489263,-33.443092,33.443092,1.757923,historical_volatility,common,1.757923,1,2,longitudinal,2013,,
080201002,08,Cojedes,ESCUELA  BASICA JESUS MARTIN LEON,4315.0,1,2.955638,4.937872,2,4.937872,3.946755,4.069298,3.946755,3.946755,0.991117,historical_volatility,common,0.991117,1,2,longitudinal,2013,,
080201017,08,Cojedes,ESCUELA BASICA  EDUARDO NOGUERA,3697.0,4,9.37734,10.700114,2,10.700114,10.038727,10.060491,10.038727,10.038727,0.661387,historical_volatility,common,0.661387,1,2,longitudinal,2013,,
091602001,09,Falcon,COMPLEJO EDUCATIVO AUTONOMO SIMON BOLIVAR,4073.0,4,-25.090926,-24.35808,2,24.35808,24.724503,24.727218,-24.724503,24.724503,0.366423,historical_volatility,common,0.366423,1,2,longitudinal,2013,,
090402004,09,Falcon,ESCUELA BÁSICA VICTOR LINO GÓMEZ,3976.0,5,7.63762,5.847965,2,5.847965,6.742792,6.801909,6.742792,6.742792,0.894827,historical_volatility,common,0.894827,1,2,longitudinal,2013,,
091002014,09,Falcon,ESCUELA TECNICA INDUSTRIAL ROBINSONIANA CORO  EXTENSION SAN JOSE,3947.0,6,4.643076,0.972029,2,0.972029,2.807553,3.354325,2.807553,2.807553,1.835523,historical_volatility,common,1.835523,1,2,longitudinal,2013,,
090401003,09,Falcon,ESCUELA BASICA BOLIVARIANA ESTEBAN SMITH MONZON,3796.0,11,6.600172,7.307473,2,7.307473,6.953822,6.962809,6.953822,6.953822,0.353651,historical_volatility,common,0.353651,1,2,longitudinal,2013,,
101501001,10,Guarico,GRUPO ESCOLAR CARLOS DEL POZO,5485.0,2,6.163432,4.324472,2,4.324472,5.243952,5.323953,5.243952,5.243952,0.91948,historical_volatility,common,0.91948,1,2,longitudinal,2013,,
100101015,10,Guarico,GRUPO ESCOLAR RAFAEL GONZALEZ UDIS,5322.0,3,-5.275921,-7.991772,2,7.991772,6.633846,6.771402,-6.633846,6.633846,1.357926,historical_volatility,common,1.357926,1,2,longitudinal,2013,,
100101013,10,Guarico,ESCUELA BASICA FRANCISCO LAZO MARTÍ,5239.0,4,-15.499667,-19.009727,2,19.009727,17.254697,17.343722,-17.254697,17.254697,1.75503,historical_volatility,common,1.75503,1,2,longitudinal,2013,,
100301009,10,Guarico,ESCUELA BASICA CELINA ACOSTA DE VIANA,4506.0,7,1.932515,-0.994442,2,0.994442,1.463479,1.536803,0.469036,0.469036,1.463479,historical_volatility,common,1.463479,1,2,longitudinal,2013,,
110203001,11,Lara,ESCUELA TECNICA COMERCIAL DOCTOR AMBROSIO PERERA,6032.0,3,-41.917543,-38.799684,2,38.799684,40.358613,40.38871,-40.358613,40.358613,1.558929,historical_volatility,common,1.558929,1,2,longitudinal,2013,,
110204012,11,Lara,ESUELA BOLIVARIANA CIUDAD DE MATURIN,5654.0,5,8.305406,5.621717,2,5.621717,6.963562,7.091667,6.963562,6.963562,1.341844,historical_volatility,common,1.341844,1,2,longitudinal,2013,,
110203004,11,Lara,COLEGIO PRIVADO LAS FUENTES,5468.0,7,-38.63213,-37.314791,2,37.314791,37.97346,37.979173,-37.97346,37.97346,0.65867,historical_volatility,common,0.65867,1,2,longitudinal,2013,,
110601009,11,Lara,GRUPO ESCOLAR JOSE HERRERA OROPEZA,5086.0,12,-6.18886,-3.001855,2,3.001855,4.595357,4.863801,-4.595357,4.595357,1.593502,historical_volatility,common,1.593502,1,2,longitudinal,2013,,
110503001,11,Lara,UNIDAD EDUCATIVA AGUA VIVA,4657.0,16,-0.964836,-3.536812,2,3.536812,2.250824,2.592291,-2.250824,2.250824,1.285988,historical_volatility,common,1.285988,1,2,longitudinal,2013,,
110204027,11,Lara,UNIDAD EDUCATIVA COLEGIO FE Y ALEGRIA JUAN XXIII,4544.0,17,13.330554,9.483872,2,9.483872,11.407213,11.568222,11.407213,11.407213,1.923341,historical_volatility,common,1.923341,1,2,longitudinal,2013,,
110207053,11,Lara,ESUELA NACIONAL JUAN DE VILLEGAS,4514.0,18,17.46714,16.870373,2,16.870373,17.168757,17.171349,17.168757,17.168757,0.298383,historical_volatility,common,0.298383,1,2,longitudinal,2013,,
120806002,12,Merida,UNID EDUC ANDRES ELOY BLANCO,4399.0,3,2.975465,1.64174,2,1.64174,2.308603,2.402988,2.308603,2.308603,0.666863,historical_volatility,common,0.666863,1,2,longitudinal,2013,,
120806004,12,Merida,ESCUELA BASICA GRADUADA SIMON RODRIGUEZ,4370.0,4,6.589949,8.438543,2,8.438543,7.514246,7.570879,7.514246,7.514246,0.924297,historical_volatility,common,0.924297,1,2,longitudinal,2013,,
120806001,12,Merida,GRUPO ESCOLAR EL EDUCADOR,3755.0,7,3.476391,-0.246076,2,0.246076,1.861234,2.46433,1.615157,1.615157,1.861234,historical_volatility,common,1.861234,1,2,longitudinal,2013,,
120901001,12,Merida,ESCUELA ESTADO APURE,3569.0,13,-2.209551,-1.52965,2,1.52965,1.8696,1.900255,-1.8696,1.8696,0.339951,historical_volatility,common,0.339951,1,2,longitudinal,2013,,
130902024,13,Miranda,ESCUELA TECNICA POPULAR DON BOSCO,9607.0,2,-28.52137,-28.732722,2,28.732722,28.627046,28.627241,-28.627046,28.627046,0.105676,historical_volatility,common,0.105676,1,2,longitudinal,2013,,
131603001,13,Miranda,COLEGIO  SANTA ROSA DE LIMA,8621.0,5,-45.342302,-42.524977,2,42.524977,43.93364,43.956217,-43.93364,43.93364,1.408663,historical_volatility,common,1.408663,1,2,longitudinal,2013,,
131801010,13,Miranda,UNIDAD EDUCATIVA MUNICIPAL ANDRES BELLO,7899.0,9,-26.734312,-28.913888,2,28.913888,27.8241,27.845434,-27.8241,27.8241,1.089788,historical_volatility,common,1.089788,1,2,longitudinal,2013,,
130901003,13,Miranda,UNIDAD EDUCATIVA COLEGIO SAN ANTONIO DE MACARACUAY,7692.0,11,-45.381279,-41.805844,2,41.805844,43.593561,43.630202,-43.593561,43.593561,1.787718,historical_volatility,common,1.787718,1,2,longitudinal,2013,,
130901030,13,Miranda,COLEGIO SAN AGUSTIN,7634.0,12,-36.777263,-36.9974,2,36.9974,36.887332,36.887496,-36.887332,36.887332,0.110069,historical_volatility,common,0.110069,1,2,longitudinal,2013,,
130701021,13,Miranda,ESCUELA BASICA NACIONAL LA CEIBA DEL ALTO,7272.0,14,31.45442,28.304835,2,28.304835,29.879628,29.921098,29.879628,29.879628,1.574793,historical_volatility,common,1.574793,1,2,longitudinal,2013,,
130901044,13,Miranda,UNIVERSIDAD METROPOLITANA,7138.0,15,-43.360024,-41.263006,2,41.263006,42.311515,42.324504,-42.311515,42.311515,1.048509,historical_volatility,common,1.048509,1,2,longitudinal,2013,,
131801019,13,Miranda,COLEGIO SCHONTHAL,7133.0,16,-40.330071,-38.605218,2,38.605218,39.467644,39.477066,-39.467644,39.467644,0.862426,historical_volatility,common,0.862426,1,2,longitudinal,2013,,
131601002,13,Miranda,UNIDAD EDUCATIVA COLEGIO FRAY LUIS AMIGO,7090.0,17,-39.264566,-38.140689,2,38.140689,38.702628,38.706707,-38.702628,38.702628,0.561939,historical_volatility,common,0.561939,1,2,longitudinal,2013,,
131602011,13,Miranda,UNIDAD EDUCATIVA COLEGIO SAN LUIS DE CARACAS,6623.0,20,-45.630715,-42.546058,2,42.546058,44.088387,44.115356,-44.088387,44.088387,1.542328,historical_volatility,common,1.542328,1,2,longitudinal,2013,,
140708019,14,Monagas,ESCUELA BASICA PRIMERO DE MAYO,4570.0,4,11.899767,9.612801,2,9.612801,10.756284,10.816894,10.756284,10.756284,1.143483,historical_volatility,common,1.143483,1,2,longitudinal,2013,,
140708018,14,Monagas,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,4112.0,6,12.462534,11.840431,2,11.840431,12.151482,12.155463,12.151482,12.151482,0.311052,historical_volatility,common,0.311052,1,2,longitudinal,2013,,
140807001,14,Monagas,ESCUELA TERESA CARREÑO,3694.0,10,3.034115,0.850416,2,0.850416,1.942266,2.228122,1.942266,1.942266,1.091849,historical_volatility,common,1.091849,1,2,longitudinal,2013,,
140706001,14,Monagas,ESCUELA BASICA  CACIQUE PARAMACONI,3525.0,15,8.728769,6.760471,2,6.760471,7.74462,7.8069,7.74462,7.74462,0.984149,historical_volatility,common,0.984149,1,2,longitudinal,2013,,
150601008,15,Nueva Esparta,UNIDAD EDUCATIVA DOCTOR RAÚL LEONI,3728.0,1,7.45588,9.374733,2,9.374733,8.415307,8.469822,8.415307,8.415307,0.959426,historical_volatility,common,0.959426,1,2,longitudinal,2013,,
150401002,15,Nueva Esparta,UNIDAD EDUCATIVA ESTADAL LUISA ROSAS DE VELASQUEZ,3622.0,2,-4.301368,-5.725506,2,5.725506,5.013437,5.063753,-5.013437,5.013437,0.712069,historical_volatility,common,0.712069,1,2,longitudinal,2013,,
150101007,15,Nueva Esparta,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA FRANCISCO ESTEBAN GOMEZ,3453.0,3,-10.860409,-13.777139,2,13.777139,12.318774,12.404798,-12.318774,12.318774,1.458365,historical_volatility,common,1.458365,1,2,longitudinal,2013,,
160601041,16,Portuguesa,ESCUELA BASICA TRINA DE MORENO,4022.0,1,5.407045,6.218948,2,6.218948,5.812996,5.827154,5.812996,5.812996,0.405952,historical_volatility,common,0.405952,1,2,longitudinal,2013,,
160301005,16,Portuguesa,ESCUELA BASICA AMADIO MARQUEZ,3834.0,2,10.146983,9.942831,2,9.942831,10.044907,10.045426,10.044907,10.044907,0.102076,historical_volatility,common,0.102076,1,2,longitudinal,2013,,
160601024,16,Portuguesa,ESCUELA BASICA ALBERTO LEVY MORA,3781.0,5,6.171121,10.132824,2,10.132824,8.151973,8.389185,8.151973,8.151973,1.980852,historical_volatility,common,1.980852,1,2,longitudinal,2013,,
160601021,16,Portuguesa,ESCUELA BASICA FE Y ALEGRIA,3521.0,14,-0.144184,0.040295,2,0.040295,0.09224,0.10586,-0.051944,0.051944,0.09224,historical_volatility,common,0.09224,1,2,longitudinal,2013,,
170904004,17,Sucre,U.E. MADRE ALBERTA JIMENEZ,4972.0,3,9.11785,5.768363,2,5.768363,7.443107,7.629194,7.443107,7.443107,1.674744,historical_volatility,common,1.674744,1,2,longitudinal,2013,,
170304002,17,Sucre,ESCUELA BOLIVARIANA PETRICA REYES DE QUILARQUE,4282.0,8,3.960307,4.202732,2,4.202732,4.081519,4.083319,4.081519,4.081519,0.121212,historical_volatility,common,0.121212,1,2,longitudinal,2013,,
170301012,17,Sucre,LICEO JOSÉ FRANCISCO BERMÚDEZ,4033.0,10,2.800197,2.024523,2,2.024523,2.41236,2.443337,2.41236,2.41236,0.387837,historical_volatility,common,0.387837,1,2,longitudinal,2013,,
170907002,17,Sucre,U.E.NUEVA CÓRDOBA,3820.0,14,-0.837785,1.358761,2,1.358761,1.098273,1.128741,0.260488,0.260488,1.098273,historical_volatility,common,1.098273,1,2,longitudinal,2013,,
180403002,18,Tachira,UNIDAD EDUCATIVA NACIONAL LICEO LIBERTADOR,7672.0,1,-2.788434,-5.903125,2,5.903125,4.34578,4.616397,-4.34578,4.34578,1.557345,historical_volatility,common,1.557345,1,2,longitudinal,2013,,
182801005,18,Tachira,UNIDAD EDUCATIVA SAN JOCESITO,5167.0,3,10.653101,7.567234,2,7.567234,9.110167,9.239902,9.110167,9.110167,1.542934,historical_volatility,common,1.542934,1,2,longitudinal,2013,,
180803002,18,Tachira,ESCUELA BOLIVARIANA BUSTAMANTE,4875.0,4,-7.130895,-9.44335,2,9.44335,8.287123,8.367393,-8.287123,8.287123,1.156228,historical_volatility,common,1.156228,1,2,longitudinal,2013,,
180401004,18,Tachira,COLEGIO NUESTRA SEÑORA DE LA CONSOLACION DE TARIBA,4671.0,7,-14.068274,-18.03333,2,18.03333,16.050802,16.172775,-16.050802,16.050802,1.982528,historical_volatility,common,1.982528,1,2,longitudinal,2013,,
180401017,18,Tachira,ESCUELA BOLIVARIANA SIMON CANDIALES,4559.0,8,7.493288,5.725621,2,5.725621,6.609454,6.668287,6.609454,6.609454,0.883834,historical_volatility,common,0.883834,1,2,longitudinal,2013,,
191203001,19,Trujillo,UNIDAD EDUCATIVA JOSEFINA PIMENTEL,3669.0,1,2.979203,4.434551,2,4.434551,3.706877,3.777624,3.706877,3.706877,0.727674,historical_volatility,common,0.727674,1,2,longitudinal,2013,,
190701015,19,Trujillo,UNIDAD EDUCATIVA LAS MERCEDES,3536.0,2,10.440168,9.003839,2,9.003839,9.722003,9.748493,9.722003,9.722003,0.718164,historical_volatility,common,0.718164,1,2,longitudinal,2013,,
191201001,19,Trujillo,ESCUELA BOLIVARIANA FRANCISCO DE SALES PÉREZ,3521.0,4,-8.124654,-8.489802,2,8.489802,8.307228,8.309234,-8.307228,8.307228,0.182574,historical_volatility,common,0.182574,1,2,longitudinal,2013,,
190202004,19,Trujillo,GRUPO ESCOLAR BOLIVARIANO MÁXIMO SAAVEDRA,3477.0,5,-12.153099,-15.764226,2,15.764226,13.958663,14.074954,-13.958663,13.958663,1.805564,historical_volatility,common,1.805564,1,2,longitudinal,2013,,
201001002,20,Yaracuy,ESCUELA BASICA DOCTOR LEON TRUJILLO,3625.0,2,-17.232415,-21.022169,2,21.022169,19.127292,19.220922,-19.127292,19.127292,1.894877,historical_volatility,common,1.894877,1,2,longitudinal,2013,,
200401020,20,Yaracuy,ESCUELA BASICA CARMEN DE RAMIREZ,3214.0,4,2.514258,-0.090833,2,0.090833,1.302545,1.779009,1.211712,1.211712,1.302545,historical_volatility,common,1.302545,1,2,longitudinal,2013,,
200701025,20,Yaracuy,ESCUELA BASICA AMERICA YUDITH IBARRA,2938.0,8,8.407738,10.332555,2,10.332555,9.370147,9.419441,9.370147,9.370147,0.962408,historical_volatility,common,0.962408,1,2,longitudinal,2013,,
210515003,21,Zulia,JARDIN DE INFANCIA NACIONAL GENERAL JUAN BAUTISTA ARISMENDI,7885.0,2,21.861998,18.308525,2,18.308525,20.085261,20.163693,20.085261,20.085261,1.776736,historical_volatility,common,1.776736,1,2,longitudinal,2013,,
210402002,21,Zulia,LICEO JOSE ANTONIO ALMARZA,6805.0,10,13.515581,13.297624,2,13.297624,13.406603,13.407045,13.406603,13.406603,0.108979,historical_volatility,common,0.108979,1,2,longitudinal,2013,,
210509008,21,Zulia,COLEGIO SANTA MARIANA DE JESUS,6487.0,17,-8.389624,-5.197193,2,5.197193,6.793409,6.978417,-6.793409,6.793409,1.596215,historical_volatility,common,1.596215,1,2,longitudinal,2013,,
210506005,21,Zulia,UNIDAD EDUCATIVA NACIONAL ROMULO GALLEGOS,6288.0,20,-26.420957,-29.424556,2,29.424556,27.922756,27.963113,-27.922756,27.922756,1.5018,historical_volatility,common,1.5018,1,2,longitudinal,2013,,
210516004,21,Zulia,UNIDAD EDUCATIVA NACIONAL JOSE FELIX RIVAS,6232.0,21,11.17009,13.015605,2,13.015605,12.092847,12.128002,12.092847,12.092847,0.922758,historical_volatility,common,0.922758,1,2,longitudinal,2013,,
210517002,21,Zulia,UNIDAD EDUCATIVA NACIONAL ARQUIDIOCESANA MONSEÑOR OLEGARIO VILLALOBOS,6064.0,23,13.548491,13.760974,2,13.760974,13.654733,13.655146,13.654733,13.654733,0.106242,historical_volatility,common,0.106242,1,2,longitudinal,2013,,
211202001,21,Zulia,UNIDAD EDUCATIVA ESTADAL DOCTOR. ALBERTO RONCAJOLO,5837.0,26,-4.123489,-5.217651,2,5.217651,4.67057,4.702502,-4.67057,4.67057,0.547081,historical_volatility,common,0.547081,1,2,longitudinal,2013,,
211803017,21,Zulia,LICEO NACIONAL EDUARDO MATIAS LOSSADA,5509.0,34,-4.507769,-7.247964,2,7.247964,5.877867,6.035436,-5.877867,5.877867,1.370097,historical_volatility,common,1.370097,1,2,longitudinal,2013,,
211201004,21,Zulia,ESCUELA BASICA NACIONAL DOCTOR. RAUL CUENCA,5385.0,37,-6.185179,-5.381813,2,5.381813,5.783496,5.797429,-5.783496,5.783496,0.401683,historical_volatility,common,0.401683,1,2,longitudinal,2013,,
210305005,21,Zulia,ESCUELA ENCONTRADOS,5147.0,45,5.952414,3.332539,2,3.332539,4.642476,4.823746,4.642476,4.642476,1.309937,historical_volatility,common,1.309937,1,2,longitudinal,2013,,
211402002,21,Zulia,ESCUELA  SOCIAL DE AVANZADA  BELLO MONTE,5145.0,46,10.505305,11.796317,2,11.796317,11.150811,11.169479,11.150811,11.150811,0.645506,historical_volatility,common,0.645506,1,2,longitudinal,2013,,
210402006,21,Zulia,ESCUELA BASICA BOLIVARIANA  FRANCISCO ARAUJO GARCIA,5126.0,47,10.133013,10.998821,2,10.998821,10.565917,10.574782,10.565917,10.565917,0.432904,historical_volatility,common,0.432904,1,2,longitudinal,2013,,
220102003,22,Amazonas,ESCUELA BASICA FELIX SOLANO,3147.0,1,4.184826,4.401159,2,4.401159,4.292993,4.294355,4.292993,4.292993,0.108167,historical_volatility,common,0.108167,1,2,longitudinal,2013,,
220102004,22,Amazonas,ESCUELA BASICA CECILIO ACOSTA,3045.0,2,1.625167,0.041864,2,0.041864,0.833516,1.149548,0.833516,0.833516,0.791651,historical_volatility,common,0.791651,1,2,longitudinal,2013,,
230404004,23,Delta Amacuro,ESCUELA BASICA NACIONAL EL TRIUNFO,2743.0,5,4.214785,7.494578,2,7.494578,5.854682,6.080013,5.854682,5.854682,1.639896,historical_volatility,common,1.639896,1,2,longitudinal,2013,,
230404005,23,Delta Amacuro,UNIDAD EDUCATIVA MARIA DEL JESUS ALMEIDA,2735.0,6,6.922326,6.974479,2,6.974479,6.948402,6.948451,6.948402,6.948402,0.026077,historical_volatility,common,0.026077,1,2,longitudinal,2013,,
240110003,24,La Guaira,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA SANTA EDUVIGIS,5042.0,2,13.14471,14.345601,2,14.345601,13.745156,13.758264,13.745156,13.745156,0.600445,historical_volatility,common,0.600445,1,2,longitudinal,2013,,
240104013,24,La Guaira,UNIDAD EDUCATIVA. NACIONAL NARCISO GONELL,4680.0,3,6.885754,3.824169,2,3.824169,5.354962,5.569465,5.354962,5.354962,1.530792,historical_volatility,common,1.530792,1,2,longitudinal,2013,,
240104001,24,La Guaira,UNIDAD EDUCATIVA ESTADAL EMILIO GIMON STERLING,4587.0,4,2.209713,-0.299282,2,0.299282,1.254497,1.576769,0.955216,0.955216,1.254497,historical_volatility,common,1.254497,1,2,longitudinal,2013,,
010107021,01,Distrito Capital,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MIGUEL VILLAVICENCIO,5813.0,24,2.845037,1.252943,2,1.252943,2.04899,2.198193,2.04899,2.04899,0.796047,recent_distance,operational,1.252943,1,2,longitudinal,2013,,
010115010,01,Distrito Capital,UNIDAD EDUCATIVA BOLIVARIANA PEDRO FONTES,5610.0,29,-1.260892,1.848382,2,1.848382,1.554637,1.582145,0.293745,0.293745,1.554637,recent_distance,operational,1.848382,1,2,longitudinal,2013,,
010114002,01,Distrito Capital,ESCUELA BÁSICA BOLIVARIANA CARACCIOLO PARRA LEÓN,4948.0,42,1.813427,0.452988,2,0.452988,1.133208,1.321688,1.133208,1.133208,0.680219,recent_distance,operational,0.452988,1,2,longitudinal,2013,,
010110022,01,Distrito Capital,UNIDAD EDUCATIVA NACIONAL MIGUEL ANTONIO CARO,4673.0,53,7.750363,1.770003,2,1.770003,4.760183,5.621434,4.760183,4.760183,2.99018,recent_distance,operational,1.770003,1,2,longitudinal,2013,,
010114045,01,Distrito Capital,UNIVERSIDAD EXPERIMENTAL SIMON RODRIGUEZ,3980.0,91,4.125641,0.243892,2,0.243892,2.184767,2.922362,2.184767,2.184767,1.940875,recent_distance,operational,0.243892,1,2,longitudinal,2013,,
010110101,01,Distrito Capital,ESCUELA BASICA NACIONAL SUCRE,3606.0,114,-0.041971,-1.580054,2,1.580054,0.811013,1.117661,-0.811013,0.811013,0.769041,recent_distance,operational,1.580054,1,2,longitudinal,2013,,
010113004,01,Distrito Capital,UNIDAD EDUCATIVA DISTRITAL SIMON RODRIGUEZ,3503.0,126,-0.662527,0.281135,2,0.281135,0.471831,0.50891,-0.190696,0.190696,0.471831,recent_distance,operational,0.281135,1,2,longitudinal,2013,,
010117023,01,Distrito Capital,ESCUELA BASICA BOLIVARIANA MENCA DE LEONI,3399.0,140,3.17805,1.914273,2,1.914273,2.546161,2.623399,2.546161,2.546161,0.631889,recent_distance,operational,1.914273,1,2,longitudinal,2013,,
010104014,01,Distrito Capital,LICEO BOLIVARIANO LINO GALLARDO,3376.0,144,-0.296693,-0.259715,2,0.259715,0.278204,0.278818,-0.278204,0.278204,0.018489,recent_distance,operational,0.259715,1,2,longitudinal,2013,,
020101013,02,Anzoategui,UNIDAD EDUCATIVA NARCISO FRAGACHAN,5010.0,6,7.935997,0.414731,2,0.414731,4.175364,5.619255,4.175364,4.175364,3.760633,recent_distance,operational,0.414731,1,2,longitudinal,2013,,
020302001,02,Anzoategui,ESCUELA ESTADAL DOMINGO MAZA VELASQUEZ,4519.0,16,5.705009,1.744056,2,1.744056,3.724532,4.218344,3.724532,3.724532,1.980476,recent_distance,operational,1.744056,1,2,longitudinal,2013,,
021301004,02,Anzoategui,LICEO CRISTOBAL COLON,4355.0,19,-0.404602,-1.07776,2,1.07776,0.741181,0.814024,-0.741181,0.741181,0.336579,recent_distance,operational,1.07776,1,2,longitudinal,2013,,
020302032,02,Anzoategui,ESCUELA BÁSICA NACIONAL DOCTOR JULIO CAMEJO,3970.0,35,-1.39933,-0.289689,2,0.289689,0.844509,1.010456,-0.844509,0.844509,0.554821,recent_distance,operational,0.289689,1,2,longitudinal,2013,,
020402002,02,Anzoategui,GRUPO ESCOLAR DIEGO BAUTISTA URBANEJA,3635.0,60,3.503798,0.454462,2,0.454462,1.97913,2.498313,1.97913,1.97913,1.524668,recent_distance,operational,0.454462,1,2,longitudinal,2013,,
021401014,02,Anzoategui,INSTITUTO RAFAEL RANGEL,3539.0,71,8.03138,1.364069,2,1.364069,4.697724,5.760371,4.697724,4.697724,3.333655,recent_distance,operational,1.364069,1,2,longitudinal,2013,,
030101001,03,Apure,ESCUELA BASICA BOLIVARIANA TERESA HURTADO,3950.0,2,2.346769,0.720616,2,0.720616,1.533693,1.735888,1.533693,1.533693,0.813077,recent_distance,operational,0.720616,1,2,longitudinal,2013,,
