codigo_centro,cod_estado,nombre_centro,estado,electores,mesas,rank_por_tamano,similarity,distancia_hist_pp,state_winner,state_top1,state_top2,candidate_profile,pasada,tolerancia_de_entrada,metodo,transicion
010107021,01,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MIGUEL VILLAVICENCIO,Distrito Capital,5549,8,30,full_profile,0.617187,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110169,01,ESCUELA BÁSICA NACIONAL ESPAÑA,Distrito Capital,4991,7,42,full_profile,1.982642,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110038,01,UNIDAD EDUCATIVA NACIONAL ANTONIO JOSÉ DE SUCRE,Distrito Capital,4847,7,49,full_profile,1.581029,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010114002,01,ESCUELA BÁSICA BOLIVARIANA CARACCIOLO PARRA LEÓN,Distrito Capital,4739,7,56,full_profile,0.180376,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110007,01,LICEO BOLIVARIANO LUIS ESPELOZÍN,Distrito Capital,4112,6,88,full_profile,0.859109,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010114045,01,UNIVERSIDAD EXPERIMENTAL SIMÓN RODRÍGUEZ,Distrito Capital,3673,5,113,full_profile,0.875567,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110016,01,UNIDAD EDUCATIVA NACIONAL LICEO BOLIVARIANO NICANOR BOLET PERAZA,Distrito Capital,3509,5,125,full_profile,1.143323,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110101,01,ESCUELA BÁSICA NACIONAL SUCRE,Distrito Capital,3384,5,142,full_profile,1.58638,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
021301021,02,GRUPO ESCOLAR TOMAS MOGNA,Anzoategui,5372,7,6,full_profile,1.379367,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020101013,02,UNIDAD EDUCATIVA NARCISO FRAGACHAN,Anzoategui,5132,7,8,full_profile,0.961163,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
021201006,02,UNIDAD EDUCATIVA HERNANDEZ PARES,Anzoategui,4832,7,12,full_profile,0.833011,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020302026,02,UNIDAD EDUCATIVA DOCTOR JOSÉ GIL FORTOUL,Anzoategui,4602,7,16,full_profile,1.677909,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020101022,02,UNIDAD EDUCATIVA  VIENTO FRESCO,Anzoategui,4559,6,18,full_profile,1.266327,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020302001,02,ESCUELA ESTADAL DOMINGO MAZA VELASQUEZ,Anzoategui,4293,6,28,full_profile,0.685004,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
030501013,03,LICEO BOLIVARIANO MANUEL ANTONIO NIEVES,Apure,4067,6,1,full_profile,0.677048,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
030101001,03,ESCUELA BASICA BOLIVARIANA TERESA HURTADO,Apure,3540,5,9,full_profile,0.534381,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
030603004,03,ESCUELA BASICA EL RECREO,Apure,3301,5,15,full_profile,1.754236,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
041701009,04,UNIVERSIDAD DE CARABOBO MORITA II,Aragua,7226,10,2,full_profile,0.968167,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040202001,04,ESCUELA BASICA ROSA AMELIA FLORES,Aragua,6352,9,4,full_profile,0.428697,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040202009,04,CICLO BASICO MARI/O,Aragua,5267,7,14,full_profile,0.336685,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
041302001,04,ESCUELA BASICA JOSE FELIX RIBAS,Aragua,4180,6,55,full_profile,0.814812,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040108012,04,ESCUELA BASICA ANIBAL CASTILLO,Aragua,3382,5,110,full_profile,0.681413,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040108006,04,ESCUELA BASICA AGUSTIN AVELEDO,Aragua,3345,5,115,full_profile,1.856019,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040202002,04,ESCUELA BASICA JOSEFINA BOLIVAR DE GONZALEZ,Aragua,2834,4,172,full_profile,0.903188,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050212001,05,ESCUELA BASICA ESTATAL VIRGINIA DE CONTRERAS,Barinas,4700,7,3,full_profile,1.126433,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050210005,05,UNIDAD  EDUCATIVA PADRE FELIPE  SALVADOR GILIJ,Barinas,3816,5,18,full_profile,0.285525,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050208004,05,ESCUELA BASICA LOURDES RIVAS  DE TORRES,Barinas,3723,5,20,full_profile,0.688244,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050302007,05,UNIDAD EDUCATIVA  JOSE RAMON TRASPUESTO,Barinas,3571,5,26,full_profile,0.446793,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060108025,06,UNIDAD EDUCATIVA NACIONAL DOCTOR LUIS BELTRAN PRIETO FIGUEROA,Bolivar,6565,9,6,full_profile,0.958297,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060101003,06,ESCUELA ESTADAL BASICA SILVANA DE IRADI,Bolivar,4325,6,33,full_profile,0.373969,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060303014,06,ESCUELA BASICA NACIONAL JOSE LUIS AFANADOR,Bolivar,4238,6,36,full_profile,1.352639,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060101023,06,ESCUELA NACIONAL BASICA ANTONIO DE BERRIOS,Bolivar,3898,5,48,full_profile,0.702458,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060302011,06,ESCUELA BASICA NACIONAL LOS PROCERES II,Bolivar,3882,6,49,full_profile,0.957358,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060306005,06,ESCUELA BASICA JOSE ANTONIO PAEZ,Bolivar,3831,5,50,full_profile,0.338475,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070401016,07,UNIDAD EDUCATIVA NACIONAL EL TOQUITO,Carabobo,5122,7,60,full_profile,0.752712,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070403003,07,GRUPO ESCOLAR CARLOS ARVELO,Carabobo,5039,7,63,full_profile,0.363113,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
071301005,07,UNIDAD EDUCATIVA NACIONAL CAMPO SOLO,Carabobo,4746,7,74,full_profile,1.246877,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
071402003,07,UNIDAD EDUCATIVA ESTADAL JUANA GOMEZ,Carabobo,4255,6,102,full_profile,1.577791,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070704005,07,ESCUELA MARIA CONCEPCION DE BOLIVAR,Carabobo,4107,6,116,full_profile,0.847981,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070401006,07,PRE ESCOLAR EL SAMAN CEI BOLIVARIANO EL SAMAN,Carabobo,3993,6,127,full_profile,1.719461,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070703004,07,ESCUELA BASICA LA SALLE BALOCHE,Carabobo,3935,6,133,full_profile,0.593178,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070705004,07,UNIDAD EDUCATIVA COLEGIO CENTRO ESTUDIO CARABOBO,Carabobo,3509,5,151,full_profile,1.298582,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
080201004,08,ESCUELA BASICA ANTONIO JOSE DE SUCRE,Cojedes,2910,4,15,full_profile,1.228676,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
080301002,08,LICEO BOLIVARIANO HIGINIO MORALES,Cojedes,2894,4,16,full_profile,0.602096,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
091001020,09,ESCUELA BASICA VELITA II,Falcon,3696,5,19,full_profile,1.644112,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
091001022,09,COMPLEJO EDUCATIVO MIGUEL LOPEZ GARCIA,Falcon,3683,5,20,full_profile,1.69903,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
090401007,09,ESCUELA BÁSICA ANTIGUO AEROPUERTO,Falcon,3466,5,28,full_profile,1.3747,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
091001007,09,ESCUELA BÁSICA LUCAS ADAMES,Falcon,3202,5,37,full_profile,1.528231,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
100701003,10,ESCUELA BASICA NACIONAL RÓMULO GALLEGOS,Guarico,5067,7,4,full_profile,1.260498,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
101101001,10,ESCUELA BASICA CARLOS IRAZABAL PEREZ,Guarico,4551,6,7,full_profile,1.268347,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
100301009,10,ESCUELA BASICA CELINA ACOSTA DE VIANA,Guarico,4397,6,8,full_profile,0.229586,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
100301021,10,LICEO FRANCISCO DE MIRANDA,Guarico,4005,6,19,full_profile,0.926893,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110207048,11,ESCUELA BASICA SIMON BOLIVAR,Lara,7145,10,3,full_profile,0.463491,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110207015,11,UNIDAD EDUCATVA BERNABE PLANAS,Lara,6514,9,5,full_profile,1.407156,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110204001,11,UNIDAD EDUCATIVA CORONEL GENARO VASQUEZ,Lara,5122,7,13,full_profile,0.413277,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110601017,11,UNIDAD EDUCATIVA ESTADAL RAIMUNDO PERNALETE,Lara,4398,6,20,full_profile,0.923875,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110601011,11,UNIDAD EDUCATIVA NACIONAL EXPEDITO CORTES,Lara,4238,6,26,full_profile,1.581674,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110601014,11,ESCUELA BASICA ARGENIS GRATEROL,Lara,4064,6,36,full_profile,0.585508,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110601019,11,UNIDAD EDUCATIVA NACIONAL  JUAN BAUTISTA FRANCO,Lara,3881,5,46,full_profile,1.247245,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120806002,12,UNIDAD EDUCATIVA ANDRES ELOY BLANCO,Merida,4709,6,1,full_profile,0.731288,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120107003,12,ESCUELA BASICA ANDRES BELLO,Merida,4375,6,3,full_profile,1.594203,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120806001,12,GRUPO ESCOLAR EL EDUCADOR,Merida,3574,5,11,full_profile,1.650162,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120406004,12,AULAS ANEXAS EDELMIRA LOBO,Merida,3431,5,18,full_profile,1.186597,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131101024,13,ESCUELA EL INGENIO,Miranda,5989,8,34,full_profile,0.423927,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131603002,13,UNIDAD EDUCATIVA ESTADAL  ADOLFO NAVAS  CORONADO,Miranda,5762,8,41,full_profile,0.568078,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130903007,13,UNIDAD EDUCATIVA FE Y ALEGRIA PADRE JOAQUIN LOPEZ,Miranda,4876,7,75,full_profile,1.735119,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130301037,13,UNIDAD ESTADAL EDUCATIVA CECILIO ACOSTA 1,Miranda,4830,7,79,full_profile,1.118211,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130901091,13,ESCUELA BASICA NACIONAL . ANTONIO ORDONEZ,Miranda,4760,7,86,full_profile,1.36087,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131603005,13,UNIDAD EDUCATIVA NACIONAL TITO SALAS,Miranda,4657,7,91,full_profile,1.940399,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130901099,13,UNIDAD EDUCATIVA NACIONAL LICEO MARIANO PICON SALAS,Miranda,4078,6,123,full_profile,0.931201,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131101007,13,GRUPO ESCOLAR ELIAS CALIXTO POMPA,Miranda,4010,6,127,full_profile,0.262645,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130901021,13,ESCUELA TECNICA LEONARDO INFANTE,Miranda,3903,5,139,full_profile,1.002059,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130801033,13,UNIDAD EDUCATIVA BENITO CANONICO,Miranda,3634,5,167,full_profile,0.29193,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140807001,14,ESCUELA TERESA CARREÑO,Monagas,3479,5,17,full_profile,0.787786,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140710010,14,ESCUELA PRIMARIA NACIONAL JUAN FRANCISCO MILA DE LA ROCA,Monagas,3129,4,35,full_profile,0.22387,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140708016,14,ESCUELA BASICA CECILIO ACOSTA,Monagas,2986,4,42,full_profile,0.758497,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140501001,14,ESCUELA BÁSICA ALBERTO RAVELL,Monagas,2842,4,53,full_profile,0.473108,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
151101001,15,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MONSENOR EDUARDO VASQUEZ,Nueva Esparta,3242,5,7,full_profile,1.075805,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
151102002,15,UNIDAD EDUCATIVA ESCUELA BÁSICA VILLA ROSA,Nueva Esparta,3103,4,10,full_profile,1.128663,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
150601023,15,UNIDAD EDUCATIVA RAFAEL SALAZAR BRITO,Nueva Esparta,3090,4,12,full_profile,0.674235,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160101047,16,ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,Portuguesa,3895,6,2,full_profile,1.073634,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160601021,16,UNIDAD EDUCATIVA COLEGIO PRIVADO FE Y ALEGRIA NUESTRA SENORA DE COROMOTO,Portuguesa,3420,5,14,full_profile,1.804694,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160601015,16,GRUPO ESCOLAR BOLIVARIANO DURIGUA,Portuguesa,2986,4,34,full_profile,0.362134,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160201006,16,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,Portuguesa,2551,4,59,full_profile,0.333577,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170903019,17,ESCUELA BOLIVARIANA RÍO CARIBE,Sucre,4864,7,3,full_profile,0.1355,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170301012,17,LICEO JOSÉ FRANCISCO BERMÚDEZ,Sucre,4030,6,10,full_profile,0.739372,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170907002,17,UNIDAD EDUCATIVA NUEVA CÓRDOBA,Sucre,3756,5,14,full_profile,0.668567,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170903006,17,UNIDAD EDUCATIVA GRAN MARISCAL DE AYACUCHO,Sucre,3268,5,28,full_profile,0.367387,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181601011,18,ESCUELA TECNICA INDUSTRIAL ROBINSONIANA SIMON BOLIVAR,Tachira,5547,8,7,full_profile,0.375574,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181001004,18,ESCUELA BASICA NACIONAL BOLIVARIANA DOCTOR FRANCISCO JAVIER GARCIA DE HEVIA,Tachira,4119,6,26,full_profile,1.485725,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181601001,18,ESCUELA BOLIVARIANA NACIONAL LA FRONTERA,Tachira,4049,6,29,full_profile,1.558415,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
180202001,18,GRUPO ESCOLAR  EL PALOTAL,Tachira,3981,6,30,full_profile,0.608867,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181201011,18,UNIDAD EDUCATIVA GENERAL JOSE ANTONIO PAEZ,Tachira,3773,5,40,full_profile,1.749212,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
190702007,19,ESCUELA BOLIVARIANA CIUDAD DE VALERA,Trujillo,3334,5,14,full_profile,1.205493,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
190507001,19,UNIDAD EDUCATIVA DOCTOR ANDRÉS LOMELLI ROSARIO,Trujillo,3230,5,20,full_profile,0.967386,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
192002005,19,ESCUELA BOLIVARIANA VIVIENDA RURAL,Trujillo,3094,4,23,full_profile,0.20572,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
190202005,19,ESCUELA BOLIVARIANA PRESBÍTERO JOSÉ DE JESÚS ESPINOZA,Trujillo,3060,4,24,full_profile,0.456691,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
200401020,20,ESCUELA BASICA CARMEN DE RAMIREZ,Yaracuy,3202,5,6,full_profile,1.478417,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
200302002,20,ESCUELA INTEGRAL BOLIVARIANA PEDRO MARIA SOSA,Yaracuy,2217,3,37,full_profile,1.791654,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
200301007,20,LICEO BOLIVARIANO HERIBERTO NUÑEZ OLIVEROS,Yaracuy,1853,3,54,full_profile,0.674652,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210513002,21,ESCUELA BASICA NACIONAL CUATRICENTENARIA,Zulia,6571,9,14,full_profile,0.682517,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210515002,21,ESCUELA BASICA NACIONAL LUIS GUILLERMO SANCHEZ,Zulia,6340,9,21,full_profile,0.385402,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210513016,21,ESCUELA BASICA NACIONAL MAXIMA ARTEAGA PEREZ,Zulia,6312,9,22,full_profile,1.509264,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210305005,21,ESCUELA ENCONTRADOS,Zulia,5992,8,27,full_profile,1.695349,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210514008,21,UNIDAD EDUCATIVA NACIONAL HERMANO IDELFONZO GUTIERREZ,Zulia,5926,8,30,full_profile,0.245218,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211805009,21,UNIDAD  EDUCATIVA  ARQUIDIOCESANA MADRE LAURA,Zulia,5910,8,31,full_profile,1.289533,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211102016,21,ESCUELA NACIONAL LOS SAMANES,Zulia,5537,8,41,full_profile,1.347075,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211805012,21,ESCUELA BASICA NACIONAL SISO MARTINEZ,Zulia,5391,7,44,full_profile,0.459159,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210516002,21,ESCUELA BASICA NACIONAL BACHILLER RAFAEL ESCANDELA,Zulia,4908,7,61,full_profile,0.050129,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211803008,21,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,Zulia,4773,7,65,full_profile,0.529698,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211805013,21,UNIDAD EDUCATIVA NACIONAL GONZALO RINCON GUTIERREZ,Zulia,4711,7,76,full_profile,0.093034,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210503009,21,LICEO NACIONAL DR JESUS ENRIQUE LOSSADA,Zulia,4647,7,80,full_profile,0.436992,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
220102014,22,LICEO BOLIVARIANO CECILIO ACOSTA,Amazonas,3440,5,1,full_profile,1.025628,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
220102008,22,ESCUELA BASICA SIMON RODRIGUEZ,Amazonas,2552,4,7,full_profile,0.671155,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
230202001,23,ESCUELA BOLIVARIANA OROCOIMA,Delta Amacuro,1027,2,36,full_profile,0.21664,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
230303007,23,ESCUELA CONCENTRADA NUMERO 66,Delta Amacuro,676,1,58,full_profile,1.43858,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
240104001,24,UNIDAD EDUCATIVA ESTADAL EMILIO GIMON STERLING,La Guaira,4458,6,6,full_profile,1.462151,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
240104010,24,UNIDAD EDUCATIVA ESTATAL DOCTOR ALFREDO MACHADO,La Guaira,4291,6,8,full_profile,0.812034,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
240107011,24,GRUPO ESCOLAR REPUBLICA DEL SALVADOR,La Guaira,3907,6,12,full_profile,0.332112,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010119003,01,LICEO BOLIVARIANO PEDRO EMILIO COLL,Distrito Capital,7424,8,5,winner_share,1.955442,maduro,maduro,falcon,"bertucci_quijada,falcon,maduro",1,2,legacy_similarity,2018_2024
010108025,01,UNIDAD EDUCATIVA COLEGIO GRAN COLOMBIA,Distrito Capital,7406,7,6,winner_share,0.9843,maduro,maduro,falcon,"bertucci_quijada,falcon,maduro",1,2,legacy_similarity,2018_2024
010116002,01,UNIDAD EDUCATIVA NACIONAL BOLIVARIANO CLAUDIO FELICIANO,Distrito Capital,6628,4,14,winner_share,1.519333,maduro,maduro,falcon,"bertucci_quijada,falcon,maduro",1,2,legacy_similarity,2018_2024
