codigo_centro,cod_estado,nombre_centro,estado,electores,mesas,rank_por_tamano,similarity,distancia_hist_pp,state_winner,state_top1,state_top2,candidate_profile,pasada,tolerancia_de_entrada,metodo,transicion
240107011,24,GRUPO ESCOLAR REPUBLICA DEL SALVADOR,La Guaira,3907,6,12,winner_share,0.31734,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010107021,01,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MIGUEL VILLAVICENCIO,Distrito Capital,5549,8,30,top2_gap,1.07799,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010114002,01,ESCUELA BÁSICA BOLIVARIANA CARACCIOLO PARRA LEÓN,Distrito Capital,4739,7,56,top2_gap,0.170151,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110007,01,LICEO BOLIVARIANO LUIS ESPELOZÍN,Distrito Capital,4112,6,88,top2_gap,1.420403,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010114045,01,UNIVERSIDAD EXPERIMENTAL SIMÓN RODRÍGUEZ,Distrito Capital,3673,5,113,top2_gap,1.570702,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010113004,01,UNIDAD EDUCATIVA DISTRITAL SIMÓN RODRÍGUEZ,Distrito Capital,3362,5,148,top2_gap,0.830782,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010104014,01,LICEO BOLIVARIANO LINO GALLARDO,Distrito Capital,3322,5,152,top2_gap,1.954008,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010115007,01,COLEGIO FUNDACIÓN CARLOS DELFINO,Distrito Capital,3313,5,155,top2_gap,1.318071,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010110056,01,UNIDAD EDUCATIVA COLEGIO PARROQUIAL LA SAGRADA FAMILIA.,Distrito Capital,3173,5,170,top2_gap,1.473611,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010122023,01,LICEO BOLIVARIANO ANTONIO MUÑOZ TEBAR,Distrito Capital,3121,4,175,top2_gap,1.965076,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020101013,02,UNIDAD EDUCATIVA NARCISO FRAGACHAN,Anzoategui,5132,7,8,top2_gap,1.768346,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
021201006,02,UNIDAD EDUCATIVA HERNANDEZ PARES,Anzoategui,4832,7,12,top2_gap,1.591828,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020302001,02,ESCUELA ESTADAL DOMINGO MAZA VELASQUEZ,Anzoategui,4293,6,28,top2_gap,1.28734,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020101019,02,ESCUELA  RURAL B  KILÓMETRO 5,Anzoategui,4043,6,42,top2_gap,0.78699,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020901006,02,LICEO PINTO SALINAS,Anzoategui,3610,5,70,top2_gap,1.331611,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
020301020,02,UNIDAD EDUCATIVA ENRIQUE PEREZ VALENCIA,Anzoategui,3567,5,73,top2_gap,0.918797,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
030501013,03,LICEO BOLIVARIANO MANUEL ANTONIO NIEVES,Apure,4067,6,1,top2_gap,1.271021,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
030101001,03,ESCUELA BASICA BOLIVARIANA TERESA HURTADO,Apure,3540,5,9,top2_gap,0.961244,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
030101006,03,ESCUELA PRIMARIA BOLIVARIANA EL NAZARENO,Apure,3127,5,18,top2_gap,0.099571,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
041701009,04,UNIVERSIDAD DE CARABOBO MORITA II,Aragua,7226,10,2,top2_gap,1.749469,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040202001,04,ESCUELA BASICA ROSA AMELIA FLORES,Aragua,6352,9,4,top2_gap,0.659322,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040202009,04,CICLO BASICO MARI/O,Aragua,5267,7,14,top2_gap,0.346732,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
041302001,04,ESCUELA BASICA JOSE FELIX RIBAS,Aragua,4180,6,55,top2_gap,1.357622,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040108012,04,ESCUELA BASICA ANIBAL CASTILLO,Aragua,3382,5,110,top2_gap,1.296596,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040202002,04,ESCUELA BASICA JOSEFINA BOLIVAR DE GONZALEZ,Aragua,2834,4,172,top2_gap,1.640329,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
040501002,04,UNIDAD EDUCATIVA NACIONAL DR ELISEO ACOSTA,Aragua,2820,4,173,top2_gap,0.120874,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050210005,05,UNIDAD  EDUCATIVA PADRE FELIPE  SALVADOR GILIJ,Barinas,3816,5,18,top2_gap,0.410902,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050208004,05,ESCUELA BASICA LOURDES RIVAS  DE TORRES,Barinas,3723,5,20,top2_gap,1.198284,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050302007,05,UNIDAD EDUCATIVA  JOSE RAMON TRASPUESTO,Barinas,3571,5,26,top2_gap,0.794385,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
050302005,05,ESCUELA BOLIVARIANA ORINOCO,Barinas,3136,4,44,top2_gap,0.592669,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060108025,06,UNIDAD EDUCATIVA NACIONAL DOCTOR LUIS BELTRAN PRIETO FIGUEROA,Bolivar,6565,9,6,top2_gap,1.824962,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060101003,06,ESCUELA ESTADAL BASICA SILVANA DE IRADI,Bolivar,4325,6,33,top2_gap,0.611484,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060101023,06,ESCUELA NACIONAL BASICA ANTONIO DE BERRIOS,Bolivar,3898,5,48,top2_gap,1.328641,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060302011,06,ESCUELA BASICA NACIONAL LOS PROCERES II,Bolivar,3882,6,49,top2_gap,1.757662,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060306005,06,ESCUELA BASICA JOSE ANTONIO PAEZ,Bolivar,3831,5,50,top2_gap,0.590397,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
060701005,06,ESCUELA LA MANGA,Bolivar,3593,5,72,top2_gap,0.145903,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070401016,07,UNIDAD EDUCATIVA NACIONAL EL TOQUITO,Carabobo,5122,7,60,top2_gap,1.337812,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070403003,07,GRUPO ESCOLAR CARLOS ARVELO,Carabobo,5039,7,63,top2_gap,0.536779,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070704005,07,ESCUELA MARIA CONCEPCION DE BOLIVAR,Carabobo,4107,6,116,top2_gap,1.534715,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070703004,07,ESCUELA BASICA LA SALLE BALOCHE,Carabobo,3935,6,133,top2_gap,0.94872,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070201003,07,GRUPO ESCOLAR LANCASTER,Carabobo,3226,5,179,top2_gap,0.546902,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070904008,07,ESCUELA NACIONAL EL PRADO,Carabobo,3144,5,189,top2_gap,0.334441,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
071301004,07,UNIDAD EDUCATIVA LOS MAGALLANES,Carabobo,2651,4,235,top2_gap,0.463481,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
070908040,07,UNIDAD EDUCATIVA BELLO MONTE,Carabobo,1540,2,366,top2_gap,0.803782,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
080301002,08,LICEO BOLIVARIANO HIGINIO MORALES,Cojedes,2894,4,16,top2_gap,1.117148,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
080201006,08,ESCUELA  BASICA  LIGIA CADENA  DE ALVARADO,Cojedes,2383,3,26,top2_gap,0.468774,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
091001023,09,ESCUELA BOLIVARIANA SAN ANTONIO,Falcon,2982,4,49,top2_gap,1.333764,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
090402015,09,ESCUELA BASICA 23 DE ENERO,Falcon,2337,4,90,top2_gap,0.232432,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
090601001,09,ESCUELA BASICA BOLIVARIANA FABIO MANUEL CHIRINOS,Falcon,2109,3,108,top2_gap,1.852148,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
090402002,09,UNIDAD EDUCATIVA NICOLASA MEDINA DE ZAVALA,Falcon,1714,3,137,top2_gap,1.570068,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
100301009,10,ESCUELA BASICA CELINA ACOSTA DE VIANA,Guarico,4397,6,8,top2_gap,0.381595,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
100301021,10,LICEO FRANCISCO DE MIRANDA,Guarico,4005,6,19,top2_gap,1.734908,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
101001001,10,UNIDAD EDUCATIVA NACIONAL RAFAEL PAREDES,Guarico,3424,5,37,top2_gap,0.192654,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
100601008,10,ESCUELA BASICA ANTONIO JOSE DE SUCRE,Guarico,2055,3,88,top2_gap,0.827936,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110207048,11,ESCUELA BASICA SIMON BOLIVAR,Lara,7145,10,3,top2_gap,0.842047,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110204001,11,UNIDAD EDUCATIVA CORONEL GENARO VASQUEZ,Lara,5122,7,13,top2_gap,0.726612,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110601017,11,UNIDAD EDUCATIVA ESTADAL RAIMUNDO PERNALETE,Lara,4398,6,20,top2_gap,1.714981,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110601014,11,ESCUELA BASICA ARGENIS GRATEROL,Lara,4064,6,36,top2_gap,0.932452,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110204017,11,ESCUELA BASICA EZEQUIEL ZAMORA,Lara,3487,5,64,top2_gap,0.340824,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110204023,11,UNIDAD EDUCATIVA CIUDAD DE VALENCIA,Lara,3045,4,104,top2_gap,0.877384,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
110207050,11,CENTRO PRE ESCOLAR BOLIVARIANO SIMON RODRIGUEZ,Lara,2935,4,113,top2_gap,0.584141,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120806002,12,UNIDAD EDUCATIVA ANDRES ELOY BLANCO,Merida,4709,6,1,top2_gap,1.320963,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
121802002,12,GRUPO ESCOLAR ESTADO NUEVA ESPARTA,Merida,3136,4,29,top2_gap,1.713503,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120801005,12,COLEGIO PRIVADO JARDIN FRANCISCANO,Merida,3086,4,33,top2_gap,1.479902,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
120813001,12,COMPLEJO EDUCATIVO EMIRO FUENMAYOR,Merida,2838,4,48,top2_gap,0.596672,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131101024,13,ESCUELA EL INGENIO,Miranda,5989,8,34,top2_gap,0.593444,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131603002,13,UNIDAD EDUCATIVA ESTADAL  ADOLFO NAVAS  CORONADO,Miranda,5762,8,41,top2_gap,1.072165,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130901099,13,UNIDAD EDUCATIVA NACIONAL LICEO MARIANO PICON SALAS,Miranda,4078,6,123,top2_gap,1.116253,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131101007,13,GRUPO ESCOLAR ELIAS CALIXTO POMPA,Miranda,4010,6,127,top2_gap,0.374052,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130901021,13,ESCUELA TECNICA LEONARDO INFANTE,Miranda,3903,5,139,top2_gap,1.634135,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
130801033,13,UNIDAD EDUCATIVA BENITO CANONICO,Miranda,3634,5,167,top2_gap,0.375591,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131201002,13,ESCUELA ESTADAL GRADUADA POLICARPO FARRERA,Miranda,3594,5,176,top2_gap,0.637548,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131201013,13,CENTRO DE  EDUCACION INICIAL ESTE NIÑO DON SIMON,Miranda,3025,4,247,top2_gap,1.2928,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131201005,13,GRUPO ESCOLAR TERESA DE BOLIVAR,Miranda,3013,4,248,top2_gap,0.434393,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
131101041,13,LICEO VICENTE EMILIO SOJO,Miranda,2780,4,277,top2_gap,1.182699,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140807001,14,ESCUELA TERESA CARREÑO,Monagas,3479,5,17,top2_gap,1.467068,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140710010,14,ESCUELA PRIMARIA NACIONAL JUAN FRANCISCO MILA DE LA ROCA,Monagas,3129,4,35,top2_gap,0.30622,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140708016,14,ESCUELA BASICA CECILIO ACOSTA,Monagas,2986,4,42,top2_gap,1.413727,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
140501001,14,ESCUELA BÁSICA ALBERTO RAVELL,Monagas,2842,4,53,top2_gap,0.683876,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
151102002,15,UNIDAD EDUCATIVA ESCUELA BÁSICA VILLA ROSA,Nueva Esparta,3103,4,10,top2_gap,1.980725,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
150601023,15,UNIDAD EDUCATIVA RAFAEL SALAZAR BRITO,Nueva Esparta,3090,4,12,top2_gap,1.27956,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
150701002,15,ESCUELA BASICA MONSENOR NICOLAS EUGENIO NAVARRO,Nueva Esparta,2713,4,25,top2_gap,0.169103,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160101047,16,ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,Portuguesa,3895,6,2,top2_gap,1.912738,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160601015,16,GRUPO ESCOLAR BOLIVARIANO DURIGUA,Portuguesa,2986,4,34,top2_gap,0.394652,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160201006,16,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,Portuguesa,2551,4,59,top2_gap,0.46724,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
160101068,16,UNIDAD EDUCATIVA NACIONAL SAMUEL ROBINSON,Portuguesa,2254,3,80,top2_gap,1.861798,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170903019,17,ESCUELA BOLIVARIANA RÍO CARIBE,Sucre,4864,7,3,top2_gap,0.101924,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170301012,17,LICEO JOSÉ FRANCISCO BERMÚDEZ,Sucre,4030,6,10,top2_gap,1.304568,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170907002,17,UNIDAD EDUCATIVA NUEVA CÓRDOBA,Sucre,3756,5,14,top2_gap,1.143906,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
170903006,17,UNIDAD EDUCATIVA GRAN MARISCAL DE AYACUCHO,Sucre,3268,5,28,top2_gap,0.66267,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181601011,18,ESCUELA TECNICA INDUSTRIAL ROBINSONIANA SIMON BOLIVAR,Tachira,5547,8,7,top2_gap,0.654029,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
180202001,18,GRUPO ESCOLAR  EL PALOTAL,Tachira,3981,6,30,top2_gap,1.114024,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181301002,18,UNIDAD EDUCATIVA CAMILO PRADA,Tachira,3298,5,71,top2_gap,0.696516,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
181501002,18,UNIDAD EDUCATIVA MONSEÑOR RAFAEL ARIAS BLANCO,Tachira,3148,4,81,top2_gap,0.921551,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
180302001,18,UNIDAD EDUCATIVA ESTADAL JUAN GERMAN ROSCIO,Tachira,2996,4,91,top2_gap,1.459129,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
190507001,19,UNIDAD EDUCATIVA DOCTOR ANDRÉS LOMELLI ROSARIO,Trujillo,3230,5,20,top2_gap,1.46768,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
192002005,19,ESCUELA BOLIVARIANA VIVIENDA RURAL,Trujillo,3094,4,23,top2_gap,0.235001,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
190202005,19,ESCUELA BOLIVARIANA PRESBÍTERO JOSÉ DE JESÚS ESPINOZA,Trujillo,3060,4,24,top2_gap,0.797906,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
191403002,19,COLEGIO MARISCAL ANTONIO JOSÉ DE SUCRE,Trujillo,3044,4,26,top2_gap,0.033309,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
200301007,20,LICEO BOLIVARIANO HERIBERTO NUÑEZ OLIVEROS,Yaracuy,1853,3,54,top2_gap,0.908697,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
201201001,20,ESCUELA BASICA LUISA DE MORALES,Yaracuy,1830,3,58,top2_gap,1.836258,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
201201003,20,LICEO BOLIVARIANO CREACION SAN PABLO,Yaracuy,1569,2,82,top2_gap,0.13108,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210513002,21,ESCUELA BASICA NACIONAL CUATRICENTENARIA,Zulia,6571,9,14,top2_gap,1.301659,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210515002,21,ESCUELA BASICA NACIONAL LUIS GUILLERMO SANCHEZ,Zulia,6340,9,21,top2_gap,0.683607,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210514008,21,UNIDAD EDUCATIVA NACIONAL HERMANO IDELFONZO GUTIERREZ,Zulia,5926,8,30,top2_gap,0.453592,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211805012,21,ESCUELA BASICA NACIONAL SISO MARTINEZ,Zulia,5391,7,44,top2_gap,0.85178,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210516002,21,ESCUELA BASICA NACIONAL BACHILLER RAFAEL ESCANDELA,Zulia,4908,7,61,top2_gap,0.047243,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211803008,21,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,Zulia,4773,7,65,top2_gap,0.923503,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211805013,21,UNIDAD EDUCATIVA NACIONAL GONZALO RINCON GUTIERREZ,Zulia,4711,7,76,top2_gap,0.087636,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210503009,21,LICEO NACIONAL DR JESUS ENRIQUE LOSSADA,Zulia,4647,7,80,top2_gap,0.836074,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
210516012,21,ESCUELA BASICA ESTADAL MAESTRO TOMAS  RAFAEL JIMENEZ,Zulia,4433,6,94,top2_gap,0.753144,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211804001,21,ESCUELA BASICA NACIONAL CARMELA QUINTERO,Zulia,4290,6,108,top2_gap,0.591095,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
211002001,21,UNIDAD EDUCATIVA NACIONAL CACIQUE MARA,Zulia,3750,5,165,top2_gap,0.049143,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
212001002,21,UNIDAD EDUCATIVA NACIONAL BERNARDO VILLASMIL,Zulia,3705,5,168,top2_gap,1.34417,capriles,capriles,maduro,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
220102014,22,LICEO BOLIVARIANO CECILIO ACOSTA,Amazonas,3440,5,1,top2_gap,1.92378,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
220102008,22,ESCUELA BASICA SIMON RODRIGUEZ,Amazonas,2552,4,7,top2_gap,1.218421,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
230202001,23,ESCUELA BOLIVARIANA OROCOIMA,Delta Amacuro,1027,2,36,top2_gap,0.079142,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
230104008,23,ESCUELA ANDRES BELLO,Delta Amacuro,599,1,68,top2_gap,1.8015,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
240104010,24,UNIDAD EDUCATIVA ESTATAL DOCTOR ALFREDO MACHADO,La Guaira,4291,6,8,top2_gap,1.479092,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
240107011,24,GRUPO ESCOLAR REPUBLICA DEL SALVADOR,La Guaira,3907,6,12,top2_gap,0.442022,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
240107009,24,ESCUELA. BASICA. ESTATAL JUAN GERMAN ROSCIO,La Guaira,2536,4,40,top2_gap,0.168057,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
010115010,01,UNIDAD EDUCATIVA BOLIVARIANA PEDRO FONTES,Distrito Capital,6032,8,24,full_profile,1.28663,maduro,maduro,capriles,"bolivar,capriles,maduro,mendez,mora,sequera",1,2,legacy_similarity,2013_2018
