codigo_centro,cod_estado,nombre_centro,estado,electores,mesas,rank_por_tamano,hist_pct_maduro_centro,hist_pct_maduro_estado,hist_diff_abs_pp,pasada,tolerancia_de_entrada,metodo,transicion
110503001,11,UNIDAD EDUCATIVA AGUA VIVA,Lara,5670,5,3,67.978003,66.720956,1.257047,1,2,legacy,2018_2024
110601009,11,ESCUELA BOLIVARIANA JOSE HERRERA OROPEZA,Lara,5490,6,5,66.783585,66.720956,0.062628,1,2,legacy,2018_2024
110207053,11,ESCUELA PRIMARIA BOLIVARIANA MEDIA JORNADA JUAN DE VILLEGAS,Lara,4840,5,12,67.724003,66.720956,1.003046,1,2,legacy,2018_2024
110205006,11,UNIDAD EDUCATIVA ANDRES BELLO,Lara,4464,4,16,66.433566,66.720956,0.28739,1,2,legacy,2018_2024
110601017,11,UNIDAD EDUCATIVA ESTADAL RAIMUNDO PERNALETE,Lara,4350,5,18,64.980843,66.720956,1.740114,1,2,legacy,2018_2024
110202022,11,UNIDAD EDUCATIVA VIRGINIA DE ANDRADE,Lara,3640,4,35,66.41791,66.720956,0.303046,1,2,legacy,2018_2024
120806001,12,GRUPO ESCOLAR EL EDUCADOR,Merida,4510,5,5,67.043049,66.606371,0.436678,1,2,legacy,2018_2024
121804001,12,GRUPO ESCOLAR ESTADO PORTUGUESA,Merida,4495,5,6,66.433566,66.606371,0.172804,1,2,legacy,2018_2024
120806002,12,UNIDAD EDUCATIVA ANDRES ELOY BLANCO,Merida,4470,5,7,64.825581,66.606371,1.780789,1,2,legacy,2018_2024
120106004,12,LICEO DOCTOR ALBERTO ADRIANI,Merida,3820,4,16,66.411379,66.606371,0.194992,1,2,legacy,2018_2024
130901012,13,COLEGIO JOSE DE JESUS AROCHA,Miranda,7360,8,14,75.30691,76.103796,0.796886,1,2,legacy,2018_2024
131201007,13,UNIDAD EDUCATIVA NACIONAL CECILIO ACOSTA,Miranda,7014,7,18,75.343175,76.103796,0.760621,1,2,legacy,2018_2024
130901070,13,ESCUELA NACIONAL BARTOLOME SALOM,Miranda,6784,4,19,75.007939,76.103796,1.095857,1,2,legacy,2018_2024
130402004,13,LICEO BOLIVARIANO CARTANAL II,Miranda,6288,6,25,75.252671,76.103796,0.851125,1,2,legacy,2018_2024
130901067,13,UNIDAD EDUCATIVA ALBERTO RAVELL,Miranda,5852,4,32,76.266861,76.103796,0.163065,1,2,legacy,2018_2024
130901084,13,ESCUELA MUNICIPAL COROMOTO,Miranda,5817,3,33,77.507599,76.103796,1.403802,1,2,legacy,2018_2024
131603002,13,UNIDAD EDUCATIVA ESTADAL  ADOLFO NAVAS  CORONADO,Miranda,5745,3,36,74.837093,76.103796,1.266704,1,2,legacy,2018_2024
130901095,13,COLEGIO ARMANDO REVERON,Miranda,5460,6,43,75.670498,76.103796,0.433298,1,2,legacy,2018_2024
130701021,13,ESCUELA BASICA NACIONAL LA CEIBA DEL ALTO,Miranda,5328,6,50,75.517844,76.103796,0.585953,1,2,legacy,2018_2024
140601007,14,UNIDAD EDUCATIVA FE Y ALEGRÍA TEMBLADOR,Monagas,5036,4,5,64.463956,64.569134,0.105179,1,2,legacy,2018_2024
140401003,14,ESCUELA BÁSICA BOLIVARIANA JOSÉ FRANCISCO BERMÚDEZ,Monagas,4295,5,8,65.209891,64.569134,0.640757,1,2,legacy,2018_2024
140708018,14,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,Monagas,4212,4,9,66.116071,64.569134,1.546937,1,2,legacy,2018_2024
140708019,14,ESCUELA BASICA PRIMERO DE MAYO,Monagas,4080,4,11,62.975027,64.569134,1.594107,1,2,legacy,2018_2024
150601008,15,UNIDAD EDUCATIVA DOCTOR RAÚL LEONI,Nueva Esparta,5650,5,2,71.823956,70.128847,1.695109,1,2,legacy,2018_2024
150601026,15,ESCUELA BASICA ESTADO ZULIA,Nueva Esparta,4255,5,4,68.956522,70.128847,1.172326,1,2,legacy,2018_2024
150601016,15,UNIDAD EDUCATIVA CANDIDO SÁNCHEZ,Nueva Esparta,3356,4,9,70.860448,70.128847,0.731601,1,2,legacy,2018_2024
160801008,16,ESCUELA BASICA TIBERIO GRATEROL,Portuguesa,4145,5,3,67.918277,65.943872,1.974405,1,2,legacy,2018_2024
160601017,16,ESCUELA BOLIVARIANA ROMULO GALLEGOS,Portuguesa,3588,4,13,64.306084,65.943872,1.637788,1,2,legacy,2018_2024
160601002,16,UNIDAD EDUCATIVA NACIONAL HERMANAS PERAZA,Portuguesa,3474,3,15,67.381417,65.943872,1.437545,1,2,legacy,2018_2024
160101050,16,UNIDAD EDUCATIVA BOLIVARIANA NACIONAL VILLAS DEL PILAR,Portuguesa,3292,4,26,65.992647,65.943872,0.048775,1,2,legacy,2018_2024
160802002,16,ESCUELA BASICA LA MISION,Portuguesa,3264,4,27,67.018349,65.943872,1.074477,1,2,legacy,2018_2024
170903019,17,ESCUELA BOLIVARIANA RÍO CARIBE,Sucre,4892,4,3,65.481887,66.512811,1.030924,1,2,legacy,2018_2024
170301012,17,LICEO JOSÉ FRANCISCO BERMÚDEZ,Sucre,3828,4,15,65.699334,66.512811,0.813477,1,2,legacy,2018_2024
170901023,17,UNIDADEDUCATIVA CRISTÓBAL DE QUEZADA,Sucre,3717,3,17,66.738428,66.512811,0.225617,1,2,legacy,2018_2024
170907002,17,UNIDAD EDUCATIVA NUEVA CÓRDOBA,Sucre,3656,4,18,67.760791,66.512811,1.24798,1,2,legacy,2018_2024
170904012,17,ESCUELA PRIMARIA BOLIVARIANA ESTADO NUEVA ESPARTA,Sucre,3648,4,19,66.903553,66.512811,0.390742,1,2,legacy,2018_2024
180403002,18,UNIDAD EDUCATIVA NACIONAL LICEO LIBERTADOR,Tachira,8554,7,1,68.286445,67.981093,0.305352,1,2,legacy,2018_2024
180401017,18,UNIDAD EDUCATIVA NACIONAL SIMON CANDIALES,Tachira,5184,6,9,69.651741,67.981093,1.670649,1,2,legacy,2018_2024
180401016,18,ESCUELA BOLIVARIANA TUCAPE,Tachira,4926,6,11,68.108108,67.981093,0.127016,1,2,legacy,2018_2024
180401004,18,COLEGIO NUESTRA SEÑORA DE LA CONSOLACION DE TARIBA,Tachira,4310,5,16,68.412943,67.981093,0.43185,1,2,legacy,2018_2024
180401002,18,LICEO BOLIVARIANO LUIS LOPEZ MENDEZ,Tachira,4245,5,17,66.395664,67.981093,1.585429,1,2,legacy,2018_2024
180201001,18,UNIDAD EDUCATIVA MANUEL FELIPE RUGELES,Tachira,4152,4,19,67.056856,67.981093,0.924236,1,2,legacy,2018_2024
191303002,19,UNIDAD EDUCATIVA RAFAEL QUEVEDO URBINA,Trujillo,3465,3,7,65.075529,64.62467,0.450859,1,2,legacy,2018_2024
190501004,19,ESCUELA BOLIVARIANA CARRILLO GUERRA,Trujillo,3380,4,11,64.940022,64.62467,0.315352,1,2,legacy,2018_2024
190507001,19,UNIDAD EDUCATIVA DOCTOR ANDRÉS LOMELLI ROSARIO,Trujillo,3210,3,15,65.301837,64.62467,0.677167,1,2,legacy,2018_2024
191303001,19,UNIDAD EDUCATIVA  MANUEL MARIA CARRASQUERO,Trujillo,3156,4,19,65.724382,64.62467,1.099711,1,2,legacy,2018_2024
200701025,20,ESCUELA BASICA AMERICA YUDITH IBARRA,Yaracuy,3536,4,2,62.795375,62.830806,0.035431,1,2,legacy,2018_2024
201301002,20,ESCUELA BASICA TOMAS GIMENEZ,Yaracuy,3220,4,4,64.795667,62.830806,1.964861,1,2,legacy,2018_2024
200201009,20,UNIDAD EDUCATIVA CARLOS JOSE MUJICA,Yaracuy,3024,4,7,61.826822,62.830806,1.003984,1,2,legacy,2018_2024
200701033,20,CENTRO DE EDUCACION INICIAL BOLIVARIANO SABANITA,Yaracuy,2996,4,8,62.803235,62.830806,0.027571,1,2,legacy,2018_2024
210513002,21,ESCUELA BASICA NACIONAL CUATRICENTENARIA,Zulia,5928,6,19,71.5,72.015941,0.515941,1,2,legacy,2018_2024
211805009,21,UNIDAD  EDUCATIVA  ARQUIDIOCESANA MADRE LAURA,Zulia,5795,5,22,72.727273,72.015941,0.711331,1,2,legacy,2018_2024
211805012,21,ESCUELA BASICA NACIONAL SISO MARTINEZ,Zulia,5460,6,35,73.078806,72.015941,1.062864,1,2,legacy,2018_2024
210305008,21,UNIDAD EDUCATIVA ESTADAL  MARISCAL ANTONIO JOSE DE SUCRE,Zulia,4912,4,49,71.347607,72.015941,0.668334,1,2,legacy,2018_2024
210503009,21,LICEO NACIONAL DR JESUS ENRIQUE LOSSADA,Zulia,4870,5,52,70.385126,72.015941,1.630815,1,2,legacy,2018_2024
211805013,21,UNIDAD EDUCATIVA NACIONAL GONZALO RINCON GUTIERREZ,Zulia,4710,3,60,70.762959,72.015941,1.252983,1,2,legacy,2018_2024
212001002,21,UNIDAD EDUCATIVA NACIONAL BERNARDO VILLASMIL,Zulia,4484,4,66,72.505712,72.015941,0.489771,1,2,legacy,2018_2024
211806001,21,ESCUELA BASICA ESTADAL TERESA LOPEZ BUSTAMANTE EZA,Zulia,4345,5,72,70.506455,72.015941,1.509487,1,2,legacy,2018_2024
210513007,21,ESCUELA BASICA ESTADAL EL ROSARIO,Zulia,4310,5,74,73.640435,72.015941,1.624494,1,2,legacy,2018_2024
212001001,21,UNIDAD EDUCATIVA SANTA BARBARA,Zulia,4260,5,79,73.549258,72.015941,1.533316,1,2,legacy,2018_2024
211803033,21,ESCUELA BASICA NACIONAL GRAN MARISCAL DE AYACUCHO,Zulia,4205,5,81,71.224363,72.015941,0.791579,1,2,legacy,2018_2024
220101001,22,UNIDAD EDUCATIVA AMAZONAS,Amazonas,2440,2,5,60.415004,61.36296,0.947956,1,2,legacy,2018_2024
220102012,22,UNIDAD EDUCATIVA BOLIVARIANA LA INDEPENDENCIA,Amazonas,1356,2,16,60.916767,61.36296,0.446193,1,2,legacy,2018_2024
230105006,23,SIMONCITO BOLIVARIANO DIVINO NIÑO  LOS COCOS,Delta Amacuro,1122,2,29,65.521978,65.90959,0.387612,1,2,legacy,2018_2024
230104007,23,CE LEONCIO MARTINEZ  GUASINA,Delta Amacuro,828,1,46,66.273187,65.90959,0.363597,1,2,legacy,2018_2024
240101002,24,UNIDAD EDUCATIVA NACIONAL CORAPAL,La Guaira,4580,4,4,74.972004,74.429675,0.542329,1,2,legacy,2018_2024
240104013,24,UNIDAD EDUCATIVA NACIONAL NARCISO GONELL,La Guaira,4525,5,5,72.761194,74.429675,1.668481,1,2,legacy,2018_2024
240111010,24,UNIDAD EDUCATIVA ESTATAL JESUS MARIA PORTILLO,La Guaira,4292,4,6,74.354839,74.429675,0.074836,1,2,legacy,2018_2024
