transicion,metodo,tolerance_ladder,min_electores,cod_estado,estado,cuota,n_frame,n_con_historico_frame,n_con_outcome_frame,n_seleccionados,n_con_outcome,pct_cobertura_muestra,pct_cobertura_frame_outcome,pct_maduro_estado_hist,pct_maduro_muestra_hist,error_hist_pp,pct_maduro_muestra_hist_comparable,pct_maduro_estado_outcome,pct_maduro_muestra_outcome,error_outcome_pp,swing_estado,swing_muestra,swing_error_pp,electores_estado,target,selector,cohort,n_difiere_otras_features
2013,longitudinal,baseline,300,10,Guarico,4,431,422,431,4,4,100.0,100.0,64.171017,63.920847,-0.250171,63.920847,59.289042,59.022634,-0.266407,-4.881976,-4.898212,-0.016237,500154.0,2013,recent_distance,operational,3
2013,longitudinal,baseline,300,11,Lara,7,990,990,990,7,7,100.0,100.0,51.456205,51.340507,-0.115698,51.340507,47.719486,47.059237,-0.660249,-3.736719,-4.28127,-0.544552,1197690.0,2013,recent_distance,operational,7
2013,longitudinal,baseline,300,12,Merida,4,514,514,514,4,4,100.0,100.0,48.454019,48.143076,-0.310943,48.143076,42.885591,41.386421,-1.49917,-5.568428,-6.756654,-1.188226,576870.0,2013,recent_distance,operational,3
2013,longitudinal,baseline,300,13,Miranda,10,1040,1038,1040,10,10,100.0,100.0,49.98078,50.633981,0.653201,50.633981,47.296963,46.91063,-0.386333,-2.683818,-3.723351,-1.039534,1950657.0,2013,recent_distance,operational,10
2013,longitudinal,baseline,300,14,Monagas,4,469,467,469,4,4,100.0,100.0,58.324918,58.524457,0.199539,58.524457,55.464436,54.627877,-0.836559,-2.860482,-3.89658,-1.036098,594585.0,2013,recent_distance,operational,4
2013,longitudinal,baseline,300,15,Nueva Esparta,3,230,230,230,3,3,100.0,100.0,51.022947,50.914077,-0.108871,50.914077,46.909744,45.167802,-1.741942,-4.113204,-5.746275,-1.633071,329544.0,2013,recent_distance,operational,3
2013,longitudinal,baseline,300,16,Portuguesa,4,621,620,621,4,4,100.0,100.0,71.143621,70.131892,-1.011729,70.131892,65.453833,63.464853,-1.98898,-5.689788,-6.66704,-0.977251,577589.0,2013,recent_distance,operational,3
2013,longitudinal,baseline,300,17,Sucre,4,646,646,646,4,4,100.0,100.0,60.234865,60.529881,0.295016,60.529881,57.483592,56.096029,-1.387563,-2.751273,-4.433852,-1.682579,627075.0,2013,recent_distance,operational,3
2013,longitudinal,baseline,300,18,Tachira,5,677,677,677,5,5,100.0,100.0,43.291451,42.480699,-0.810752,42.480699,36.97814,34.626289,-2.351852,-6.313311,-7.854411,-1.5411,799086.0,2013,recent_distance,operational,5
2013,longitudinal,baseline,300,19,Trujillo,4,634,633,634,4,4,100.0,100.0,64.104775,64.795394,0.690619,64.795394,59.789413,59.318555,-0.470858,-4.315361,-5.476839,-1.161477,500938.0,2013,recent_distance,operational,4
2013,longitudinal,baseline,300,20,Yaracuy,3,462,462,462,3,3,100.0,100.0,59.997593,59.669421,-0.328171,59.669421,56.530006,55.479204,-1.050801,-3.467587,-4.190217,-0.72263,405385.0,2013,recent_distance,operational,2
2013,longitudinal,baseline,300,21,Zulia,12,1215,1212,1215,12,12,100.0,100.0,53.343077,53.448143,0.105066,53.448143,47.688074,47.379051,-0.309023,-5.655003,-6.069092,-0.414089,2332974.0,2013,recent_distance,operational,12
2013,longitudinal,baseline,300,22,Amazonas,2,126,124,126,2,2,100.0,100.0,53.618891,53.840814,0.221924,53.840814,52.458365,51.03198,-1.426385,-1.160526,-2.808834,-1.648308,96290.0,2013,recent_distance,operational,1
2013,longitudinal,baseline,300,23,Delta Amacuro,2,178,177,178,2,2,100.0,100.0,66.843008,67.669753,0.826745,67.669753,61.63058,56.138996,-5.491584,-5.212428,-11.530757,-6.318329,113246.0,2013,recent_distance,operational,2
2013,longitudinal,baseline,300,24,La Guaira,3,198,198,198,3,3,100.0,100.0,61.470904,62.027772,0.556868,62.027772,57.085172,56.413109,-0.672063,-4.385732,-5.614663,-1.228931,265911.0,2013,recent_distance,operational,2
2013,longitudinal,baseline,300,01,Distrito Capital,9,899,899,899,9,9,100.0,100.0,54.890036,54.58329,-0.306747,54.58329,51.320369,50.669356,-0.651013,-3.569668,-3.913934,-0.344266,1608977.0,2013,historical_mae,operational,9
2013,longitudinal,baseline,300,02,Anzoategui,6,598,598,598,6,6,100.0,100.0,51.581067,50.119824,-1.461244,50.119824,47.323629,45.235809,-2.08782,-4.257439,-4.884015,-0.626576,1006509.0,2013,historical_mae,operational,6
2013,longitudinal,baseline,300,03,Apure,3,317,316,317,3,3,100.0,100.0,66.112384,67.242516,1.130132,67.242516,61.76014,62.97648,1.21634,-4.352244,-4.266036,0.086208,309558.0,2013,historical_mae,operational,2
2013,longitudinal,baseline,300,04,Aragua,7,623,623,623,7,7,100.0,100.0,58.642441,57.304468,-1.337973,57.304468,54.054519,52.593058,-1.46146,-4.587922,-4.711409,-0.123487,1164714.0,2013,historical_mae,operational,7
2013,longitudinal,baseline,300,05,Barinas,4,508,506,508,4,4,100.0,100.0,59.234242,59.381926,0.147683,59.381926,52.188214,51.461557,-0.726657,-7.046028,-7.920368,-0.87434,523946.0,2013,historical_mae,operational,4
2013,longitudinal,baseline,300,06,Bolivar,6,708,707,708,6,6,100.0,100.0,53.738039,53.143096,-0.594943,53.143096,47.879948,44.841112,-3.038836,-5.858091,-8.301984,-2.443893,941252.0,2013,historical_mae,operational,6
2013,longitudinal,baseline,300,07,Carabobo,8,658,658,658,8,8,100.0,100.0,54.506635,52.973961,-1.532674,52.973961,50.513511,48.501099,-2.012412,-3.993125,-4.472862,-0.479738,1516239.0,2013,historical_mae,operational,8
2013,longitudinal,baseline,300,08,Cojedes,2,248,248,248,2,2,100.0,100.0,65.315293,66.108007,0.792715,66.108007,61.165345,61.560084,0.394739,-4.149947,-4.547923,-0.397976,223028.0,2013,historical_mae,operational,2
2013,longitudinal,baseline,300,09,Falcon,4,691,691,691,4,4,100.0,100.0,59.876416,59.530945,-0.345472,59.530945,53.03365,53.469649,0.435998,-6.842766,-6.061296,0.78147,634614.0,2013,historical_mae,operational,4
2013,longitudinal,baseline,300,10,Guarico,4,431,422,431,4,4,100.0,100.0,64.171017,64.167807,-0.003211,64.167807,59.289042,57.212411,-2.07663,-4.881976,-6.955395,-2.07342,500154.0,2013,historical_mae,operational,3
2013,longitudinal,baseline,300,11,Lara,7,990,990,990,7,7,100.0,100.0,51.456205,50.693031,-0.763174,50.693031,47.719486,45.00473,-2.714756,-3.736719,-5.688301,-1.951582,1197690.0,2013,historical_mae,operational,7
2013,longitudinal,baseline,300,12,Merida,4,514,514,514,4,4,100.0,100.0,48.454019,47.102091,-1.351928,47.102091,42.885591,40.441563,-2.444028,-5.568428,-6.660528,-1.0921,576870.0,2013,historical_mae,operational,3
2013,longitudinal,baseline,300,13,Miranda,10,1040,1038,1040,10,10,100.0,100.0,49.98078,49.199971,-0.78081,49.199971,47.296963,45.326126,-1.970836,-2.683818,-3.873845,-1.190027,1950657.0,2013,historical_mae,operational,10
2013,longitudinal,baseline,300,14,Monagas,4,469,467,469,4,4,100.0,100.0,58.324918,58.192034,-0.132884,58.192034,55.464436,54.387173,-1.077263,-2.860482,-3.804861,-0.944379,594585.0,2013,historical_mae,operational,4
2013,longitudinal,baseline,300,15,Nueva Esparta,3,230,230,230,3,3,100.0,100.0,51.022947,50.512445,-0.510502,50.512445,46.909744,46.089096,-0.820648,-4.113204,-4.423349,-0.310145,329544.0,2013,historical_mae,operational,3
2013,longitudinal,baseline,300,16,Portuguesa,4,621,620,621,4,4,100.0,100.0,71.143621,70.21097,-0.932651,70.21097,65.453833,63.992419,-1.461413,-5.689788,-6.218551,-0.528763,577589.0,2013,historical_mae,operational,3
2013,longitudinal,baseline,300,17,Sucre,4,646,646,646,4,4,100.0,100.0,60.234865,61.316627,1.081762,61.316627,57.483592,56.85751,-0.626082,-2.751273,-4.459117,-1.707844,627075.0,2013,historical_mae,operational,3
2013,longitudinal,baseline,300,18,Tachira,5,677,677,677,5,5,100.0,100.0,43.291451,42.785391,-0.50606,42.785391,36.97814,35.346296,-1.631845,-6.313311,-7.439096,-1.125785,799086.0,2013,historical_mae,operational,5
2013,longitudinal,baseline,300,19,Trujillo,4,634,633,634,4,4,100.0,100.0,64.104775,63.348186,-0.756589,63.348186,59.789413,58.03832,-1.751093,-4.315361,-5.309866,-0.994504,500938.0,2013,historical_mae,operational,4
2013,longitudinal,baseline,300,20,Yaracuy,3,462,462,462,3,3,100.0,100.0,59.997593,59.089109,-0.908484,59.089109,56.530006,54.893534,-1.636472,-3.467587,-4.195575,-0.727988,405385.0,2013,historical_mae,operational,2
2013,longitudinal,baseline,300,21,Zulia,12,1215,1212,1215,12,12,100.0,100.0,53.343077,52.664282,-0.678795,52.664282,47.688074,46.406344,-1.281731,-5.655003,-6.257939,-0.602936,2332974.0,2013,historical_mae,operational,12
2013,longitudinal,baseline,300,22,Amazonas,2,126,124,126,2,2,100.0,100.0,53.618891,52.524807,-1.094084,52.524807,52.458365,50.314329,-2.144036,-1.160526,-2.210478,-1.049952,96290.0,2013,historical_mae,operational,1
2013,longitudinal,baseline,300,23,Delta Amacuro,2,178,177,178,2,2,100.0,100.0,66.843008,66.978193,0.135185,66.978193,61.63058,53.607448,-8.023132,-5.212428,-13.370746,-8.158318,113246.0,2013,historical_mae,operational,2
2013,longitudinal,baseline,300,24,La Guaira,3,198,198,198,3,3,100.0,100.0,61.470904,60.675596,-0.795308,60.675596,57.085172,55.568524,-1.516648,-4.385732,-5.107071,-0.72134,265911.0,2013,historical_mae,operational,2
2013,longitudinal,baseline,300,01,Distrito Capital,9,899,899,899,9,9,100.0,100.0,54.890036,55.11594,0.225904,55.11594,51.320369,51.07066,-0.249709,-3.569668,-4.045281,-0.475613,1608977.0,2013,historical_rmse,operational,9
2013,longitudinal,baseline,300,02,Anzoategui,6,598,598,598,6,6,100.0,100.0,51.581067,50.193005,-1.388062,50.193005,47.323629,45.278596,-2.045033,-4.257439,-4.914409,-0.656971,1006509.0,2013,historical_rmse,operational,6
2013,longitudinal,baseline,300,03,Apure,3,317,316,317,3,3,100.0,100.0,66.112384,66.939444,0.827059,66.939444,61.76014,63.963691,2.203552,-4.352244,-2.975752,1.376492,309558.0,2013,historical_rmse,operational,2
2013,longitudinal,baseline,300,04,Aragua,7,623,623,623,7,7,100.0,100.0,58.642441,57.626668,-1.015772,57.626668,54.054519,53.433703,-0.620816,-4.587922,-4.192965,0.394957,1164714.0,2013,historical_rmse,operational,7
2013,longitudinal,baseline,300,05,Barinas,4,508,506,508,4,4,100.0,100.0,59.234242,59.381926,0.147683,59.381926,52.188214,51.461557,-0.726657,-7.046028,-7.920368,-0.87434,523946.0,2013,historical_rmse,operational,4
2013,longitudinal,baseline,300,06,Bolivar,6,708,707,708,6,6,100.0,100.0,53.738039,53.078358,-0.659681,53.078358,47.879948,45.347254,-2.532694,-5.858091,-7.731104,-1.873013,941252.0,2013,historical_rmse,operational,6
2013,longitudinal,baseline,300,07,Carabobo,8,658,658,658,8,8,100.0,100.0,54.506635,53.440241,-1.066394,53.440241,50.513511,48.896384,-1.617127,-3.993125,-4.543858,-0.550733,1516239.0,2013,historical_rmse,operational,8
2013,longitudinal,baseline,300,08,Cojedes,2,248,248,248,2,2,100.0,100.0,65.315293,64.651962,-0.66333,64.651962,61.165345,61.393324,0.227978,-4.149947,-3.258639,0.891309,223028.0,2013,historical_rmse,operational,2
2013,longitudinal,baseline,300,09,Falcon,4,691,691,691,4,4,100.0,100.0,59.876416,59.530945,-0.345472,59.530945,53.03365,53.469649,0.435998,-6.842766,-6.061296,0.78147,634614.0,2013,historical_rmse,operational,4
2013,longitudinal,baseline,300,10,Guarico,4,431,422,431,4,4,100.0,100.0,64.171017,63.508178,-0.662839,63.508178,59.289042,58.559171,-0.729871,-4.881976,-4.949007,-0.067032,500154.0,2013,historical_rmse,operational,3
2013,longitudinal,baseline,300,11,Lara,7,990,990,990,7,7,100.0,100.0,51.456205,49.646709,-1.809496,49.646709,47.719486,45.119818,-2.599668,-3.736719,-4.526891,-0.790172,1197690.0,2013,historical_rmse,operational,7
2013,longitudinal,baseline,300,12,Merida,4,514,514,514,4,4,100.0,100.0,48.454019,47.244927,-1.209092,47.244927,42.885591,40.611895,-2.273696,-5.568428,-6.633033,-1.064604,576870.0,2013,historical_rmse,operational,3
2013,longitudinal,baseline,300,13,Miranda,10,1040,1038,1040,10,10,100.0,100.0,49.98078,49.287449,-0.693331,49.287449,47.296963,45.274016,-2.022946,-2.683818,-4.013433,-1.329615,1950657.0,2013,historical_rmse,operational,10
2013,longitudinal,baseline,300,14,Monagas,4,469,467,469,4,4,100.0,100.0,58.324918,58.464167,0.13925,58.464167,55.464436,55.712166,0.24773,-2.860482,-2.752001,0.108481,594585.0,2013,historical_rmse,operational,4
2013,longitudinal,baseline,300,15,Nueva Esparta,3,230,230,230,3,3,100.0,100.0,51.022947,50.509782,-0.513165,50.509782,46.909744,45.442448,-1.467295,-4.113204,-5.067334,-0.95413,329544.0,2013,historical_rmse,operational,3
2013,longitudinal,baseline,300,16,Portuguesa,4,621,620,621,4,4,100.0,100.0,71.143621,70.476842,-0.666779,70.476842,65.453833,63.911313,-1.54252,-5.689788,-6.565529,-0.875741,577589.0,2013,historical_rmse,operational,3
2013,longitudinal,baseline,300,17,Sucre,4,646,646,646,4,4,100.0,100.0,60.234865,61.316627,1.081762,61.316627,57.483592,56.85751,-0.626082,-2.751273,-4.459117,-1.707844,627075.0,2013,historical_rmse,operational,3
2013,longitudinal,baseline,300,18,Tachira,5,677,677,677,5,5,100.0,100.0,43.291451,42.785391,-0.50606,42.785391,36.97814,35.346296,-1.631845,-6.313311,-7.439096,-1.125785,799086.0,2013,historical_rmse,operational,5
2013,longitudinal,baseline,300,19,Trujillo,4,634,633,634,4,4,100.0,100.0,64.104775,63.797669,-0.307105,63.797669,59.789413,59.531948,-0.257465,-4.315361,-4.265721,0.04964,500938.0,2013,historical_rmse,operational,4
2013,longitudinal,baseline,300,20,Yaracuy,3,462,462,462,3,3,100.0,100.0,59.997593,59.896866,-0.100727,59.896866,56.530006,55.271877,-1.258129,-3.467587,-4.624989,-1.157402,405385.0,2013,historical_rmse,operational,2
2013,longitudinal,baseline,300,21,Zulia,12,1215,1212,1215,12,12,100.0,100.0,53.343077,52.841482,-0.501595,52.841482,47.688074,46.526902,-1.161172,-5.655003,-6.31458,-0.659577,2332974.0,2013,historical_rmse,operational,12
2013,longitudinal,baseline,300,22,Amazonas,2,126,124,126,2,2,100.0,100.0,53.618891,52.524807,-1.094084,52.524807,52.458365,50.314329,-2.144036,-1.160526,-2.210478,-1.049952,96290.0,2013,historical_rmse,operational,1
2013,longitudinal,baseline,300,23,Delta Amacuro,2,178,177,178,2,2,100.0,100.0,66.843008,66.978193,0.135185,66.978193,61.63058,53.607448,-8.023132,-5.212428,-13.370746,-8.158318,113246.0,2013,historical_rmse,operational,2
2013,longitudinal,baseline,300,24,La Guaira,3,198,198,198,3,3,100.0,100.0,61.470904,60.675596,-0.795308,60.675596,57.085172,55.568524,-1.516648,-4.385732,-5.107071,-0.72134,265911.0,2013,historical_rmse,operational,2
2013,longitudinal,baseline,300,01,Distrito Capital,9,899,899,899,9,9,100.0,100.0,54.890036,47.476868,-7.413168,47.476868,51.320369,44.059379,-7.26099,-3.569668,-3.41749,0.152178,1608977.0,2013,historical_volatility,operational,9
2013,longitudinal,baseline,300,02,Anzoategui,6,598,598,598,6,6,100.0,100.0,51.581067,48.723162,-2.857905,48.723162,47.323629,44.252874,-3.070755,-4.257439,-4.470288,-0.21285,1006509.0,2013,historical_volatility,operational,6
2013,longitudinal,baseline,300,03,Apure,3,317,316,317,3,3,100.0,100.0,66.112384,65.780063,-0.332322,65.780063,61.76014,61.478599,-0.281541,-4.352244,-4.301463,0.050781,309558.0,2013,historical_volatility,operational,2
2013,longitudinal,baseline,300,04,Aragua,7,623,623,623,7,7,100.0,100.0,58.642441,50.299076,-8.343365,50.299076,54.054519,46.144378,-7.910141,-4.587922,-4.154698,0.433224,1164714.0,2013,historical_volatility,operational,7
2013,longitudinal,baseline,300,05,Barinas,4,508,506,508,4,4,100.0,100.0,59.234242,47.597679,-11.636564,47.597679,52.188214,39.997028,-12.191186,-7.046028,-7.60065,-0.554622,523946.0,2013,historical_volatility,operational,4
2013,longitudinal,baseline,300,06,Bolivar,6,708,707,708,6,6,100.0,100.0,53.738039,49.402222,-4.335817,49.402222,47.879948,44.648249,-3.231699,-5.858091,-4.753972,1.104119,941252.0,2013,historical_volatility,operational,6
2013,longitudinal,baseline,300,07,Carabobo,8,658,658,658,8,8,100.0,100.0,54.506635,35.595814,-18.910821,35.595814,50.513511,33.246582,-17.266929,-3.993125,-2.349232,1.643892,1516239.0,2013,historical_volatility,operational,8
2013,longitudinal,baseline,300,08,Cojedes,2,248,248,248,2,2,100.0,100.0,65.315293,72.918691,7.603399,72.918691,61.165345,68.921121,7.755776,-4.149947,-3.99757,0.152377,223028.0,2013,historical_volatility,operational,2
2013,longitudinal,baseline,300,09,Falcon,4,691,691,691,4,4,100.0,100.0,59.876416,56.645395,-3.231021,56.645395,53.03365,49.024961,-4.008689,-6.842766,-7.620434,-0.777668,634614.0,2013,historical_volatility,operational,4
2013,longitudinal,baseline,300,10,Guarico,4,431,422,431,4,4,100.0,100.0,64.171017,57.440955,-6.730062,57.440955,59.289042,53.753072,-5.535969,-4.881976,-3.687883,1.194093,500154.0,2013,historical_volatility,operational,3
2013,longitudinal,baseline,300,11,Lara,7,990,990,990,7,7,100.0,100.0,51.456205,41.71709,-9.739114,41.71709,47.719486,38.651753,-9.067733,-3.736719,-3.065338,0.671381,1197690.0,2013,historical_volatility,operational,7
2013,longitudinal,baseline,300,12,Merida,4,514,514,514,4,4,100.0,100.0,48.454019,50.509724,2.055705,50.509724,42.885591,43.104982,0.219391,-5.568428,-7.404742,-1.836314,576870.0,2013,historical_volatility,operational,3
2013,longitudinal,baseline,300,13,Miranda,10,1040,1038,1040,10,10,100.0,100.0,49.98078,18.984521,-30.996259,18.984521,47.296963,17.906801,-29.390162,-2.683818,-1.077721,1.606097,1950657.0,2013,historical_volatility,operational,10
2013,longitudinal,baseline,300,14,Monagas,4,469,467,469,4,4,100.0,100.0,58.324918,65.724947,7.400029,65.724947,55.464436,61.250922,5.786486,-2.860482,-4.474024,-1.613542,594585.0,2013,historical_volatility,operational,4
2013,longitudinal,baseline,300,15,Nueva Esparta,3,230,230,230,3,3,100.0,100.0,51.022947,46.985169,-4.037778,46.985169,46.909744,44.275329,-2.634414,-4.113204,-2.70984,1.403364,329544.0,2013,historical_volatility,operational,3
2013,longitudinal,baseline,300,16,Portuguesa,4,621,620,621,4,4,100.0,100.0,71.143621,77.850412,6.70679,77.850412,65.453833,72.199344,6.745512,-5.689788,-5.651067,0.038721,577589.0,2013,historical_volatility,operational,3
2013,longitudinal,baseline,300,17,Sucre,4,646,646,646,4,4,100.0,100.0,60.234865,63.787375,3.552511,63.787375,57.483592,60.221598,2.738006,-2.751273,-3.565777,-0.814504,627075.0,2013,historical_volatility,operational,3
2013,longitudinal,baseline,300,18,Tachira,5,677,677,677,5,5,100.0,100.0,43.291451,39.058417,-4.233034,39.058417,36.97814,32.838639,-4.139501,-6.313311,-6.219778,0.093533,799086.0,2013,historical_volatility,operational,5
2013,longitudinal,baseline,300,19,Trujillo,4,634,633,634,4,4,100.0,100.0,64.104775,61.023474,-3.081301,61.023474,59.789413,56.400725,-3.388688,-4.315361,-4.622749,-0.307387,500938.0,2013,historical_volatility,operational,4
2013,longitudinal,baseline,300,20,Yaracuy,3,462,462,462,3,3,100.0,100.0,59.997593,55.209272,-4.78832,55.209272,56.530006,50.491431,-6.038574,-3.467587,-4.717841,-1.250254,405385.0,2013,historical_volatility,operational,2
2013,longitudinal,baseline,300,21,Zulia,12,1215,1212,1215,12,12,100.0,100.0,53.343077,56.205882,2.862805,56.205882,47.688074,49.952873,2.264799,-5.655003,-6.253009,-0.598006,2332974.0,2013,historical_volatility,operational,12
2013,longitudinal,baseline,300,22,Amazonas,2,126,124,126,2,2,100.0,100.0,53.618891,55.932941,2.314051,55.932941,52.458365,54.283874,1.825509,-1.160526,-1.649068,-0.488542,96290.0,2013,historical_volatility,operational,1
2013,longitudinal,baseline,300,23,Delta Amacuro,2,178,177,178,2,2,100.0,100.0,66.843008,74.074074,7.231066,74.074074,61.63058,68.426127,6.795547,-5.212428,-5.647947,-0.43552,113246.0,2013,historical_volatility,operational,2
2013,longitudinal,baseline,300,24,La Guaira,3,198,198,198,3,3,100.0,100.0,61.470904,67.834624,6.363721,67.834624,57.085172,62.874519,5.789347,-4.385732,-4.960105,-0.574374,265911.0,2013,historical_volatility,operational,2
2018,longitudinal,baseline,300,01,Distrito Capital,9,891,859,891,9,9,100.0,100.0,51.320369,52.063434,0.743066,52.063434,70.89212,68.675726,-2.216394,19.571752,16.612292,-2.959459,1697224.0,2018,recent_distance,common,9
2018,longitudinal,baseline,300,02,Anzoategui,6,650,594,650,6,6,100.0,100.0,47.323629,48.082609,0.75898,48.082609,60.720968,56.858049,-3.862919,13.397339,8.77544,-4.621899,1066195.0,2018,recent_distance,common,6
2018,longitudinal,baseline,300,03,Apure,3,349,311,341,3,3,100.0,97.707736,61.76014,61.629252,-0.130887,61.629252,69.231693,68.792867,-0.438826,7.471553,7.163614,-0.307939,334268.0,2018,recent_distance,common,3
2018,longitudinal,baseline,300,04,Aragua,7,630,603,609,7,7,100.0,96.666667,54.054519,53.861675,-0.192844,53.861675,71.252347,67.14025,-4.112097,17.197829,13.278576,-3.919253,1213087.0,2018,recent_distance,common,7
2018,longitudinal,baseline,300,05,Barinas,4,563,485,548,4,4,100.0,97.335702,52.188214,51.946917,-0.241297,51.946917,59.604485,56.169684,-3.434802,7.416271,4.222767,-3.193504,560790.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,06,Bolivar,6,720,691,708,6,6,100.0,98.333333,47.879948,47.644518,-0.23543,47.644518,59.815233,53.716301,-6.098932,11.935285,6.071784,-5.863501,973381.0,2018,recent_distance,common,6
2018,longitudinal,baseline,300,07,Carabobo,8,711,648,704,8,8,100.0,99.015471,50.513511,51.133104,0.619593,51.133104,65.555724,63.285723,-2.270002,15.042213,12.152619,-2.889595,1561777.0,2018,recent_distance,common,8
2018,longitudinal,baseline,300,08,Cojedes,2,262,248,253,2,2,100.0,96.564885,61.165345,62.017118,0.851772,62.017118,66.92687,67.887088,0.960217,5.761525,5.86997,0.108445,240646.0,2018,recent_distance,common,2
2018,longitudinal,baseline,300,09,Falcon,4,729,680,721,4,4,100.0,98.902606,53.03365,53.035278,0.001628,53.035278,59.221804,55.877577,-3.344227,6.188153,2.842298,-3.345855,668149.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,10,Guarico,4,463,412,463,4,4,100.0,100.0,59.289042,59.022634,-0.266407,59.022634,73.397625,67.046534,-6.351092,14.108584,8.023899,-6.084685,526963.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,11,Lara,7,1044,963,1027,7,7,100.0,98.371648,47.719486,47.38256,-0.336926,47.38256,66.720956,61.742671,-4.978285,19.001471,14.360111,-4.641359,1261626.0,2018,recent_distance,common,7
2018,longitudinal,baseline,300,12,Merida,4,526,511,526,4,4,100.0,100.0,42.885591,42.964128,0.078537,42.964128,66.606371,68.624473,2.018102,23.72078,25.660345,1.939565,602637.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,13,Miranda,10,1118,1023,1110,10,10,100.0,99.284436,47.296963,47.74666,0.449698,47.74666,76.103796,73.371456,-2.732341,28.806834,25.624795,-3.182039,2075234.0,2018,recent_distance,common,10
2018,longitudinal,baseline,300,14,Monagas,4,536,430,518,4,4,100.0,96.641791,55.464436,55.298651,-0.165785,55.298651,64.569134,60.16198,-4.407154,9.104698,4.863329,-4.241369,625457.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,15,Nueva Esparta,3,245,226,245,3,3,100.0,100.0,46.909744,46.005155,-0.904589,46.005155,70.128847,71.860848,1.732001,23.219104,25.855693,2.63659,350093.0,2018,recent_distance,common,3
2018,longitudinal,baseline,300,16,Portuguesa,4,660,613,654,4,4,100.0,99.090909,65.453833,66.210919,0.757086,66.210919,65.943872,68.490591,2.546719,0.490039,2.279672,1.789633,605921.0,2018,recent_distance,common,3
2018,longitudinal,baseline,300,17,Sucre,4,683,643,671,4,4,100.0,98.243045,57.483592,57.570743,0.087151,57.570743,66.512811,66.287676,-0.225135,9.029219,8.716933,-0.312287,643440.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,18,Tachira,5,680,669,674,5,5,100.0,99.117647,36.97814,36.93454,-0.043601,36.93454,67.981093,60.460044,-7.521049,31.002952,23.525504,-7.477448,868879.0,2018,recent_distance,common,5
2018,longitudinal,baseline,300,19,Trujillo,4,638,630,638,4,4,100.0,100.0,59.789413,59.729784,-0.059629,59.729784,64.62467,68.480222,3.855552,4.835257,8.750438,3.915181,529867.0,2018,recent_distance,common,4
2018,longitudinal,baseline,300,20,Yaracuy,3,487,460,483,3,3,100.0,99.178645,56.530006,55.219261,-1.310745,55.219261,62.830806,51.408299,-11.422507,6.3008,-3.810961,-10.111761,430459.0,2018,recent_distance,common,2
2018,longitudinal,baseline,300,21,Zulia,12,1338,1185,1320,12,12,100.0,98.654709,47.688074,47.753244,0.06517,47.753244,72.015941,69.976072,-2.03987,24.327867,22.222827,-2.10504,2452432.0,2018,recent_distance,common,12
2018,longitudinal,baseline,300,22,Amazonas,2,145,123,138,2,2,100.0,95.172414,52.458365,53.126245,0.66788,53.126245,61.36296,56.111758,-5.251203,8.904596,2.985513,-5.919082,107896.0,2018,recent_distance,common,2
2018,longitudinal,baseline,300,23,Delta Amacuro,2,180,172,163,2,2,100.0,90.555556,61.63058,62.762111,1.131531,62.762111,65.90959,78.172999,12.263409,4.27901,15.410888,11.131877,120242.0,2018,recent_distance,common,2
2018,longitudinal,baseline,300,24,La Guaira,3,202,198,202,3,3,100.0,100.0,57.085172,56.413109,-0.672063,56.413109,74.429675,74.96144,0.531764,17.344503,18.54833,1.203827,279952.0,2018,recent_distance,common,3
2018,longitudinal,baseline,300,01,Distrito Capital,9,891,859,891,9,9,100.0,100.0,51.320369,51.427614,0.107245,51.427614,70.89212,69.117187,-1.774933,19.571752,17.689573,-1.882178,1697224.0,2018,historical_mae,common,9
2018,longitudinal,baseline,300,02,Anzoategui,6,650,594,650,6,6,100.0,100.0,47.323629,46.370716,-0.952913,46.370716,60.720968,60.279325,-0.441643,13.397339,13.908609,0.51127,1066195.0,2018,historical_mae,common,6
2018,longitudinal,baseline,300,03,Apure,3,349,311,341,3,3,100.0,97.707736,61.76014,61.629252,-0.130887,61.629252,69.231693,68.792867,-0.438826,7.471553,7.163614,-0.307939,334268.0,2018,historical_mae,common,3
2018,longitudinal,baseline,300,04,Aragua,7,630,603,609,7,6,85.714286,96.666667,54.054519,54.225166,0.170647,54.253196,71.252347,70.99834,-0.254007,17.197829,16.745144,-0.452685,1213087.0,2018,historical_mae,common,7
2018,longitudinal,baseline,300,05,Barinas,4,563,485,548,4,4,100.0,97.335702,52.188214,52.498181,0.309967,52.498181,59.604485,50.353256,-9.25123,7.416271,-2.144925,-9.561196,560790.0,2018,historical_mae,common,4
2018,longitudinal,baseline,300,06,Bolivar,6,720,691,708,6,6,100.0,98.333333,47.879948,46.570117,-1.309831,46.570117,59.815233,60.161521,0.346288,11.935285,13.591404,1.656119,973381.0,2018,historical_mae,common,6
2018,longitudinal,baseline,300,07,Carabobo,8,711,648,704,8,8,100.0,99.015471,50.513511,50.013145,-0.500366,50.013145,65.555724,62.377723,-3.178001,15.042213,12.364579,-2.677635,1561777.0,2018,historical_mae,common,8
