codigo_centro,codigo_cne_original,nombre_centro,estado,municipio,parroquia,num_mesas,electores_inscritos,votantes,votos_validos,votos_nulos,votos_gobierno,votos_oposicion,votos_otros,votos_falcon,votos_bertucci_quijada,pct_gobierno,pct_oposicion,pct_otros,participacion,detalle_otros_json,fuente,doi,corte_fuente
010104040,10104040,UNIDAD EDUCATIVA PARROQUIAL NUESTRA SEÑORA DE COROMOTO,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,630,227,213,14,118,63,32,63,32,55.399061,29.577465,15.023474,36.031746,"{""bertucci_quijada"":32,""falcon"":63}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104042,10104042,UNIDAD EDUCATIVA COLEGIO LUZ Y SABER,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,2,867,447,441,6,333,77,31,77,31,75.510204,17.460317,7.029478,51.557093,"{""bertucci_quijada"":31,""falcon"":77}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104043,10104043,CENTRO MUNICIPAL DE ATENCIÓN INTEGRAL (CMAI) LA PASTORA,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,278,178,177,1,147,20,10,20,10,83.050847,11.299435,5.649718,64.028777,"{""bertucci_quijada"":10,""falcon"":20}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104045,10104045,CENTRO PRE-ESCOLAR ARTURO MICHELENA I,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,564,338,333,5,221,76,36,76,36,66.366366,22.822823,10.810811,59.929078,"{""bertucci_quijada"":36,""falcon"":76}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104046,10104046,UNIDAD EDUCATIVA DISTRITAL JOSÉ LUÍS RAMOS,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,5,3504,1733,1712,21,1243,356,113,356,113,72.60514,20.794393,6.600467,49.457763,"{""bertucci_quijada"":113,""falcon"":356}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104047,10104047,UNIDAD EDUCATIVA NACIONAL CANAIMA,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,475,290,288,2,240,30,18,30,18,83.333333,10.416667,6.25,61.052632,"{""bertucci_quijada"":18,""falcon"":30}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104048,10104048,ESCUELA NACIONAL BÁSICA EL POLVORÍN,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,226,108,103,5,82,20,1,20,1,79.61165,19.417476,0.970874,47.787611,"{""bertucci_quijada"":1,""falcon"":20}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104049,10104049,ASOCIACIÓN CIVIL COMUNITARIA LA DIVINA PASTORA,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,195,119,117,2,96,14,7,14,7,82.051282,11.965812,5.982906,61.025641,"{""bertucci_quijada"":7,""falcon"":14}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104050,10104050,PREESCOLAR ASISTENCIAL PROCER PEDRO CAMEJO,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,571,320,307,13,218,65,24,65,24,71.009772,21.172638,7.81759,56.042032,"{""bertucci_quijada"":24,""falcon"":65}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104051,10104051,ANTIGUO IPOSTEL,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,336,212,208,4,168,34,6,34,6,80.769231,16.346154,2.884615,63.095238,"{""bertucci_quijada"":6,""falcon"":34}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104052,10104052,MÓDULO BARRIO ADENTRO UNIÓN Y FUERZA,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,1,577,374,374,0,316,35,23,35,23,84.491979,9.358289,6.149733,64.818024,"{""bertucci_quijada"":23,""falcon"":35}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010104053,10104053,UNIDAD PREESCOLAR JOSÉ PRUDENCIO PADILLA,DTTO. CAPITAL,LIBERTADOR,LA PASTORA,2,1173,534,530,4,359,127,44,127,44,67.735849,23.962264,8.301887,45.524297,"{""bertucci_quijada"":44,""falcon"":127}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105002,10105002,COLEGIO CORAZON DE MARIA,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,4,2840,1185,1137,48,793,250,94,250,94,69.744943,21.987687,8.26737,41.725352,"{""bertucci_quijada"":94,""falcon"":250}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105005,10105005,ESCUELA DE ARTES PLASTICAS CRISTOBAL ROJAS,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,4,2547,932,909,23,611,204,94,204,94,67.216722,22.442244,10.341034,36.592069,"{""bertucci_quijada"":94,""falcon"":204}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105008,10105008,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA BICENTENERIA REPUBLICANO,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,11,7707,3106,3011,95,2242,490,279,490,279,74.460312,16.273663,9.266025,40.301025,"{""bertucci_quijada"":279,""falcon"":490}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105010,10105010,UNIDAD EDUCATIVA NACIONAL DOCTOR ELIAS RODRIGUEZ,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,4,3075,1787,1732,55,1337,240,155,240,155,77.193995,13.856813,8.949192,58.113821,"{""bertucci_quijada"":155,""falcon"":240}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105012,10105012,PREESCOLAR CONCEPCION MARINO,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,3,1849,1175,1151,24,892,140,119,140,119,77.497828,12.163336,10.338836,63.547864,"{""bertucci_quijada"":119,""falcon"":140}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105013,10105013,CENTRO DE MISIONES MANUEL FOMBONA PACHANO,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,4,2617,1628,1553,75,1236,187,130,187,130,79.587894,12.041211,8.370895,62.208636,"{""bertucci_quijada"":130,""falcon"":187}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105014,10105014,CENTRO MUNICIPAL DE ATENCIÓN INTEGRAL SAN AGUSTÍN,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,2,1127,669,653,16,515,88,50,88,50,78.866769,13.476263,7.656968,59.361136,"{""bertucci_quijada"":50,""falcon"":88}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105015,10105015,UNIDAD EDUCATIVA DISTRITAL JUAN LANDAETA,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,5,3246,2044,1989,55,1582,250,157,250,157,79.537456,12.56913,7.893414,62.969809,"{""bertucci_quijada"":157,""falcon"":250}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105016,10105016,ESCUELA BASICA NACIONAL MERIDA SISO DE VAZQUEZ,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,4,2837,1593,1568,25,1150,281,137,281,137,73.341837,17.920918,8.737245,56.150864,"{""bertucci_quijada"":137,""falcon"":281}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105017,10105017,MUSEO DE LA ESTAMPA Y EL DISEÑO CARLOS CRUZ DIEZ,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,3,1788,909,851,58,659,127,65,127,65,77.438308,14.923619,7.638073,50.838926,"{""bertucci_quijada"":65,""falcon"":127}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105021,10105021,BIBLIOTECA PUBLICA LEONARDO RUIZ PINEDA,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,3,1916,1105,1052,53,785,168,99,168,99,74.619772,15.969582,9.410646,57.672234,"{""bertucci_quijada"":99,""falcon"":168}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105022,10105022,ESTACIÓN DE METRO CABLE EL MANGUITO,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,2,1002,774,772,2,684,46,42,46,42,88.601036,5.958549,5.440415,77.245509,"{""bertucci_quijada"":42,""falcon"":46}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105023,10105023,CENTRO DE EDUCACION INICIAL NACIONAL BOLIVARIANA MARIA ANTONIA BOLIVAR,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,2,1140,772,758,14,583,110,65,110,65,76.912929,14.511873,8.575198,67.719298,"{""bertucci_quijada"":65,""falcon"":110}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105025,10105025,ESTACION METROCABLE LA CEIBA,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,2,1043,794,769,25,641,41,87,41,87,83.355007,5.331599,11.313394,76.126558,"{""bertucci_quijada"":87,""falcon"":41}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010105026,10105026,CENTRO DE EDUCACION INICIAL NACIONAL MATEA BOLIVAR,DTTO. CAPITAL,LIBERTADOR,SAN AGUSTIN,4,2373,1039,1020,19,724,211,85,211,85,70.980392,20.686275,8.333333,43.784239,"{""bertucci_quijada"":85,""falcon"":211}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106002,10106002,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JESÚS MARIA PÁEZ,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,6,4336,2188,2101,87,1462,432,207,432,207,69.585911,20.561637,9.852451,50.461255,"{""bertucci_quijada"":207,""falcon"":432}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106003,10106003,ESCUELA NACIONAL PRIMARIA BERNARDO O HIGGINS,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,6,4299,1614,1577,37,1041,388,148,388,148,66.011414,24.603678,9.384908,37.543615,"{""bertucci_quijada"":148,""falcon"":388}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106004,10106004,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA ARMANDO ZULOAGA BLANCO,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,6,4633,1609,1564,45,1053,355,156,355,156,67.327366,22.69821,9.974425,34.729117,"{""bertucci_quijada"":156,""falcon"":355}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106005,10106005,UNIDAD EDUCATIVA ECOLÓGICA SANTÍSIMA TRINIDAD,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,3,2362,986,959,27,665,197,97,197,97,69.343066,20.542231,10.114703,41.744285,"{""bertucci_quijada"":97,""falcon"":197}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106008,10106008,UNIDAD EDUCATIVA JOSÉ ANTONIO ANZOATEGUI,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,3,1607,643,619,24,412,130,77,130,77,66.558966,21.001616,12.439418,40.012446,"{""bertucci_quijada"":77,""falcon"":130}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106010,10106010,ESCUELA TÉCNICA COMERCIAL ROBINSONIANA SANTOS MICHELENA,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,7,5017,1580,1526,54,965,408,153,408,153,63.237221,26.736566,10.026212,31.492924,"{""bertucci_quijada"":153,""falcon"":408}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106011,10106011,UNIDAD EDUCATIVA BOLIVARIANA RAFAEL URDANETA,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,7,4698,1380,1314,66,816,350,148,350,148,62.100457,26.636225,11.263318,29.374202,"{""bertucci_quijada"":148,""falcon"":350}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106012,10106012,HOSPITAL DOCTOR FRANCISCO ANTONIO RISQUEZ,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,4,2778,1468,1432,36,1019,283,130,283,130,71.159218,19.76257,9.078212,52.843772,"{""bertucci_quijada"":130,""falcon"":283}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106017,10106017,UNIDAD EDUCACIONAL NIÑO DIOS DE SAN JOSÉ,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,2,892,392,375,17,246,95,34,95,34,65.6,25.333333,9.066667,43.946188,"{""bertucci_quijada"":34,""falcon"":95}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106019,10106019,UNIDAD EDUCACIONAL PRIVADA INSTITUTO JUNKAL,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,2,918,358,348,10,239,82,27,82,27,68.678161,23.563218,7.758621,38.997821,"{""bertucci_quijada"":27,""falcon"":82}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106020,10106020,PREESCOLAR ASISTENCIAL JESUS DE LA DIVINA MISERICORDIA,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,1,466,262,259,3,195,46,18,46,18,75.289575,17.760618,6.949807,56.223176,"{""bertucci_quijada"":18,""falcon"":46}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106022,10106022,CENTRO DE EDUCACION INICIAL MIS PRIMERAS LUCES,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,3,2038,580,566,14,340,169,57,169,57,60.070671,29.858657,10.070671,28.459274,"{""bertucci_quijada"":57,""falcon"":169}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010106023,10106023,UNIDAD UDUCATIVA INTEGRAL ENRIQUE VÁSQUEZ FERMÍN,DTTO. CAPITAL,LIBERTADOR,SAN JOSE,1,429,322,307,15,256,38,13,38,13,83.387622,12.37785,4.234528,75.058275,"{""bertucci_quijada"":13,""falcon"":38}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107001,10107001,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA TEOTISTE DE GALLEGOS,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,2248,1319,1289,30,938,225,126,225,126,72.769589,17.455392,9.775019,58.674377,"{""bertucci_quijada"":126,""falcon"":225}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107002,10107002,UNIDAD EDUCATIVA NACIONAL ZOE XIQUES SILVA,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,6,4142,2230,2164,66,1592,349,223,349,223,73.567468,16.127542,10.304991,53.838725,"{""bertucci_quijada"":223,""falcon"":349}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107003,10107003,CENTRO DE EDUCACIÓN INICIAL JUAN TORO,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,2,1309,739,724,15,527,132,65,132,65,72.790055,18.232044,8.977901,56.455309,"{""bertucci_quijada"":65,""falcon"":132}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107004,10107004,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA PEDRO PABLO BARNOLA,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,2,997,475,453,22,304,96,53,96,53,67.108168,21.192053,11.699779,47.642929,"{""bertucci_quijada"":53,""falcon"":96}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107005,10107005,CENTRO CULTURAL LAS AMARILLAS,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,2,836,457,448,9,364,59,25,59,25,81.25,13.169643,5.580357,54.665072,"{""bertucci_quijada"":25,""falcon"":59}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107006,10107006,UNIDAD EDUCATIVA NACIONAL LOS EUCALIPTOS,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,1653,1031,1017,14,776,152,89,152,89,76.302852,14.945919,8.751229,62.371446,"{""bertucci_quijada"":89,""falcon"":152}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107007,10107007,UNIDAD EDUCATIVA DISTRITAL CAJIGAL,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,2,1489,838,801,37,590,153,58,153,58,73.657928,19.101124,7.240949,56.279382,"{""bertucci_quijada"":58,""falcon"":153}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107008,10107008,UNIDAD EDUCATIVA DISTRITAL  ÁNGEL RIVAS BALDWIN,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,1809,1088,1073,15,829,169,75,169,75,77.260019,15.750233,6.989748,60.143726,"{""bertucci_quijada"":75,""falcon"":169}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107010,10107010,ESCUELA NACIONAL BOLIVARIANA 19 DE ABRIL,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,9,6741,2657,2582,75,1785,549,248,549,248,69.132455,21.262587,9.604957,39.415517,"{""bertucci_quijada"":248,""falcon"":549}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107012,10107012,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 25 DE JULIO.,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,7,5404,1794,1750,44,1153,410,187,410,187,65.885714,23.428571,10.685714,33.197631,"{""bertucci_quijada"":187,""falcon"":410}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107013,10107013,CENTRO DE FORMACIÓN COMERCIAL E INDUSTRIAL LUÍS BELTRÁN PRIETO FIGUEROA,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,5,3258,1090,1068,22,704,262,102,262,102,65.917603,24.531835,9.550562,33.456108,"{""bertucci_quijada"":102,""falcon"":262}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107014,10107014,IPOSTEL EL SILENCIO,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,1683,797,773,24,538,162,73,162,73,69.598965,20.957309,9.443726,47.355912,"{""bertucci_quijada"":73,""falcon"":162}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107015,10107015,CENTRO DE EDUCACIÓN INTEGRAL NACIONAL GABRIELA MISTRAL,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,2,1164,533,528,5,340,143,45,143,45,64.393939,27.083333,8.522727,45.790378,"{""bertucci_quijada"":45,""falcon"":143}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107016,10107016,ESCUELA BÁSICA NACIONAL GUZMÁN BLANCO,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,1951,802,786,16,537,191,58,191,58,68.320611,24.300254,7.379135,41.107125,"{""bertucci_quijada"":58,""falcon"":191}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107017,10107017,INSTITUTO NACIONAL DE NUTRICIÓN,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,6,4308,1266,1214,52,806,310,98,310,98,66.392092,25.53542,8.072488,29.387187,"{""bertucci_quijada"":98,""falcon"":310}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107018,10107018,ESCUELA BÁSICA PARROQUIAL SAN JUAN BAUTISTA,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,4,3103,1132,1097,35,739,265,93,265,93,67.365542,24.156791,8.477666,36.480825,"{""bertucci_quijada"":93,""falcon"":265}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107019,10107019,UNIDAD EDUCATIVA PRIVADA SAN FRANCISCO DE ASÍS,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,1877,882,862,20,636,146,80,146,80,73.781903,16.937355,9.280742,46.989877,"{""bertucci_quijada"":80,""falcon"":146}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107020,10107020,UNIDAD EDUCATIVA NACIONAL AGUSTÍN ZAMORA QUINTANA,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,2325,835,814,21,538,195,81,195,81,66.093366,23.955774,9.95086,35.913978,"{""bertucci_quijada"":81,""falcon"":195}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107021,10107021,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MIGUEL VILLAVICENCIO,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,8,5549,2617,2542,75,1721,586,235,586,235,67.702596,23.052714,9.244689,47.161651,"{""bertucci_quijada"":235,""falcon"":586}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107022,10107022,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA DOCTOR LUÍS PADRINO,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,5,3907,1466,1442,24,989,322,131,322,131,68.585298,22.330097,9.084605,37.522396,"{""bertucci_quijada"":131,""falcon"":322}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107023,10107023,CENTRO DE EDUCACIÓN INICIAL  ARTIGAS,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,3,1668,843,824,19,549,194,81,194,81,66.626214,23.543689,9.830097,50.539568,"{""bertucci_quijada"":81,""falcon"":194}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107024,10107024,UNIDAD EDUCATIVA COLEGIO SAN MARTÍN,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,5,3185,1025,997,28,603,271,123,271,123,60.481444,27.181545,12.337011,32.182104,"{""bertucci_quijada"":123,""falcon"":271}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107026,10107026,HOSPITAL MILITAR DOCTOR CARLOS ARVELO,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,4,2771,1681,1615,66,1164,302,149,302,149,72.074303,18.69969,9.226006,60.66402,"{""bertucci_quijada"":149,""falcon"":302}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107027,10107027,UNIDAD EDUCATIVA DISTRITAL LEONCIO MARTINEZ,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,4,2851,1576,1527,49,1124,279,124,279,124,73.608382,18.27112,8.120498,55.27885,"{""bertucci_quijada"":124,""falcon"":279}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107028,10107028,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA REPÚBLICA DEL ECUADOR,DTTO. CAPITAL,LIBERTADOR,SAN JUAN,7,4859,1941,1905,36,1293,425,187,425,187,67.874016,22.309711,9.816273,39.946491,"{""bertucci_quijada"":187,""falcon"":425}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
010107030,10107030,CENTRO MUNICIPAL DE ATENCIÓN INTEGRAL  SAN JUAN (CEMAI),DTTO. CAPITAL,LIBERTADOR,SAN JUAN,2,906,458,433,25,348,56,29,56,29,80.369515,12.933025,6.69746,50.551876,"{""bertucci_quijada"":29,""falcon"":56}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
